ocel_id;ocel_time;ocel_changed_field;RFID No;Pickup Plan ID;Cargo ID;LPT;Axles;Scheduled Pickup Weight;Truck Status;Truck Weight;Is_normal
tr115;2024-03-03 15:00:00;;rfidZEUBEC;;;812YYL;6;0.0;Available;0.0
tr139;2024-03-03 15:00:00;;rfidVIQCKH;;;012CRA;4;0.0;Available;0.0
tr60;2024-03-03 15:00:00;;rfidPRDTBR;;;241FLJ;6;0.0;Available;0.0
tr250;2024-03-03 15:00:00;;rfidKCDWEO;;;483RCB;6;0.0;Available;0.0
tr109;2024-03-03 15:00:00;;rfidEXHELX;;;180EZK;2;0.0;Available;0.0
tr10;2024-03-03 15:00:00;;rfidJESLBU;;;107GEJ;2;0.0;Available;0.0
tr87;2024-03-03 15:00:00;;rfidBKWYDG;;;863WTO;2;0.0;Available;0.0
tr170;2024-03-03 15:00:00;;rfidUFHOGY;;;815ERC;4;0.0;Available;0.0
tr141;2024-03-03 15:00:00;;rfidEIJMGR;;;926VFT;6;0.0;Available;0.0
tr286;2024-03-03 15:00:00;;rfidFYNJXT;;;538BRP;6;0.0;Available;0.0
tr187;2024-03-03 15:00:00;;rfidPDTFLJ;;;935YUF;6;0.0;Available;0.0
tr15;2024-03-03 15:00:00;;rfidQLBJQT;;;095VGF;4;0.0;Available;0.0
tr241;2024-03-03 15:00:00;;rfidIWQBTM;;;152SGS;6;0.0;Available;0.0
