ocel_event_id;ocel_object_id;ocel_qualifier
eval_trs_exittr263_Pcp543;tr263;Exit evaluation for truck
weigh_empty_trucktr287;tr287;Empty truck weighed
fail_weightr127;tr127;Truck failed to be weighed
fail_weightr298;tr298;Truck failed to be weighed
check_abnormalitytr274;tr274;truck exmained for empty weight abnormality
check_abnormalitytr101;tr101;truck exmained for empty weight abnormality
check_abnormalitytr109;tr109;truck exmained for empty weight abnormality
check_abnormalitytr269;tr269;truck exmained for empty weight abnormality
check_abnormalitytr9;tr9;truck exmained for empty weight abnormality
check_abnormalitytr272;tr272;truck exmained for empty weight abnormality
check_abnormalitytr139;tr139;truck exmained for empty weight abnormality
assign_trs_Pcp1574;tr195;Pickup plan trucks assignment
assign_trs_Pcp1574;tr78;Pickup plan trucks assignment
assign_trs_Pcp1574;tr133;Pickup plan trucks assignment
assign_trs_Pcp1574;tr38;Pickup plan trucks assignment
assign_trs_Pcp1574;tr147;Pickup plan trucks assignment
assign_trs_Pcp1574;tr118;Pickup plan trucks assignment
assign_trs_Pcp1574;tr26;Pickup plan trucks assignment
fail_weightr249;tr249;Truck failed to be weighed
fail_weightr101;tr101;Truck failed to be weighed
trs_entrytr89;tr89;Entry evaluation for truck
fail_weightr272;tr272;Truck failed to be weighed
fail_weightr9;tr9;Truck failed to be weighed
trs_entrytr79;tr79;Entry evaluation for truck
fail_weightr269;tr269;Truck failed to be weighed
check_abnormalitytr12;tr12;truck exmained for empty weight abnormality
check_abnormalitytr290;tr290;truck exmained for empty weight abnormality
check_abnormalitytr115;tr115;truck exmained for empty weight abnormality
trs_entrytr8;tr8;Entry evaluation for truck
trs_entrytr188;tr188;Entry evaluation for truck
trs_entrytr69;tr69;Entry evaluation for truck
trs_entrytr253;tr253;Entry evaluation for truck
check_abnormalitytr287;tr287;truck exmained for empty weight abnormality
Lodge_Pcp641;Pcp641;lodged pickup plan
Lodge_Pcp641;Cr1092;cargo to be picked up
trs_entrytr199;tr199;Entry evaluation for truck
trs_entrytr137;tr137;Entry evaluation for truck
trs_entrytr251;tr251;Entry evaluation for truck
assign_trs_Pcp1029;tr249;Pickup plan trucks assignment
assign_trs_Pcp1029;tr299;Pickup plan trucks assignment
trs_entrytr168;tr168;Entry evaluation for truck
assign_trs_Pcp1029;tr205;Pickup plan trucks assignment
assign_trs_Pcp1029;tr218;Pickup plan trucks assignment
arrive_at_Silo66;Silo66;Silo for truck load
arrive_at_Silo66;Silo66;Silo for truck load
arrive_at_Silo66;Silo66;Silo for truck load
fail_weightr290;tr290;Truck failed to be weighed
weigh_empty_trucktr79;tr79;Empty truck weighed
weigh_empty_trucktr89;tr89;Empty truck weighed
weigh_empty_trucktr8;tr8;Empty truck weighed
weigh_empty_trucktr69;tr69;Empty truck weighed
weigh_empty_trucktr253;tr253;Empty truck weighed
weigh_empty_trucktr188;tr188;Empty truck weighed
fail_weightr287;tr287;Truck failed to be weighed
weigh_loaded_trucktr238;tr238;Truck weighed
weigh_loaded_trucktr81;tr81;Truck weighed
weigh_loaded_trucktr281;tr281;Truck weighed
print_w_tickettr140;tr140;Printed weighing ticket for pickup plan
print_w_tickettr85;tr85;Printed weighing ticket for pickup plan
input_tally_sheettr244;tr244;Tally Sheet for pickup plan
input_tally_sheettr85;tr85;Tally Sheet for pickup plan
input_tally_sheettr140;tr140;Tally Sheet for pickup plan
print_w_tickettr244;tr244;Printed weighing ticket for pickup plan
weigh_loaded_trucktr222;tr222;Truck weighed
weigh_loaded_trucktr136;tr136;Truck weighed
input_tally_sheettr53;tr53;Tally Sheet for pickup plan
print_w_tickettr11;tr11;Printed weighing ticket for pickup plan
print_w_tickettr53;tr53;Printed weighing ticket for pickup plan
input_tally_sheettr11;tr11;Tally Sheet for pickup plan
weigh_empty_trucktr199;tr199;Empty truck weighed
weigh_empty_trucktr251;tr251;Empty truck weighed
weigh_empty_trucktr137;tr137;Empty truck weighed
weigh_empty_trucktr168;tr168;Empty truck weighed
determine_continuanceSilo66;Silo66;silo evaluated for pickup continuance
determine_continuanceSilo66;Silo66;silo evaluated for pickup continuance
determine_continuanceSilo66;Silo66;silo evaluated for pickup continuance
arrive_at_Silo96;Silo96;Silo for truck load
arrive_at_Silo96;Silo96;Silo for truck load
eval_trs_exittr244_Pcp1854;tr244;Exit evaluation for truck
eval_trs_exittr140_Pcp1854;tr140;Exit evaluation for truck
eval_trs_exittr85_Pcp1854;tr85;Exit evaluation for truck
Lodge_Pcp1651;Pcp1651;lodged pickup plan
Lodge_Pcp1651;Cr437;cargo to be picked up
Lodge_Pcp115;Pcp115;lodged pickup plan
Lodge_Pcp115;Cr468;cargo to be picked up
eval_trs_exittr11_Pcp1854;tr11;Exit evaluation for truck
eval_trs_exittr53_Pcp1854;tr53;Exit evaluation for truck
load_trucktr109;tr109;cargo load for truck
load_trucktr274;tr274;cargo load for truck
load_trucktr139;tr139;cargo load for truck
trs_entrytr195;tr195;Entry evaluation for truck
trs_entrytr78;tr78;Entry evaluation for truck
trs_entrytr133;tr133;Entry evaluation for truck
check_abnormalitytr79;tr79;truck exmained for empty weight abnormality
check_abnormalitytr89;tr89;truck exmained for empty weight abnormality
check_abnormalitytr69;tr69;truck exmained for empty weight abnormality
check_abnormalitytr253;tr253;truck exmained for empty weight abnormality
check_abnormalitytr8;tr8;truck exmained for empty weight abnormality
check_abnormalitytr188;tr188;truck exmained for empty weight abnormality
trs_entrytr38;tr38;Entry evaluation for truck
trs_entrytr147;tr147;Entry evaluation for truck
trs_entrytr118;tr118;Entry evaluation for truck
Lodge_Pcp534;Pcp534;lodged pickup plan
Lodge_Pcp534;Cr1041;cargo to be picked up
trs_entrytr26;tr26;Entry evaluation for truck
determine_continuanceSilo96;Silo96;silo evaluated for pickup continuance
determine_continuanceSilo96;Silo96;silo evaluated for pickup continuance
check_abnormalitytr251;tr251;truck exmained for empty weight abnormality
check_abnormalitytr199;tr199;truck exmained for empty weight abnormality
check_abnormalitytr137;tr137;truck exmained for empty weight abnormality
check_abnormalitytr168;tr168;truck exmained for empty weight abnormality
load_trucktr115;tr115;cargo load for truck
load_trucktr12;tr12;cargo load for truck
weigh_empty_trucktr195;tr195;Empty truck weighed
weigh_empty_trucktr78;tr78;Empty truck weighed
weigh_empty_trucktr133;tr133;Empty truck weighed
fail_weightr79;tr79;Truck failed to be weighed
fail_weightr89;tr89;Truck failed to be weighed
fail_weightr69;tr69;Truck failed to be weighed
fail_weightr8;tr8;Truck failed to be weighed
fail_weightr188;tr188;Truck failed to be weighed
weigh_empty_trucktr38;tr38;Empty truck weighed
weigh_empty_trucktr147;tr147;Empty truck weighed
weigh_empty_trucktr118;tr118;Empty truck weighed
input_tally_sheettr238;tr238;Tally Sheet for pickup plan
print_w_tickettr238;tr238;Printed weighing ticket for pickup plan
input_tally_sheettr281;tr281;Tally Sheet for pickup plan
print_w_tickettr81;tr81;Printed weighing ticket for pickup plan
input_tally_sheettr81;tr81;Tally Sheet for pickup plan
print_w_tickettr281;tr281;Printed weighing ticket for pickup plan
weigh_empty_trucktr26;tr26;Empty truck weighed
input_tally_sheettr222;tr222;Tally Sheet for pickup plan
print_w_tickettr222;tr222;Printed weighing ticket for pickup plan
print_w_tickettr136;tr136;Printed weighing ticket for pickup plan
input_tally_sheettr136;tr136;Tally Sheet for pickup plan
trs_entrytr249;tr249;Entry evaluation for truck
trs_entrytr299;tr299;Entry evaluation for truck
trs_entrytr205;tr205;Entry evaluation for truck
trs_entrytr218;tr218;Entry evaluation for truck
fail_weightr199;tr199;Truck failed to be weighed
fail_weightr251;tr251;Truck failed to be weighed
fail_weightr137;tr137;Truck failed to be weighed
Lodge_Pcp1924;Pcp1924;lodged pickup plan
Lodge_Pcp1924;Cr1744;cargo to be picked up
fail_weightr168;tr168;Truck failed to be weighed
assign_trs_Pcp641;tr278;Pickup plan trucks assignment
assign_trs_Pcp641;tr138;Pickup plan trucks assignment
eval_trs_exittr238_Pcp1801;tr238;Exit evaluation for truck
eval_trs_exittr81_Pcp1801;tr81;Exit evaluation for truck
eval_trs_exittr281_Pcp1801;tr281;Exit evaluation for truck
assign_trs_Pcp641;tr185;Pickup plan trucks assignment
assign_trs_Pcp641;tr179;Pickup plan trucks assignment
assign_trs_Pcp641;tr288;Pickup plan trucks assignment
arrive_at_Silo37;Silo37;Silo for truck load
eval_trs_exittr222_Pcp571;tr222;Exit evaluation for truck
eval_trs_exittr136_Pcp571;tr136;Exit evaluation for truck
assign_trs_Pcp641;tr66;Pickup plan trucks assignment
weigh_empty_trucktr299;tr299;Empty truck weighed
weigh_empty_trucktr249;tr249;Empty truck weighed
weigh_empty_trucktr218;tr218;Empty truck weighed
weigh_empty_trucktr205;tr205;Empty truck weighed
check_abnormalitytr118;tr118;truck exmained for empty weight abnormality
check_abnormalitytr38;tr38;truck exmained for empty weight abnormality
check_abnormalitytr147;tr147;truck exmained for empty weight abnormality
check_abnormalitytr26;tr26;truck exmained for empty weight abnormality
check_abnormalitytr78;tr78;truck exmained for empty weight abnormality
check_abnormalitytr195;tr195;truck exmained for empty weight abnormality
check_abnormalitytr133;tr133;truck exmained for empty weight abnormality
determine_continuanceSilo37;Silo37;silo evaluated for pickup continuance
Lodge_Pcp1621;Pcp1621;lodged pickup plan
Lodge_Pcp1621;Cr1202;cargo to be picked up
fail_weightr118;tr118;Truck failed to be weighed
check_abnormalitytr299;tr299;truck exmained for empty weight abnormality
check_abnormalitytr249;tr249;truck exmained for empty weight abnormality
load_trucktr253;tr253;cargo load for truck
fail_weightr133;tr133;Truck failed to be weighed
fail_weightr78;tr78;Truck failed to be weighed
fail_weightr195;tr195;Truck failed to be weighed
check_abnormalitytr218;tr218;truck exmained for empty weight abnormality
check_abnormalitytr205;tr205;truck exmained for empty weight abnormality
assign_trs_Pcp115;tr42;Pickup plan trucks assignment
assign_trs_Pcp1651;tr175;Pickup plan trucks assignment
assign_trs_Pcp115;tr207;Pickup plan trucks assignment
assign_trs_Pcp115;tr271;Pickup plan trucks assignment
assign_trs_Pcp115;tr184;Pickup plan trucks assignment
assign_trs_Pcp1651;tr86;Pickup plan trucks assignment
assign_trs_Pcp1651;tr214;Pickup plan trucks assignment
assign_trs_Pcp115;tr156;Pickup plan trucks assignment
weigh_loaded_trucktr274;tr274;Truck weighed
weigh_loaded_trucktr109;tr109;Truck weighed
weigh_loaded_trucktr139;tr139;Truck weighed
assign_trs_Pcp115;tr69;Pickup plan trucks assignment
assign_trs_Pcp1651;tr262;Pickup plan trucks assignment
assign_trs_Pcp1651;tr68;Pickup plan trucks assignment
assign_trs_Pcp115;tr209;Pickup plan trucks assignment
arrive_at_Silo34;Silo34;Silo for truck load
arrive_at_Silo34;Silo34;Silo for truck load
arrive_at_Silo34;Silo34;Silo for truck load
fail_weightr249;tr249;Truck failed to be weighed
trs_entrytr138;tr138;Entry evaluation for truck
assign_trs_Pcp534;tr47;Pickup plan trucks assignment
trs_entrytr278;tr278;Entry evaluation for truck
assign_trs_Pcp534;tr15;Pickup plan trucks assignment
trs_entrytr179;tr179;Entry evaluation for truck
assign_trs_Pcp534;tr264;Pickup plan trucks assignment
trs_entrytr185;tr185;Entry evaluation for truck
trs_entrytr288;tr288;Entry evaluation for truck
assign_trs_Pcp534;tr248;Pickup plan trucks assignment
assign_trs_Pcp534;tr196;Pickup plan trucks assignment
fail_weightr205;tr205;Truck failed to be weighed
fail_weightr218;tr218;Truck failed to be weighed
trs_entrytr66;tr66;Entry evaluation for truck
weigh_loaded_trucktr115;tr115;Truck weighed
weigh_loaded_trucktr12;tr12;Truck weighed
Lodge_Pcp1943;Pcp1943;lodged pickup plan
Lodge_Pcp1943;Cr1444;cargo to be picked up
determine_continuanceSilo34;Silo34;silo evaluated for pickup continuance
determine_continuanceSilo34;Silo34;silo evaluated for pickup continuance
arrive_at_Silo3;Silo3;Silo for truck load
Lodge_Pcp1344;Pcp1344;lodged pickup plan
Lodge_Pcp1344;Cr1537;cargo to be picked up
weigh_empty_trucktr278;tr278;Empty truck weighed
weigh_empty_trucktr138;tr138;Empty truck weighed
determine_continuanceSilo34;Silo34;silo evaluated for pickup continuance
weigh_empty_trucktr185;tr185;Empty truck weighed
weigh_empty_trucktr288;tr288;Empty truck weighed
weigh_empty_trucktr179;tr179;Empty truck weighed
weigh_empty_trucktr66;tr66;Empty truck weighed
load_trucktr38;tr38;cargo load for truck
load_trucktr147;tr147;cargo load for truck
assign_trs_Pcp1924;tr243;Pickup plan trucks assignment
assign_trs_Pcp1924;tr33;Pickup plan trucks assignment
assign_trs_Pcp1924;tr235;Pickup plan trucks assignment
load_trucktr26;tr26;cargo load for truck
assign_trs_Pcp1924;tr73;Pickup plan trucks assignment
assign_trs_Pcp1924;tr188;Pickup plan trucks assignment
assign_trs_Pcp1924;tr245;Pickup plan trucks assignment
determine_continuanceSilo3;Silo3;silo evaluated for pickup continuance
input_tally_sheettr274;tr274;Tally Sheet for pickup plan
print_w_tickettr109;tr109;Printed weighing ticket for pickup plan
print_w_tickettr274;tr274;Printed weighing ticket for pickup plan
input_tally_sheettr109;tr109;Tally Sheet for pickup plan
input_tally_sheettr139;tr139;Tally Sheet for pickup plan
print_w_tickettr139;tr139;Printed weighing ticket for pickup plan
Lodge_Pcp883;Pcp883;lodged pickup plan
Lodge_Pcp883;Cr1573;cargo to be picked up
weigh_loaded_trucktr253;tr253;Truck weighed
trs_entrytr42;tr42;Entry evaluation for truck
load_trucktr299;tr299;cargo load for truck
trs_entrytr207;tr207;Entry evaluation for truck
trs_entrytr271;tr271;Entry evaluation for truck
trs_entrytr175;tr175;Entry evaluation for truck
check_abnormalitytr138;tr138;truck exmained for empty weight abnormality
check_abnormalitytr278;tr278;truck exmained for empty weight abnormality
trs_entrytr86;tr86;Entry evaluation for truck
trs_entrytr156;tr156;Entry evaluation for truck
trs_entrytr214;tr214;Entry evaluation for truck
trs_entrytr184;tr184;Entry evaluation for truck
check_abnormalitytr185;tr185;truck exmained for empty weight abnormality
check_abnormalitytr288;tr288;truck exmained for empty weight abnormality
check_abnormalitytr179;tr179;truck exmained for empty weight abnormality
trs_entrytr262;tr262;Entry evaluation for truck
trs_entrytr69;tr69;Entry evaluation for truck
trs_entrytr68;tr68;Entry evaluation for truck
check_abnormalitytr66;tr66;truck exmained for empty weight abnormality
print_w_tickettr12;tr12;Printed weighing ticket for pickup plan
print_w_tickettr115;tr115;Printed weighing ticket for pickup plan
input_tally_sheettr12;tr12;Tally Sheet for pickup plan
input_tally_sheettr115;tr115;Tally Sheet for pickup plan
trs_entrytr209;tr209;Entry evaluation for truck
trs_entrytr15;tr15;Entry evaluation for truck
trs_entrytr47;tr47;Entry evaluation for truck
eval_trs_exittr274_Pcp90;tr274;Exit evaluation for truck
eval_trs_exittr109_Pcp90;tr109;Exit evaluation for truck
eval_trs_exittr139_Pcp90;tr139;Exit evaluation for truck
assign_trs_Pcp1621;tr219;Pickup plan trucks assignment
trs_entrytr264;tr264;Entry evaluation for truck
trs_entrytr248;tr248;Entry evaluation for truck
trs_entrytr196;tr196;Entry evaluation for truck
assign_trs_Pcp1621;tr82;Pickup plan trucks assignment
assign_trs_Pcp1621;tr157;Pickup plan trucks assignment
assign_trs_Pcp1621;tr129;Pickup plan trucks assignment
assign_trs_Pcp1621;tr113;Pickup plan trucks assignment
assign_trs_Pcp1621;tr14;Pickup plan trucks assignment
weigh_empty_trucktr42;tr42;Empty truck weighed
weigh_empty_trucktr175;tr175;Empty truck weighed
weigh_empty_trucktr207;tr207;Empty truck weighed
weigh_empty_trucktr271;tr271;Empty truck weighed
fail_weightr278;tr278;Truck failed to be weighed
weigh_empty_trucktr214;tr214;Empty truck weighed
weigh_empty_trucktr184;tr184;Empty truck weighed
weigh_empty_trucktr86;tr86;Empty truck weighed
weigh_empty_trucktr156;tr156;Empty truck weighed
fail_weightr179;tr179;Truck failed to be weighed
weigh_empty_trucktr69;tr69;Empty truck weighed
weigh_empty_trucktr262;tr262;Empty truck weighed
weigh_empty_trucktr68;tr68;Empty truck weighed
fail_weightr66;tr66;Truck failed to be weighed
eval_trs_exittr115_Pcp1718;tr115;Exit evaluation for truck
eval_trs_exittr12_Pcp1718;tr12;Exit evaluation for truck
weigh_empty_trucktr209;tr209;Empty truck weighed
weigh_empty_trucktr47;tr47;Empty truck weighed
weigh_empty_trucktr15;tr15;Empty truck weighed
weigh_empty_trucktr248;tr248;Empty truck weighed
weigh_empty_trucktr264;tr264;Empty truck weighed
weigh_empty_trucktr196;tr196;Empty truck weighed
trs_entrytr33;tr33;Entry evaluation for truck
trs_entrytr243;tr243;Entry evaluation for truck
trs_entrytr235;tr235;Entry evaluation for truck
trs_entrytr188;tr188;Entry evaluation for truck
trs_entrytr245;tr245;Entry evaluation for truck
trs_entrytr73;tr73;Entry evaluation for truck
assign_trs_Pcp1943;tr229;Pickup plan trucks assignment
assign_trs_Pcp1943;tr272;Pickup plan trucks assignment
assign_trs_Pcp1943;tr186;Pickup plan trucks assignment
assign_trs_Pcp1943;tr7;Pickup plan trucks assignment
arrive_at_Silo1;Silo1;Silo for truck load
weigh_loaded_trucktr38;tr38;Truck weighed
weigh_loaded_trucktr147;tr147;Truck weighed
arrive_at_Silo1;Silo1;Silo for truck load
arrive_at_Silo1;Silo1;Silo for truck load
weigh_loaded_trucktr26;tr26;Truck weighed
Lodge_Pcp981;Pcp981;lodged pickup plan
Lodge_Pcp981;Cr1369;cargo to be picked up
assign_trs_Pcp1344;tr205;Pickup plan trucks assignment
assign_trs_Pcp1344;tr244;Pickup plan trucks assignment
assign_trs_Pcp1344;tr295;Pickup plan trucks assignment
assign_trs_Pcp1344;tr161;Pickup plan trucks assignment
input_tally_sheettr253;tr253;Tally Sheet for pickup plan
print_w_tickettr253;tr253;Printed weighing ticket for pickup plan
check_abnormalitytr42;tr42;truck exmained for empty weight abnormality
check_abnormalitytr271;tr271;truck exmained for empty weight abnormality
check_abnormalitytr175;tr175;truck exmained for empty weight abnormality
check_abnormalitytr207;tr207;truck exmained for empty weight abnormality
check_abnormalitytr156;tr156;truck exmained for empty weight abnormality
check_abnormalitytr214;tr214;truck exmained for empty weight abnormality
check_abnormalitytr86;tr86;truck exmained for empty weight abnormality
check_abnormalitytr184;tr184;truck exmained for empty weight abnormality
check_abnormalitytr209;tr209;truck exmained for empty weight abnormality
check_abnormalitytr68;tr68;truck exmained for empty weight abnormality
check_abnormalitytr69;tr69;truck exmained for empty weight abnormality
check_abnormalitytr262;tr262;truck exmained for empty weight abnormality
weigh_empty_trucktr33;tr33;Empty truck weighed
weigh_empty_trucktr243;tr243;Empty truck weighed
weigh_empty_trucktr235;tr235;Empty truck weighed
determine_continuanceSilo1;Silo1;silo evaluated for pickup continuance
check_abnormalitytr248;tr248;truck exmained for empty weight abnormality
check_abnormalitytr264;tr264;truck exmained for empty weight abnormality
check_abnormalitytr196;tr196;truck exmained for empty weight abnormality
check_abnormalitytr47;tr47;truck exmained for empty weight abnormality
check_abnormalitytr15;tr15;truck exmained for empty weight abnormality
determine_continuanceSilo1;Silo1;silo evaluated for pickup continuance
determine_continuanceSilo1;Silo1;silo evaluated for pickup continuance
assign_trs_Pcp883;tr252;Pickup plan trucks assignment
assign_trs_Pcp883;tr230;Pickup plan trucks assignment
assign_trs_Pcp883;tr266;Pickup plan trucks assignment
assign_trs_Pcp883;tr268;Pickup plan trucks assignment
assign_trs_Pcp883;tr85;Pickup plan trucks assignment
eval_trs_exittr253_Pcp1647;tr253;Exit evaluation for truck
trs_entrytr219;tr219;Entry evaluation for truck
trs_entrytr82;tr82;Entry evaluation for truck
fail_weightr42;tr42;Truck failed to be weighed
trs_entrytr157;tr157;Entry evaluation for truck
trs_entrytr129;tr129;Entry evaluation for truck
weigh_empty_trucktr73;tr73;Empty truck weighed
load_trucktr138;tr138;cargo load for truck
trs_entrytr14;tr14;Entry evaluation for truck
weigh_loaded_trucktr299;tr299;Truck weighed
weigh_empty_trucktr245;tr245;Empty truck weighed
weigh_empty_trucktr188;tr188;Empty truck weighed
trs_entrytr113;tr113;Entry evaluation for truck
load_trucktr185;tr185;cargo load for truck
load_trucktr288;tr288;cargo load for truck
fail_weightr214;tr214;Truck failed to be weighed
fail_weightr86;tr86;Truck failed to be weighed
fail_weightr209;tr209;Truck failed to be weighed
fail_weightr15;tr15;Truck failed to be weighed
check_abnormalitytr235;tr235;truck exmained for empty weight abnormality
check_abnormalitytr33;tr33;truck exmained for empty weight abnormality
check_abnormalitytr243;tr243;truck exmained for empty weight abnormality
input_tally_sheettr26;tr26;Tally Sheet for pickup plan
print_w_tickettr26;tr26;Printed weighing ticket for pickup plan
weigh_empty_trucktr219;tr219;Empty truck weighed
weigh_empty_trucktr157;tr157;Empty truck weighed
weigh_empty_trucktr129;tr129;Empty truck weighed
input_tally_sheettr147;tr147;Tally Sheet for pickup plan
print_w_tickettr38;tr38;Printed weighing ticket for pickup plan
input_tally_sheettr38;tr38;Tally Sheet for pickup plan
print_w_tickettr147;tr147;Printed weighing ticket for pickup plan
weigh_empty_trucktr82;tr82;Empty truck weighed
weigh_empty_trucktr14;tr14;Empty truck weighed
weigh_empty_trucktr113;tr113;Empty truck weighed
arrive_at_Silo16;Silo16;Silo for truck load
arrive_at_Silo16;Silo16;Silo for truck load
arrive_at_Silo61;Silo61;Silo for truck load
arrive_at_Silo16;Silo16;Silo for truck load
arrive_at_Silo16;Silo16;Silo for truck load
arrive_at_Silo16;Silo16;Silo for truck load
arrive_at_Silo61;Silo61;Silo for truck load
arrive_at_Silo61;Silo61;Silo for truck load
Lodge_Pcp1351;Pcp1351;lodged pickup plan
Lodge_Pcp1351;Cr811;cargo to be picked up
arrive_at_Silo45;Silo45;Silo for truck load
arrive_at_Silo45;Silo45;Silo for truck load
arrive_at_Silo45;Silo45;Silo for truck load
arrive_at_Silo45;Silo45;Silo for truck load
trs_entrytr229;tr229;Entry evaluation for truck
trs_entrytr272;tr272;Entry evaluation for truck
check_abnormalitytr73;tr73;truck exmained for empty weight abnormality
trs_entrytr7;tr7;Entry evaluation for truck
trs_entrytr186;tr186;Entry evaluation for truck
check_abnormalitytr188;tr188;truck exmained for empty weight abnormality
check_abnormalitytr245;tr245;truck exmained for empty weight abnormality
fail_weightr235;tr235;Truck failed to be weighed
fail_weightr243;tr243;Truck failed to be weighed
fail_weightr33;tr33;Truck failed to be weighed
eval_trs_exittr26_Pcp1574;tr26;Exit evaluation for truck
assign_trs_Pcp981;tr131;Pickup plan trucks assignment
assign_trs_Pcp981;tr16;Pickup plan trucks assignment
assign_trs_Pcp981;tr182;Pickup plan trucks assignment
eval_trs_exittr147_Pcp1574;tr147;Exit evaluation for truck
eval_trs_exittr38_Pcp1574;tr38;Exit evaluation for truck
determine_continuanceSilo16;Silo16;silo evaluated for pickup continuance
determine_continuanceSilo16;Silo16;silo evaluated for pickup continuance
determine_continuanceSilo61;Silo61;silo evaluated for pickup continuance
assign_trs_Pcp981;tr36;Pickup plan trucks assignment
determine_continuanceSilo16;Silo16;silo evaluated for pickup continuance
determine_continuanceSilo16;Silo16;silo evaluated for pickup continuance
determine_continuanceSilo16;Silo16;silo evaluated for pickup continuance
trs_entrytr205;tr205;Entry evaluation for truck
determine_continuanceSilo61;Silo61;silo evaluated for pickup continuance
determine_continuanceSilo61;Silo61;silo evaluated for pickup continuance
trs_entrytr244;tr244;Entry evaluation for truck
trs_entrytr161;tr161;Entry evaluation for truck
trs_entrytr295;tr295;Entry evaluation for truck
determine_continuanceSilo45;Silo45;silo evaluated for pickup continuance
determine_continuanceSilo45;Silo45;silo evaluated for pickup continuance
determine_continuanceSilo45;Silo45;silo evaluated for pickup continuance
check_abnormalitytr219;tr219;truck exmained for empty weight abnormality
determine_continuanceSilo45;Silo45;silo evaluated for pickup continuance
check_abnormalitytr129;tr129;truck exmained for empty weight abnormality
check_abnormalitytr157;tr157;truck exmained for empty weight abnormality
weigh_empty_trucktr272;tr272;Empty truck weighed
weigh_empty_trucktr229;tr229;Empty truck weighed
fail_weightr73;tr73;Truck failed to be weighed
load_trucktr175;tr175;cargo load for truck
load_trucktr271;tr271;cargo load for truck
load_trucktr207;tr207;cargo load for truck
weigh_empty_trucktr186;tr186;Empty truck weighed
weigh_empty_trucktr7;tr7;Empty truck weighed
check_abnormalitytr82;tr82;truck exmained for empty weight abnormality
check_abnormalitytr14;tr14;truck exmained for empty weight abnormality
check_abnormalitytr113;tr113;truck exmained for empty weight abnormality
print_w_tickettr299;tr299;Printed weighing ticket for pickup plan
fail_weightr188;tr188;Truck failed to be weighed
input_tally_sheettr299;tr299;Tally Sheet for pickup plan
load_trucktr156;tr156;cargo load for truck
load_trucktr184;tr184;cargo load for truck
load_trucktr68;tr68;cargo load for truck
load_trucktr262;tr262;cargo load for truck
load_trucktr69;tr69;cargo load for truck
load_trucktr196;tr196;cargo load for truck
load_trucktr264;tr264;cargo load for truck
load_trucktr248;tr248;cargo load for truck
load_trucktr47;tr47;cargo load for truck
weigh_empty_trucktr205;tr205;Empty truck weighed
trs_entrytr252;tr252;Entry evaluation for truck
trs_entrytr230;tr230;Entry evaluation for truck
weigh_empty_trucktr295;tr295;Empty truck weighed
weigh_empty_trucktr161;tr161;Empty truck weighed
weigh_empty_trucktr244;tr244;Empty truck weighed
trs_entrytr268;tr268;Entry evaluation for truck
trs_entrytr266;tr266;Entry evaluation for truck
trs_entrytr85;tr85;Entry evaluation for truck
Lodge_Pcp455;Pcp455;lodged pickup plan
Lodge_Pcp455;Cr301;cargo to be picked up
fail_weightr129;tr129;Truck failed to be weighed
fail_weightr82;tr82;Truck failed to be weighed
fail_weightr14;tr14;Truck failed to be weighed
fail_weightr113;tr113;Truck failed to be weighed
eval_trs_exittr299_Pcp1029;tr299;Exit evaluation for truck
arrive_at_Silo26;Silo26;Silo for truck load
Lodge_Pcp475;Pcp475;lodged pickup plan
Lodge_Pcp475;Cr1178;cargo to be picked up
weigh_loaded_trucktr138;tr138;Truck weighed
weigh_loaded_trucktr288;tr288;Truck weighed
weigh_loaded_trucktr185;tr185;Truck weighed
Lodge_Pcp853;Pcp853;lodged pickup plan
Lodge_Pcp853;Cr726;cargo to be picked up
weigh_empty_trucktr230;tr230;Empty truck weighed
weigh_empty_trucktr252;tr252;Empty truck weighed
check_abnormalitytr272;tr272;truck exmained for empty weight abnormality
check_abnormalitytr229;tr229;truck exmained for empty weight abnormality
weigh_empty_trucktr266;tr266;Empty truck weighed
weigh_empty_trucktr85;tr85;Empty truck weighed
weigh_empty_trucktr268;tr268;Empty truck weighed
check_abnormalitytr7;tr7;truck exmained for empty weight abnormality
check_abnormalitytr186;tr186;truck exmained for empty weight abnormality
arrive_at_Silo63;Silo63;Silo for truck load
arrive_at_Silo63;Silo63;Silo for truck load
determine_continuanceSilo26;Silo26;silo evaluated for pickup continuance
check_abnormalitytr205;tr205;truck exmained for empty weight abnormality
check_abnormalitytr295;tr295;truck exmained for empty weight abnormality
check_abnormalitytr161;tr161;truck exmained for empty weight abnormality
check_abnormalitytr244;tr244;truck exmained for empty weight abnormality
assign_trs_Pcp1351;tr181;Pickup plan trucks assignment
assign_trs_Pcp1351;tr63;Pickup plan trucks assignment
assign_trs_Pcp1351;tr194;Pickup plan trucks assignment
assign_trs_Pcp1351;tr180;Pickup plan trucks assignment
assign_trs_Pcp1351;tr173;Pickup plan trucks assignment
assign_trs_Pcp1351;tr67;Pickup plan trucks assignment
load_trucktr245;tr245;cargo load for truck
fail_weightr229;tr229;Truck failed to be weighed
fail_weightr186;tr186;Truck failed to be weighed
fail_weightr7;tr7;Truck failed to be weighed
trs_entrytr182;tr182;Entry evaluation for truck
Lodge_Pcp1243;Pcp1243;lodged pickup plan
Lodge_Pcp1243;Cr20;cargo to be picked up
trs_entrytr16;tr16;Entry evaluation for truck
