ocel_id;ocel_time;ocel_changed_field;weight
p-660607;2023-10-31 23:56:57;;5.262
p-660608;2023-11-01 11:38:40;;0.748
p-660609;2023-11-01 13:06:33;;5.881
p-660610;2023-11-01 23:09:56;;3.641
p-660611;2023-11-02 03:33:20;;10.886
p-660612;2023-11-02 19:51:51;;1.926
p-660613;2023-11-02 20:20:26;;3.465
p-660614;2023-11-03 02:37:54;;5.36
p-660615;2023-11-03 14:36:46;;3.211
p-660616;2023-11-03 23:21:27;;0.28
p-660617;2023-11-03 23:47:34;;0.372
p-660618;2023-11-04 00:00:00;;8.66
p-660619;2023-11-04 11:58:24;;1.25
p-660620;2023-11-04 13:03:45;;3.835
p-660621;2023-11-04 16:10:42;;7.274
p-660622;2023-11-05 03:52:51;;7.677
p-660623;2023-11-05 08:24:01;;3.676
p-660624;2023-11-05 12:07:34;;5.096
p-660625;2023-11-05 21:14:49;;7.048
p-660626;2023-11-06 22:41:51;;4.829
p-660627;2023-11-07 15:38:30;;4.825
p-660628;2023-11-08 03:52:51;;2.292
p-660629;2023-11-08 08:38:22;;6.273
p-660630;2023-11-08 13:27:15;;2.683
p-660631;2023-11-08 22:32:47;;2.103
p-660632;2023-11-09 00:00:00;;1.93
p-660633;2023-11-09 05:20:23;;6.923
p-660634;2023-11-09 12:23:48;;4.369
p-660635;2023-11-09 19:23:05;;5.62
p-660636;2023-11-10 05:46:01;;1.775
p-660637;2023-11-10 06:30:02;;0.714
p-660638;2023-11-10 13:51:05;;10.328
p-660639;2023-11-11 06:07:24;;1.818
p-660640;2023-11-11 08:31:29;;3.335
p-660641;2023-11-11 15:22:10;;2.404
p-660642;2023-11-11 20:32:56;;9.25
p-660643;2023-11-12 08:03:11;;2.173
p-660644;2023-11-12 12:51:36;;3.388
p-660645;2023-11-12 16:18:03;;4.349
p-660646;2023-11-13 02:55:50;;3.74
p-660647;2023-11-13 23:12:06;;12.263
p-660648;2023-11-14 00:00:00;;5.183
p-660649;2023-11-15 18:31:28;;2.063
p-660650;2023-11-15 23:29:07;;5.925
p-660651;2023-11-16 05:34:47;;3.393
p-660652;2023-11-16 12:18:52;;2.713
p-660653;2023-11-16 13:59:39;;6.414
p-660654;2023-11-16 20:27:13;;4.647
p-660655;2023-11-17 05:03:56;;7.957
p-660656;2023-11-17 21:54:05;;1.733
p-660657;2023-11-17 23:00:29;;3.469
p-660658;2023-11-18 05:56:35;;4.838
p-660659;2023-11-18 10:49:40;;2.133
p-660660;2023-11-18 18:40:59;;4.475
p-660661;2023-11-18 22:10:39;;3.013
p-660662;2023-11-19 00:00:00;;4.075
p-660663;2023-11-19 08:43:04;;5.415
p-660664;2023-11-19 18:01:27;;8.986
p-660665;2023-11-20 06:56:29;;0.28
p-660666;2023-11-20 07:02:13;;1.675
p-660667;2023-11-20 15:46:30;;2.783
p-660668;2023-11-20 21:08:56;;2.917
p-660669;2023-11-21 13:31:27;;8.693
p-660670;2023-11-21 23:42:47;;5.177
p-660671;2023-11-22 07:08:32;;5.355
p-660672;2023-11-22 21:18:10;;4.329
p-660673;2023-11-23 02:30:23;;0.935
p-660674;2023-11-23 04:46:44;;10.548
p-660675;2023-11-23 16:00:11;;2.525
p-660676;2023-11-24 00:00:00;;1.743
p-660677;2023-11-24 02:38:11;;1.68
p-660678;2023-11-24 04:20:39;;0.78
p-660679;2023-11-24 04:22:29;;11.643
p-660680;2023-11-24 13:46:27;;0.28
p-660681;2023-11-24 15:19:11;;5.444
p-660682;2023-11-24 22:57:17;;1.956
p-660683;2023-11-25 02:42:05;;6.222
p-660684;2023-11-25 08:18:20;;14.303
p-660685;2023-11-26 02:26:01;;1.529
p-660686;2023-11-26 03:45:45;;5.14
p-660687;2023-11-26 16:49:58;;0.468
p-660688;2023-11-26 19:11:16;;2.396
p-660689;2023-11-27 03:01:15;;6.141
p-660690;2023-11-27 14:58:29;;5.113
p-660691;2023-11-28 02:05:37;;8.204
p-660692;2023-11-29 00:00:00;;3.355
p-660693;2023-11-29 08:50:52;;3.597
p-660694;2023-11-29 12:43:34;;5.819
p-660695;2023-11-29 17:10:13;;2.675
p-660696;2023-11-29 23:28:54;;7.219
p-660697;2023-11-30 09:04:50;;2.683
p-660698;2023-11-30 12:08:00;;2.189
p-660699;2023-11-30 17:42:43;;2.465
p-660700;2023-11-30 20:23:46;;3.036
p-660701;2023-12-01 01:17:20;;5.886
p-660702;2023-12-01 07:15:09;;8.375
p-660703;2023-12-01 13:28:17;;2.911
p-660704;2023-12-01 20:09:13;;5.814
p-660705;2023-12-02 02:21:14;;3.926
p-660706;2023-12-02 09:40:50;;4.297
p-660707;2023-12-02 22:21:19;;4.029
p-660708;2023-12-03 02:47:55;;0.483
p-660709;2023-12-03 03:05:31;;4.253
p-660710;2023-12-03 10:59:13;;6.178
p-660711;2023-12-04 00:00:00;;1.853
p-660712;2023-12-05 01:03:29;;5.97
p-660713;2023-12-05 10:54:00;;1.326
p-660714;2023-12-05 13:26:08;;4.84
p-660715;2023-12-06 03:32:22;;1.429
p-660716;2023-12-06 05:50:21;;3.245
p-660717;2023-12-06 14:01:49;;9.088
p-660718;2023-12-07 05:05:49;;3.61
p-660719;2023-12-07 08:51:40;;6.129
p-660720;2023-12-07 18:20:54;;4.642
p-660721;2023-12-07 23:29:59;;1.858
p-660722;2023-12-08 00:49:14;;2.687
p-660723;2023-12-08 03:52:53;;3.906
p-660724;2023-12-08 07:40:14;;10.83
p-660725;2023-12-09 00:00:00;;3.604
p-660726;2023-12-09 21:41:22;;4.278
p-660727;2023-12-10 04:16:19;;7.007
p-660728;2023-12-10 20:34:41;;5.747
p-660729;2023-12-11 12:14:34;;4.593
p-660730;2023-12-12 01:35:45;;8.105
p-660731;2023-12-13 00:58:56;;3.402
p-660732;2023-12-13 03:35:03;;8.737
p-660733;2023-12-13 15:43:44;;2.589
p-660734;2023-12-13 18:56:00;;4.833
p-660735;2023-12-13 22:01:45;;3.989
p-660736;2023-12-14 00:00:00;;0.78
p-660737;2023-12-14 01:43:48;;1.145
p-660738;2023-12-14 06:12:03;;5.268
p-660739;2023-12-14 11:32:42;;4.074
p-660740;2023-12-14 17:17:04;;4.823
p-660741;2023-12-15 03:58:50;;2.513
p-660742;2023-12-15 17:41:20;;3.983
p-660743;2023-12-15 19:50:13;;1.051
p-660744;2023-12-15 22:26:08;;1.823
p-660745;2023-12-16 01:48:30;;4.7
p-660746;2023-12-16 05:14:05;;3.629
p-660747;2023-12-16 14:25:29;;2.468
p-660748;2023-12-16 19:47:18;;4.146
p-660749;2023-12-16 22:00:15;;4.652
p-660750;2023-12-17 05:18:17;;4.699
p-660751;2023-12-17 15:50:23;;5.909
p-660752;2023-12-18 11:16:50;;3.568
p-660753;2023-12-19 00:00:00;;4.652
p-660754;2023-12-19 22:32:02;;11.171
p-660755;2023-12-20 14:27:06;;2.75
p-660756;2023-12-20 15:56:29;;12.429
p-660757;2023-12-21 05:13:26;;8.922
p-660758;2023-12-21 20:34:15;;4.463
p-660759;2023-12-22 04:55:34;;3.925
p-660760;2023-12-22 09:01:30;;3.228
p-660761;2023-12-22 11:18:09;;3.786
p-660762;2023-12-22 17:56:22;;1.463
p-660763;2023-12-22 22:35:46;;4.463
p-660764;2023-12-23 04:23:29;;7.145
p-660765;2023-12-23 12:04:26;;0.48
p-660766;2023-12-23 13:47:28;;0.65
p-660767;2023-12-23 14:58:08;;1.27
p-660768;2023-12-23 17:07:52;;6.504
p-660769;2023-12-24 00:00:00;;7.626
p-660770;2023-12-24 13:00:38;;7.373
p-660771;2023-12-25 14:03:04;;1.534
p-660772;2023-12-25 20:50:22;;3.31
p-660773;2023-12-26 11:21:19;;5.632
p-660774;2023-12-27 02:54:01;;4.7
p-660775;2023-12-27 08:11:22;;1.758
p-660776;2023-12-27 11:02:57;;1.413
p-660777;2023-12-27 16:11:10;;0.98
p-660778;2023-12-27 16:56:50;;2.947
p-660779;2023-12-28 01:05:30;;1.321
p-660780;2023-12-28 02:43:11;;12.226
p-660781;2023-12-28 15:14:02;;1.25
p-660782;2023-12-28 15:26:32;;0.763
p-660783;2023-12-28 17:40:50;;5.562
p-660784;2023-12-29 00:00:00;;0.881
p-660785;2023-12-29 05:29:13;;8.846
p-660786;2023-12-29 14:31:22;;1.53
p-660787;2023-12-29 17:48:06;;2.043
p-660788;2023-12-29 18:31:20;;4.445
p-660789;2023-12-30 01:22:42;;1.832
p-660790;2023-12-30 02:18:46;;8.009
p-660791;2023-12-30 14:13:08;;2.453
p-660792;2023-12-30 23:57:20;;5.03
p-660793;2023-12-31 08:07:12;;3.019
p-660794;2023-12-31 13:04:58;;8.356
p-660795;2024-01-01 11:11:50;;8.131
p-660796;2024-01-02 14:33:00;;3.113
p-660797;2024-01-02 19:38:49;;3.596
p-660798;2024-01-03 00:00:00;;4.086
p-660799;2024-01-03 07:59:32;;3.025
p-660800;2024-01-03 13:01:42;;2.164
p-660801;2024-01-03 21:30:33;;1.76
p-660802;2024-01-04 00:31:19;;4.046
p-660803;2024-01-04 03:38:05;;6.97
p-660804;2024-01-04 10:13:05;;6.97
p-660805;2024-01-04 20:16:45;;4.537
p-660806;2024-01-05 06:02:45;;2.85
p-660807;2024-01-05 06:39:50;;5.037
p-660808;2024-01-05 14:58:30;;1.68
p-660809;2024-01-05 16:52:53;;3.426
p-660810;2024-01-05 20:21:57;;5.28
p-660811;2024-01-06 02:37:45;;4.261
p-660812;2024-01-06 08:50:09;;4.194
p-660813;2024-01-06 16:12:10;;2.979
p-660814;2024-01-06 17:45:21;;5.651
p-660815;2024-01-07 01:09:35;;3.802
p-660816;2024-01-07 11:00:33;;4.956
p-660817;2024-01-07 15:36:59;;5.198
p-660818;2024-01-08 00:00:00;;8.778
p-660819;2024-01-09 06:24:27;;6.87
p-660820;2024-01-09 18:48:05;;8.941
p-660821;2024-01-10 05:42:58;;2.083
p-660822;2024-01-10 09:52:44;;1.55
p-660823;2024-01-10 17:16:54;;3.097
p-660824;2024-01-10 21:11:21;;4.794
p-660825;2024-01-11 06:22:29;;7.983
p-660826;2024-01-11 10:24:31;;4.295
p-660827;2024-01-11 17:24:54;;1.176
p-660828;2024-01-11 18:54:30;;2.603
p-660829;2024-01-11 21:46:15;;5.103
p-660830;2024-01-12 01:59:29;;6.363
p-660831;2024-01-12 11:32:35;;7.305
p-660832;2024-01-12 16:40:47;;0.28
p-660833;2024-01-12 16:54:00;;5.199
p-660834;2024-01-13 00:00:00;;6.827
p-660835;2024-01-13 18:26:17;;6.556
p-660836;2024-01-14 01:52:23;;1.643
p-660837;2024-01-14 06:20:54;;7.903
p-660838;2024-01-14 20:13:18;;3.597
p-660839;2024-01-15 01:44:34;;3.925
p-660840;2024-01-16 01:02:10;;4.035
p-660841;2024-01-16 18:25:53;;3.426
p-660842;2024-01-17 00:00:18;;4.725
p-660843;2024-01-17 09:29:34;;3.46
p-660844;2024-01-17 12:38:46;;4.536
p-660845;2024-01-17 19:56:45;;7.783
p-660846;2024-01-18 00:00:00;;5.163
p-660847;2024-01-18 10:15:27;;5.235
p-660848;2024-01-18 20:44:50;;1.846
p-660849;2024-01-18 21:08:09;;0.966
p-660850;2024-01-18 22:16:03;;8.928
p-660851;2024-01-19 09:42:54;;2.455
p-660852;2024-01-19 10:29:48;;1.35
p-660853;2024-01-19 14:54:43;;9.602
p-660854;2024-01-20 02:24:39;;7.528
p-660855;2024-01-20 09:25:52;;7.352
p-660856;2024-01-20 20:25:46;;10.048
p-660857;2024-01-21 12:35:33;;3.111
p-660858;2024-01-21 19:19:09;;3.983
p-660859;2024-01-22 04:36:34;;3.075
p-660860;2024-01-23 00:00:00;;1.42
p-660861;2024-01-23 11:05:46;;4.82
p-660862;2024-01-23 22:51:36;;4.919
p-660863;2024-01-24 10:40:46;;1.92
p-660864;2024-01-24 15:00:02;;4.856
p-660865;2024-01-24 18:54:47;;4.591
p-660866;2024-01-25 01:43:57;;2.993
p-660867;2024-01-25 05:23:45;;2.44
p-660868;2024-01-25 06:09:22;;5.3
p-660869;2024-01-25 11:36:21;;6.016
p-660870;2024-01-25 16:48:03;;8.763
p-660871;2024-01-26 03:12:42;;3.401
p-660872;2024-01-26 08:11:53;;6.543
p-660873;2024-01-26 13:06:58;;6.495
p-660874;2024-01-26 23:21:36;;3.81
p-660875;2024-01-27 05:08:22;;2.936
p-660876;2024-01-27 06:36:23;;2.844
p-660877;2024-01-27 10:26:35;;2.538
p-660878;2024-01-27 13:24:17;;7.197
p-660879;2024-01-27 21:27:31;;4.474
p-660880;2024-01-28 00:00:00;;0.2
p-660881;2024-01-28 13:19:10;;6.606
p-660882;2024-01-29 00:43:58;;3.269
p-660883;2024-01-30 02:37:44;;1.28
p-660884;2024-01-30 06:14:20;;7.351
p-660885;2024-01-31 03:53:41;;7.317
p-660886;2024-01-31 18:52:23;;4.751
p-660887;2024-02-01 00:30:44;;4.94
p-660888;2024-02-01 05:01:28;;2.025
p-660889;2024-02-01 07:15:04;;3.888
p-660890;2024-02-01 10:43:48;;1.963
p-660891;2024-02-01 15:10:18;;2.351
p-660892;2024-02-01 17:59:45;;2.166
p-660893;2024-02-01 21:00:08;;2.643
p-660894;2024-02-01 22:44:23;;3.589
p-660895;2024-02-02 00:00:00;;3.583
p-660896;2024-02-02 11:58:54;;3.187
p-660897;2024-02-02 16:56:19;;7.748
p-660898;2024-02-03 02:44:58;;1.714
p-660899;2024-02-03 05:28:16;;5.952
p-660900;2024-02-03 11:11:17;;6.76
p-660901;2024-02-03 17:43:14;;2.868
p-660902;2024-02-03 19:54:02;;2.024
p-660903;2024-02-04 00:08:09;;5.717
p-660904;2024-02-04 14:11:45;;2.034
p-660905;2024-02-04 15:21:15;;4.681
p-660906;2024-02-05 00:20:43;;1.346
p-660907;2024-02-05 01:48:53;;4.086
p-660908;2024-02-05 19:53:57;;6.899
p-660909;2024-02-06 18:44:19;;3.948
p-660910;2024-02-07 00:00:00;;4.851
p-660911;2024-02-07 10:46:16;;4.053
p-660912;2024-02-07 15:42:33;;8.858
p-660913;2024-02-08 04:28:15;;3.063
p-660914;2024-02-08 09:54:58;;9.381
p-660915;2024-02-08 21:12:08;;1.32
p-660916;2024-02-08 21:57:17;;3.733
p-660917;2024-02-08 23:26:48;;5.893
p-660918;2024-02-09 08:32:36;;4.326
p-660919;2024-02-09 18:14:39;;5.098
p-660920;2024-02-09 21:37:22;;5.336
p-660921;2024-02-10 02:31:12;;3.118
p-660922;2024-02-10 09:51:16;;0.98
p-660923;2024-02-10 09:52:19;;6.535
p-660924;2024-02-10 18:55:31;;11.672
p-660925;2024-02-11 07:28:23;;4.103
p-660926;2024-02-11 15:30:14;;1.123
p-660927;2024-02-11 17:40:24;;5.521
p-660928;2024-02-12 00:00:00;;3.453
p-660929;2024-02-13 12:32:57;;4.558
p-660930;2024-02-14 01:36:04;;1.563
p-660931;2024-02-14 05:36:41;;3.41
p-660932;2024-02-14 07:37:22;;2.13
p-660933;2024-02-14 15:50:17;;6.806
p-660934;2024-02-14 22:51:19;;3.836
p-660935;2024-02-15 03:43:55;;3.989
p-660936;2024-02-15 06:15:31;;3.079
p-660937;2024-02-15 14:05:10;;3.489
p-660938;2024-02-15 20:45:54;;2.305
p-660939;2024-02-16 00:01:35;;3.875
p-660940;2024-02-16 03:38:12;;4.023
p-660941;2024-02-16 05:50:21;;2.995
p-660942;2024-02-16 09:23:08;;4.252
p-660943;2024-02-16 14:46:37;;11.546
p-660944;2024-02-17 00:00:00;;2.82
p-660945;2024-02-17 11:31:31;;9.649
p-660946;2024-02-18 01:04:45;;3.891
p-660947;2024-02-18 12:55:21;;1.683
p-660948;2024-02-18 20:56:14;;0.28
p-660949;2024-02-18 22:02:33;;2.743
p-660950;2024-02-19 00:05:52;;4.716
p-660951;2024-02-20 00:35:45;;0.38
p-660952;2024-02-20 01:46:52;;4.433
p-660953;2024-02-20 10:29:27;;4.28
p-660954;2024-02-20 14:35:47;;0.376
p-660955;2024-02-20 18:15:00;;5.966
p-660956;2024-02-21 09:21:00;;6.561
p-660957;2024-02-21 18:36:26;;5.889
p-660958;2024-02-22 00:00:00;;2.175
p-660959;2024-02-22 07:13:27;;5.967
p-660960;2024-02-22 19:23:29;;7.388
p-660961;2024-02-23 14:09:46;;7.6
p-660962;2024-02-23 20:46:26;;2.419
p-660963;2024-02-24 06:09:59;;0.166
p-660964;2024-02-24 07:24:16;;1.18
p-660965;2024-02-24 10:28:03;;3.008
p-660966;2024-02-24 13:53:58;;0.693
p-660967;2024-02-24 15:44:10;;3.748
p-660968;2024-02-24 19:55:22;;0.36
p-660969;2024-02-24 20:37:03;;3.072
p-660970;2024-02-25 00:02:48;;0.821
p-660971;2024-02-25 00:18:42;;12.012
p-660972;2024-02-26 01:31:13;;12.468
p-660973;2024-02-27 00:00:00;;2.426
p-660974;2024-02-27 21:23:25;;3.13
p-660975;2024-02-28 10:31:17;;3.994
p-660976;2024-02-28 12:56:25;;3.739
p-660977;2024-02-28 19:20:50;;5.269
p-660978;2024-02-29 00:29:42;;1.25
p-660979;2024-02-29 00:38:00;;3.548
p-660980;2024-02-29 09:03:02;;4.472
p-660981;2024-02-29 19:04:45;;1.263
p-660982;2024-02-29 19:33:22;;6.9
p-660983;2024-03-01 01:23:10;;2.938
p-660984;2024-03-01 02:34:57;;2.41
p-660985;2024-03-01 05:39:48;;4.99
p-660986;2024-03-01 18:49:59;;2.25
p-660987;2024-03-01 20:21:16;;4.819
p-660988;2024-03-02 01:06:51;;2.128
p-660989;2024-03-02 03:15:42;;2.852
p-660990;2024-03-02 08:10:41;;5.787
p-660991;2024-03-02 21:39:18;;7.561
p-660992;2024-03-03 00:00:00;;2.945
p-660993;2024-03-03 08:25:28;;5.23
p-660994;2024-03-03 17:46:44;;2.552
p-660995;2024-03-04 01:02:31;;10.533
p-660996;2024-03-04 18:16:39;;1.55
p-660997;2024-03-05 01:07:25;;5.164
p-660998;2024-03-05 22:16:22;;5.023
p-660999;2024-03-05 23:38:49;;4.003
p-661000;2024-03-06 02:11:52;;3.2
p-661001;2024-03-06 04:29:40;;5.416
p-661002;2024-03-06 19:42:45;;7.378
p-661003;2024-03-07 02:56:22;;4.628
p-661004;2024-03-07 07:28:05;;3.494
p-661005;2024-03-07 11:08:07;;1.853
p-661006;2024-03-07 11:26:00;;4.373
p-661007;2024-03-07 12:15:35;;1.558
p-661008;2024-03-07 16:55:34;;6.532
p-661009;2024-03-08 00:00:00;;6.658
p-661010;2024-03-08 15:12:45;;3.301
p-661011;2024-03-08 21:17:53;;7.664
p-661012;2024-03-09 08:32:51;;1.65
p-661013;2024-03-09 16:06:04;;5.383
p-661014;2024-03-09 23:29:49;;0.41
p-661015;2024-03-09 23:52:18;;10.504
p-661016;2024-03-10 09:25:06;;1.618
p-661017;2024-03-10 16:50:44;;1.45
p-661018;2024-03-11 04:12:27;;2.885
p-661019;2024-03-11 12:08:35;;1.406
p-661020;2024-03-11 21:30:42;;5.71
p-661021;2024-03-12 23:45:42;;3.636
p-661022;2024-03-13 00:00:00;;8.499
p-661023;2024-03-14 00:01:11;;2.229
p-661024;2024-03-14 04:30:23;;0.28
p-661025;2024-03-14 06:55:56;;6.107
p-661026;2024-03-14 14:17:14;;7.583
p-661027;2024-03-15 02:07:39;;4.25
p-661028;2024-03-15 07:58:17;;4.693
p-661029;2024-03-15 16:03:27;;3.065
p-661030;2024-03-15 21:08:21;;3.821
p-661031;2024-03-16 01:19:59;;7.293
p-661032;2024-03-16 13:01:02;;1.004
p-661033;2024-03-16 15:57:07;;1.766
p-661034;2024-03-16 20:09:52;;6.265
p-661035;2024-03-17 01:55:20;;1.733
p-661036;2024-03-17 07:20:34;;7.537
p-661037;2024-03-17 13:49:14;;4.975
p-661038;2024-03-18 00:00:00;;10.905
p-661039;2024-03-19 15:12:53;;3.275
p-661040;2024-03-19 21:31:33;;8.51
p-661041;2024-03-21 02:01:42;;3.09
p-661042;2024-03-21 09:49:23;;3.563
p-661043;2024-03-21 18:56:37;;2.996
p-661044;2024-03-22 01:50:14;;3.801
p-661045;2024-03-22 12:59:52;;3.573
p-661046;2024-03-22 17:38:26;;1.558
p-661047;2024-03-22 18:07:28;;5.493
p-661048;2024-03-22 22:06:13;;4.576
p-661049;2024-03-23 00:00:00;;2.418
p-661050;2024-03-23 05:03:06;;4.885
p-661051;2024-03-23 09:55:33;;4.79
p-661052;2024-03-23 13:52:08;;2.12
p-661053;2024-03-23 15:59:37;;8.828
p-661054;2024-03-24 10:48:05;;3.34
p-661055;2024-03-24 17:15:47;;4.93
p-661056;2024-03-25 05:26:47;;4.041
p-661057;2024-03-27 06:05:38;;3.803
p-661058;2024-03-27 22:01:14;;4.229
p-661059;2024-03-28 00:00:00;;6.03
p-661060;2024-03-29 09:02:47;;2.957
p-661061;2024-03-30 11:06:40;;3.864
p-661062;2024-04-01 18:08:41;;1.97
p-661063;2024-04-02 01:00:00;;3.064
p-661064;2024-04-03 17:04:05;;1.602
p-661065;2024-04-04 14:43:35;;6.061
p-661066;2024-04-07 01:00:00;;3.127
p-661067;2024-04-12 01:00:00;;4.003
p-661068;2024-04-17 01:00:00;;2.298
p-661069;2024-04-22 01:00:00;;2.231
p-661070;2024-04-27 01:00:00;;1.188
p-661071;2024-05-02 01:00:00;;2.895
p-661072;2024-05-07 01:00:00;;0.495
p-661073;2024-05-12 01:00:00;;2.899
p-661074;2024-05-17 01:00:00;;4.312
p-661075;2024-05-22 01:00:00;;2.65
p-661076;2024-05-27 01:00:00;;0.552
p-661077;2024-06-01 01:00:00;;2.305
p-661078;2024-06-06 01:00:00;;0.28
p-661079;2024-06-11 01:00:00;;1.25
