ocel_id;ocel_time;ocel_changed_field;weight
p-660607;2023-11-01 03:10:08;;5.222
p-660608;2023-11-01 09:52:30;;3.172
p-660609;2023-11-01 14:40:43;;4.018
p-660610;2023-11-01 19:59:51;;6.96
p-660611;2023-11-02 05:30:38;;3.254
p-660612;2023-11-02 11:33:11;;6.521
p-660613;2023-11-02 22:33:26;;2.348
p-660614;2023-11-02 23:39:10;;0.952
p-660615;2023-11-03 00:20:11;;3.115
p-660616;2023-11-03 09:46:31;;6.099
p-660617;2023-11-03 16:45:00;;5.527
p-660618;2023-11-03 22:56:06;;3.261
p-660619;2023-11-04 00:00:00;;2.76
p-660620;2023-11-04 08:43:38;;4.234
p-660621;2023-11-04 13:11:00;;4.841
p-660622;2023-11-04 17:28:30;;6.517
p-660623;2023-11-04 21:58:32;;4.233
p-660624;2023-11-05 04:01:26;;5.713
p-660625;2023-11-05 05:50:00;;5.419
p-660626;2023-11-05 14:25:57;;2.498
p-660627;2023-11-05 17:50:25;;6.687
p-660628;2023-11-06 04:03:20;;3.406
p-660629;2023-11-06 07:15:10;;1.074
p-660630;2023-11-06 13:01:45;;3.345
p-660631;2023-11-06 17:23:20;;8.736
p-660632;2023-11-07 18:22:44;;10.555
p-660633;2023-11-08 14:38:01;;3.083
p-660634;2023-11-08 21:27:49;;0.649
p-660635;2023-11-08 23:40:24;;9.531
p-660636;2023-11-09 00:00:00;;3.74
p-660637;2023-11-09 12:07:28;;11.304
p-660638;2023-11-09 23:14:08;;0.495
p-660639;2023-11-09 23:33:27;;8.77
p-660640;2023-11-10 09:24:06;;5.086
p-660641;2023-11-10 18:16:20;;3.639
p-660642;2023-11-10 23:10:03;;4.004
p-660643;2023-11-11 03:56:23;;1.743
p-660644;2023-11-11 04:24:00;;3.043
p-660645;2023-11-11 09:20:16;;4.889
p-660646;2023-11-11 17:57:40;;3.532
p-660647;2023-11-12 03:28:17;;6.146
p-660648;2023-11-12 11:31:29;;1.56
p-660649;2023-11-12 12:32:46;;2.322
p-660650;2023-11-12 14:47:49;;1.932
p-660651;2023-11-12 19:31:57;;9.326
p-660652;2023-11-14 00:00:00;;2.573
p-660653;2023-11-14 15:12:27;;6.494
p-660654;2023-11-15 08:38:21;;5.401
p-660655;2023-11-15 13:05:01;;7.611
p-660656;2023-11-15 19:28:08;;3.071
p-660657;2023-11-15 20:14:47;;4.003
p-660658;2023-11-16 04:36:25;;4.413
p-660659;2023-11-16 11:01:28;;4.39
p-660660;2023-11-16 15:55:10;;3.31
p-660661;2023-11-16 17:01:04;;6.189
p-660662;2023-11-17 04:06:01;;0.28
p-660663;2023-11-17 05:22:14;;12.499
p-660664;2023-11-17 21:18:43;;3.806
p-660665;2023-11-18 01:39:47;;1.865
p-660666;2023-11-18 03:31:29;;5.003
p-660667;2023-11-18 10:08:25;;2.253
p-660668;2023-11-18 12:31:45;;3.012
p-660669;2023-11-18 17:31:53;;5.551
p-660670;2023-11-18 19:01:45;;7.224
p-660671;2023-11-19 00:00:00;;7.198
p-660672;2023-11-19 07:34:06;;1.82
p-660673;2023-11-19 11:08:07;;18.954
p-660674;2023-11-21 14:29:03;;5.31
p-660675;2023-11-22 12:35:52;;1.463
p-660676;2023-11-22 14:36:11;;9.416
p-660677;2023-11-22 21:29:49;;2.62
p-660678;2023-11-22 21:48:32;;2.488
p-660679;2023-11-23 00:04:29;;6.299
p-660680;2023-11-23 13:51:53;;4.378
p-660681;2023-11-23 16:44:24;;1.78
p-660682;2023-11-23 17:11:21;;2.79
p-660683;2023-11-23 18:19:55;;10.201
p-660684;2023-11-24 00:00:00;;2.015
p-660685;2023-11-24 13:11:15;;2.101
p-660686;2023-11-24 17:07:06;;5.825
p-660687;2023-11-25 01:05:15;;7.516
p-660688;2023-11-25 06:47:28;;3.586
p-660689;2023-11-25 13:46:27;;2.935
p-660690;2023-11-25 16:07:25;;1.821
p-660691;2023-11-25 18:40:03;;4.919
p-660692;2023-11-25 22:50:08;;1.475
p-660693;2023-11-25 23:29:37;;4.263
p-660694;2023-11-26 04:32:56;;4.241
p-660695;2023-11-26 16:17:55;;1.647
p-660696;2023-11-26 21:58:41;;5.005
p-660697;2023-11-27 22:00:35;;1.19
p-660698;2023-11-28 04:04:25;;0.79
p-660699;2023-11-28 15:55:12;;2.51
p-660700;2023-11-28 16:40:26;;2.96
p-660701;2023-11-28 19:01:36;;7.503
p-660702;2023-11-29 00:00:00;;5.284
p-660703;2023-11-29 20:26:57;;4.559
p-660704;2023-11-29 23:36:01;;5.26
p-660705;2023-11-30 02:47:03;;2.33
p-660706;2023-11-30 05:23:21;;6.143
p-660707;2023-11-30 13:25:02;;4.579
p-660708;2023-11-30 16:39:09;;4.328
p-660709;2023-11-30 22:47:03;;9.176
p-660710;2023-12-01 14:40:04;;4.671
p-660711;2023-12-01 19:06:49;;3.44
p-660712;2023-12-01 23:05:51;;2.339
p-660713;2023-12-02 00:20:59;;8.758
p-660714;2023-12-02 05:45:04;;2.19
p-660715;2023-12-02 10:12:31;;3.281
p-660716;2023-12-02 14:21:29;;5.001
p-660717;2023-12-02 21:19:27;;4.051
p-660718;2023-12-03 03:35:13;;3.055
p-660719;2023-12-03 04:26:49;;1.475
p-660720;2023-12-03 06:11:44;;5.641
p-660721;2023-12-03 17:10:19;;10.691
p-660722;2023-12-04 00:00:00;;3.993
p-660723;2023-12-06 01:48:08;;2.736
p-660724;2023-12-06 07:52:37;;6.895
p-660725;2023-12-07 00:10:33;;2.186
p-660726;2023-12-07 03:03:58;;7.253
p-660727;2023-12-07 12:54:22;;1.913
p-660728;2023-12-07 17:01:52;;2.343
p-660729;2023-12-07 20:21:34;;0.376
p-660730;2023-12-07 23:40:29;;5.632
p-660731;2023-12-08 13:41:13;;3.874
p-660732;2023-12-09 00:00:00;;3.606
p-660733;2023-12-09 03:28:14;;10.201
p-660734;2023-12-09 16:48:08;;3.488
p-660735;2023-12-09 20:00:26;;0.483
p-660736;2023-12-09 22:00:59;;7.206
p-660737;2023-12-10 07:43:31;;4.066
p-660738;2023-12-10 12:48:08;;2.348
p-660739;2023-12-10 16:05:55;;4.251
p-660740;2023-12-11 03:01:41;;2.606
p-660741;2023-12-11 15:21:21;;8.16
p-660742;2023-12-12 16:04:25;;4.26
p-660743;2023-12-12 23:09:48;;3.662
p-660744;2023-12-13 05:24:25;;5.246
p-660745;2023-12-13 15:43:50;;2.73
p-660746;2023-12-13 16:40:07;;1.772
p-660747;2023-12-13 21:39:48;;4.751
p-660748;2023-12-14 00:00:00;;1.663
p-660749;2023-12-14 05:33:36;;2.553
p-660750;2023-12-14 08:49:36;;5.322
p-660751;2023-12-14 14:39:25;;0.667
p-660752;2023-12-14 16:07:13;;6.609
p-660753;2023-12-15 03:25:17;;1.863
p-660754;2023-12-15 10:02:00;;5.204
p-660755;2023-12-16 04:54:26;;6.71
p-660756;2023-12-16 09:36:14;;4.61
p-660757;2023-12-16 17:11:57;;2.808
p-660758;2023-12-16 20:11:01;;5.824
p-660759;2023-12-17 03:40:16;;7.082
p-660760;2023-12-17 13:11:05;;1.66
p-660761;2023-12-17 16:37:50;;3.316
p-660762;2023-12-17 22:16:49;;4.3
p-660763;2023-12-17 22:16:49;;0.98
p-660764;2023-12-18 09:09:56;;0.863
p-660765;2023-12-18 13:15:37;;2.13
p-660766;2023-12-18 15:10:08;;1.733
p-660767;2023-12-18 16:01:28;;10.341
p-660768;2023-12-19 00:00:00;;8.383
p-660769;2023-12-20 21:44:24;;5.416
p-660770;2023-12-21 09:39:09;;3.863
p-660771;2023-12-21 11:49:39;;7.565
p-660772;2023-12-21 21:55:29;;8.105
p-660773;2023-12-22 00:24:24;;1.84
p-660774;2023-12-22 03:20:06;;1.675
p-660775;2023-12-22 07:46:46;;1.958
p-660776;2023-12-22 09:11:38;;6.519
p-660777;2023-12-22 18:32:48;;3.23
p-660778;2023-12-23 05:53:53;;4.32
p-660779;2023-12-23 06:25:05;;3.903
p-660780;2023-12-23 10:54:56;;3.072
p-660781;2023-12-23 14:11:57;;1.908
p-660782;2023-12-23 15:48:39;;3.546
p-660783;2023-12-23 19:28:54;;9.295
p-660784;2023-12-24 00:00:00;;1.53
p-660785;2023-12-24 14:43:12;;5.537
p-660786;2023-12-25 08:25:17;;5.129
p-660787;2023-12-25 23:06:09;;2.224
p-660788;2023-12-26 07:20:43;;8.524
p-660789;2023-12-27 12:37:08;;7.673
p-660790;2023-12-27 21:42:24;;7.17
p-660791;2023-12-28 10:33:00;;1.853
p-660792;2023-12-28 12:46:20;;3.141
p-660793;2023-12-28 16:19:37;;3.012
p-660794;2023-12-28 19:32:46;;2.679
p-660795;2023-12-28 23:41:10;;7.412
p-660796;2023-12-29 00:00:00;;2.497
p-660797;2023-12-29 10:47:50;;3.875
p-660798;2023-12-29 18:17:09;;2.42
p-660799;2023-12-29 21:56:34;;3.278
p-660800;2023-12-30 07:49:44;;0.778
p-660801;2023-12-30 09:54:37;;5.949
p-660802;2023-12-30 19:04:00;;6.164
p-660803;2023-12-30 23:50:13;;2.598
p-660804;2023-12-31 04:25:09;;4.663
p-660805;2023-12-31 15:49:06;;5.134
p-660806;2023-12-31 20:47:01;;6.328
p-660807;2024-01-01 01:13:41;;3.576
p-660808;2024-01-01 14:41:02;;6.589
p-660809;2024-01-02 11:18:01;;5.569
p-660810;2024-01-03 00:00:00;;4.073
p-660811;2024-01-03 16:50:48;;3.056
p-660812;2024-01-03 18:55:17;;4.363
p-660813;2024-01-04 04:12:11;;4.486
p-660814;2024-01-04 09:09:50;;1.963
p-660815;2024-01-04 11:00:16;;2.785
p-660816;2024-01-04 15:24:41;;3.09
p-660817;2024-01-04 21:58:38;;5.247
p-660818;2024-01-05 09:05:18;;3.116
p-660819;2024-01-05 13:32:21;;3.685
p-660820;2024-01-05 17:39:57;;2.635
p-660821;2024-01-05 20:40:27;;7.523
p-660822;2024-01-06 12:23:53;;8.099
p-660823;2024-01-06 18:43:45;;8.182
p-660824;2024-01-06 23:57:05;;3.492
p-660825;2024-01-07 09:37:09;;1.736
p-660826;2024-01-07 15:03:53;;2.733
p-660827;2024-01-07 18:21:27;;4.792
p-660828;2024-01-07 23:42:48;;1.542
p-660829;2024-01-08 00:00:00;;3.465
p-660830;2024-01-08 16:04:58;;8.694
p-660831;2024-01-09 19:31:28;;9.436
p-660832;2024-01-10 12:29:18;;4.844
p-660833;2024-01-10 15:31:28;;9.21
p-660834;2024-01-11 05:17:00;;1.059
p-660835;2024-01-11 08:08:49;;3.433
p-660836;2024-01-11 09:36:14;;5.699
p-660837;2024-01-11 14:55:22;;2.886
p-660838;2024-01-11 23:19:26;;1.321
p-660839;2024-01-12 03:03:53;;0.78
p-660840;2024-01-12 07:02:29;;3.343
p-660841;2024-01-12 11:03:20;;8.495
p-660842;2024-01-12 17:57:00;;2.953
p-660843;2024-01-12 19:51:26;;2.009
p-660844;2024-01-13 00:00:00;;2.613
p-660845;2024-01-13 07:21:13;;7.439
p-660846;2024-01-13 14:09:09;;5.18
p-660847;2024-01-13 18:27:53;;6.645
p-660848;2024-01-14 01:07:53;;1.2
p-660849;2024-01-14 07:35:38;;3.417
p-660850;2024-01-14 16:58:46;;4.428
p-660851;2024-01-15 01:28:09;;6.543
p-660852;2024-01-15 12:07:49;;2.709
p-660853;2024-01-15 20:16:48;;13.147
p-660854;2024-01-17 11:54:40;;8.575
p-660855;2024-01-17 18:05:58;;2.78
p-660856;2024-01-17 22:31:26;;2.62
p-660857;2024-01-18 00:00:00;;2.41
p-660858;2024-01-18 07:24:08;;7.117
p-660859;2024-01-18 13:34:17;;6.016
p-660860;2024-01-18 20:14:17;;6.683
p-660861;2024-01-19 04:39:12;;3.363
p-660862;2024-01-19 06:00:00;;2.238
p-660863;2024-01-19 09:34:17;;9.736
p-660864;2024-01-19 19:50:41;;3.605
p-660865;2024-01-20 02:44:43;;5.688
p-660866;2024-01-20 05:50:40;;4.243
p-660867;2024-01-20 08:01:31;;4.647
p-660868;2024-01-20 16:37:13;;5.783
p-660869;2024-01-21 01:50:46;;5.618
p-660870;2024-01-21 11:50:41;;10.992
p-660871;2024-01-22 04:20:36;;4.699
p-660872;2024-01-22 21:35:25;;3.342
p-660873;2024-01-23 00:00:00;;2.933
p-660874;2024-01-24 04:24:45;;2.926
p-660875;2024-01-24 08:36:02;;2.82
p-660876;2024-01-24 16:44:48;;5.481
p-660877;2024-01-25 02:29:06;;5.23
p-660878;2024-01-25 08:00:23;;5.94
p-660879;2024-01-25 10:30:10;;7.113
p-660880;2024-01-25 21:12:19;;2.318
p-660881;2024-01-26 01:50:40;;8.244
p-660882;2024-01-26 10:01:13;;9.758
p-660883;2024-01-26 23:06:16;;1.333
p-660884;2024-01-27 00:45:50;;1.651
p-660885;2024-01-27 02:13:00;;2.246
p-660886;2024-01-27 03:44:05;;6.156
p-660887;2024-01-27 12:12:41;;7.387
p-660888;2024-01-28 00:00:00;;8.345
p-660889;2024-01-28 08:17:18;;3.38
p-660890;2024-01-28 23:16:26;;2.11
p-660891;2024-01-30 08:01:28;;8.194
p-660892;2024-01-30 23:02:08;;3.178
p-660893;2024-01-31 03:28:48;;3.0
p-660894;2024-01-31 18:59:41;;4.182
p-660895;2024-02-01 05:13:02;;5.278
p-660896;2024-02-01 12:02:48;;3.569
p-660897;2024-02-01 18:38:05;;4.363
p-660898;2024-02-02 00:00:00;;4.131
p-660899;2024-02-02 07:04:41;;3.706
p-660900;2024-02-02 08:40:48;;3.235
p-660901;2024-02-02 09:51:55;;4.555
p-660902;2024-02-02 19:58:41;;6.352
p-660903;2024-02-03 06:50:22;;6.131
p-660904;2024-02-03 23:38:25;;4.508
p-660905;2024-02-04 11:16:34;;0.683
p-660906;2024-02-04 12:09:28;;3.705
p-660907;2024-02-04 16:12:48;;7.656
p-660908;2024-02-05 13:21:36;;2.786
p-660909;2024-02-05 16:20:40;;0.763
p-660910;2024-02-05 21:15:35;;6.643
p-660911;2024-02-06 18:05:50;;3.014
p-660912;2024-02-06 23:18:22;;6.11
p-660913;2024-02-07 00:00:00;;3.733
p-660914;2024-02-07 12:38:22;;2.96
p-660915;2024-02-07 17:31:18;;2.46
p-660916;2024-02-07 18:38:38;;3.91
p-660917;2024-02-07 20:28:42;;3.0
p-660918;2024-02-08 01:18:51;;3.628
p-660919;2024-02-08 12:19:06;;2.285
p-660920;2024-02-08 16:47:37;;7.849
p-660921;2024-02-09 00:13:22;;6.653
p-660922;2024-02-09 03:49:33;;7.392
p-660923;2024-02-09 12:01:55;;3.933
p-660924;2024-02-09 20:57:38;;0.968
p-660925;2024-02-09 23:45:13;;3.799
p-660926;2024-02-10 07:54:56;;4.27
p-660927;2024-02-10 12:00:59;;4.254
p-660928;2024-02-10 15:36:53;;6.983
p-660929;2024-02-10 21:21:50;;2.698
p-660930;2024-02-11 01:04:30;;1.969
p-660931;2024-02-11 01:58:56;;3.98
p-660932;2024-02-11 05:42:38;;1.188
p-660933;2024-02-11 06:51:53;;10.127
p-660934;2024-02-12 00:00:00;;4.9
p-660935;2024-02-12 18:57:15;;1.178
p-660936;2024-02-12 22:54:08;;7.868
p-660937;2024-02-14 08:47:28;;5.942
p-660938;2024-02-14 19:27:23;;0.683
p-660939;2024-02-14 22:11:55;;3.487
p-660940;2024-02-15 04:09:12;;2.758
p-660941;2024-02-15 05:43:48;;2.748
p-660942;2024-02-15 10:10:28;;2.905
p-660943;2024-02-15 11:45:42;;10.25
p-660944;2024-02-15 23:55:41;;9.623
p-660945;2024-02-16 07:39:55;;4.633
p-660946;2024-02-16 08:44:41;;4.488
p-660947;2024-02-16 10:47:28;;2.155
p-660948;2024-02-16 10:58:01;;0.166
p-660949;2024-02-16 13:58:35;;4.082
p-660950;2024-02-16 22:04:35;;2.115
p-660951;2024-02-17 00:00:00;;3.424
p-660952;2024-02-17 05:09:41;;5.42
p-660953;2024-02-17 11:00:00;;2.043
p-660954;2024-02-17 13:38:01;;2.625
p-660955;2024-02-17 16:47:58;;4.196
p-660956;2024-02-18 00:37:40;;6.458
p-660957;2024-02-18 07:40:53;;2.288
p-660958;2024-02-18 16:29:18;;5.097
p-660959;2024-02-19 04:04:21;;8.782
p-660960;2024-02-19 23:15:02;;3.385
p-660961;2024-02-20 19:43:50;;0.483
p-660962;2024-02-20 22:12:14;;4.013
p-660963;2024-02-21 14:22:40;;6.918
p-660964;2024-02-21 19:10:16;;6.836
p-660965;2024-02-22 00:00:00;;3.509
p-660966;2024-02-22 10:42:54;;5.772
p-660967;2024-02-22 22:02:24;;2.343
p-660968;2024-02-23 00:02:54;;8.667
p-660969;2024-02-23 03:23:38;;2.038
p-660970;2024-02-23 05:08:09;;1.935
p-660971;2024-02-23 05:18:13;;1.743
p-660972;2024-02-23 06:47:44;;0.2
p-660973;2024-02-23 08:06:53;;3.48
p-660974;2024-02-23 14:41:53;;3.525
p-660975;2024-02-23 23:24:06;;5.198
p-660976;2024-02-24 06:16:48;;2.293
p-660977;2024-02-24 10:38:29;;4.44
p-660978;2024-02-24 20:15:36;;3.594
p-660979;2024-02-24 23:44:18;;4.622
p-660980;2024-02-25 05:13:27;;2.14
p-660981;2024-02-25 08:44:00;;4.827
p-660982;2024-02-26 07:10:01;;8.055
p-660983;2024-02-27 00:00:00;;0.338
p-660984;2024-02-27 21:13:34;;0.963
p-660985;2024-02-28 00:21:46;;4.761
p-660986;2024-02-28 07:47:05;;5.106
p-660987;2024-02-28 18:17:28;;1.822
p-660988;2024-02-28 20:21:46;;5.228
p-660989;2024-02-29 00:23:44;;3.491
p-660990;2024-02-29 02:53:18;;9.261
p-660991;2024-02-29 17:01:25;;3.406
p-660992;2024-02-29 22:12:10;;7.823
p-660993;2024-03-01 11:40:22;;6.99
p-660994;2024-03-01 19:13:58;;0.863
p-660995;2024-03-01 21:32:13;;5.217
p-660996;2024-03-02 06:01:29;;6.571
p-660997;2024-03-02 20:50:39;;3.54
p-660998;2024-03-03 00:00:00;;2.532
p-660999;2024-03-03 01:58:32;;5.931
p-661000;2024-03-03 07:18:22;;4.888
p-661001;2024-03-03 13:23:09;;2.33
p-661002;2024-03-03 17:22:02;;1.581
p-661003;2024-03-04 00:14:49;;10.142
p-661004;2024-03-04 19:41:49;;2.758
p-661005;2024-03-05 01:24:05;;2.416
p-661006;2024-03-05 15:20:28;;2.725
p-661007;2024-03-05 18:36:09;;2.198
p-661008;2024-03-05 22:38:54;;4.273
p-661009;2024-03-06 11:58:54;;5.398
p-661010;2024-03-07 01:12:40;;4.559
p-661011;2024-03-07 11:40:40;;4.066
p-661012;2024-03-07 18:01:57;;4.078
p-661013;2024-03-08 00:00:00;;4.223
p-661014;2024-03-08 18:02:00;;8.63
p-661015;2024-03-09 07:58:37;;3.13
p-661016;2024-03-09 11:25:21;;4.62
p-661017;2024-03-09 14:39:31;;3.254
p-661018;2024-03-09 21:19:31;;0.606
p-661019;2024-03-10 01:08:40;;5.676
p-661020;2024-03-10 07:22:57;;9.186
p-661021;2024-03-11 06:11:40;;1.696
p-661022;2024-03-11 12:22:34;;3.494
p-661023;2024-03-11 19:47:11;;3.406
p-661024;2024-03-12 00:32:57;;4.92
p-661025;2024-03-12 12:49:14;;6.731
p-661026;2024-03-13 00:00:00;;6.335
p-661027;2024-03-13 10:48:48;;3.585
p-661028;2024-03-13 16:07:06;;0.78
p-661029;2024-03-13 16:36:12;;4.139
p-661030;2024-03-13 21:11:16;;1.862
p-661031;2024-03-14 03:38:24;;3.513
p-661032;2024-03-14 17:07:02;;2.066
p-661033;2024-03-14 22:04:32;;13.799
p-661034;2024-03-16 03:41:36;;3.715
p-661035;2024-03-16 05:54:56;;3.765
p-661036;2024-03-16 12:30:40;;3.713
p-661037;2024-03-16 14:26:06;;5.49
p-661038;2024-03-17 06:56:00;;3.741
p-661039;2024-03-17 15:20:11;;6.138
p-661040;2024-03-18 00:00:00;;5.291
p-661041;2024-03-18 14:08:46;;4.943
p-661042;2024-03-19 20:45:51;;8.289
p-661043;2024-03-20 05:09:48;;9.439
p-661044;2024-03-21 04:13:00;;2.143
p-661045;2024-03-21 08:09:30;;3.68
p-661046;2024-03-21 09:58:51;;1.438
p-661047;2024-03-21 12:47:14;;4.623
p-661048;2024-03-21 15:57:41;;3.099
p-661049;2024-03-22 00:48:52;;6.291
p-661050;2024-03-22 09:19:28;;3.75
p-661051;2024-03-22 12:16:59;;2.043
p-661052;2024-03-22 14:23:51;;2.3
p-661053;2024-03-23 00:00:00;;6.269
p-661054;2024-03-23 07:19:26;;1.82
p-661055;2024-03-23 08:22:57;;1.853
p-661056;2024-03-23 09:10:17;;5.317
p-661057;2024-03-23 11:46:06;;6.914
p-661058;2024-03-23 18:24:56;;2.58
p-661059;2024-03-24 02:45:30;;3.778
p-661060;2024-03-24 08:07:02;;2.591
p-661061;2024-03-24 10:29:09;;3.647
p-661062;2024-03-24 14:55:49;;9.555
p-661063;2024-03-25 09:32:46;;2.101
p-661064;2024-03-25 17:37:20;;4.999
p-661065;2024-03-27 10:06:50;;7.833
p-661066;2024-03-28 00:00:00;;4.331
p-661067;2024-03-29 15:12:34;;4.56
p-661068;2024-03-31 11:46:17;;4.948
p-661069;2024-04-01 12:49:11;;4.148
p-661070;2024-04-02 01:00:00;;4.542
p-661071;2024-04-03 06:34:43;;5.716
p-661072;2024-04-07 01:00:00;;2.636
p-661073;2024-04-12 01:00:00;;6.372
p-661074;2024-04-17 01:00:00;;2.993
p-661075;2024-04-22 01:00:00;;1.81
p-661076;2024-04-27 01:00:00;;1.915
p-661077;2024-05-02 01:00:00;;2.41
p-661078;2024-05-07 01:00:00;;1.363
p-661079;2024-05-12 01:00:00;;3.095
p-661080;2024-05-17 01:00:00;;1.724
p-661081;2024-05-22 01:00:00;;2.03
p-661082;2024-05-27 01:00:00;;1.304
p-661083;2024-06-01 01:00:00;;0.966
p-661084;2024-06-06 01:00:00;;0.172
