ocel_id;ocel_time;ocel_changed_field;weight;price
i-881826;2023-07-06 18:52:00;;0.21;553.55
i-881827;2023-07-06 22:12:11;;0.21;553.55
i-881828;2023-07-06 22:12:11;;0.483;1149.99
i-881829;2023-07-06 22:12:11;;0.88;94.17
i-881830;2023-07-06 22:12:11;;0.21;553.55
i-881831;2023-07-06 22:12:11;;0.78;104.63
i-881832;2023-07-06 22:12:11;;0.21;553.55
i-881833;2023-07-06 22:12:11;;0.88;94.17
i-881834;2023-07-07 08:12:33;;0.28;94.17
i-881835;2023-07-07 08:12:33;;0.483;1149.99
i-881836;2023-07-07 10:06:56;;1.37;2616.0
i-881837;2023-07-07 10:06:56;;0.28;469.83
i-881838;2023-07-07 10:06:56;;0.188;1202.31
i-881839;2023-07-07 10:06:56;;1.28;156.95
i-881840;2023-07-07 11:31:57;;0.44;498.09
i-881841;2023-07-07 11:31:57;;0.44;498.09
i-881842;2023-07-07 13:22:00;;0.483;517.97
i-881843;2023-07-07 13:22:00;;0.483;517.97
i-881844;2023-07-07 13:22:00;;0.188;1202.31
i-881845;2023-07-07 13:22:00;;0.44;498.09
i-881846;2023-07-07 15:02:05;;0.188;1202.31
i-881847;2023-07-07 15:02:05;;0.166;836.07
i-881848;2023-07-07 15:02:05;;0.166;836.07
i-881849;2023-07-07 15:02:05;;0.166;836.07
i-881850;2023-07-07 16:22:16;;1.48;209.27
i-881851;2023-07-07 16:22:16;;0.2;41.85
i-881852;2023-07-07 16:22:16;;0.21;553.55
i-881853;2023-07-07 16:22:16;;0.495;134.99
i-881854;2023-07-07 18:02:38;;0.483;1149.99
i-881855;2023-07-07 18:02:38;;0.483;1149.99
i-881856;2023-07-07 19:44:05;;0.495;134.99
i-881857;2023-07-07 19:44:05;;0.172;731.43
i-881858;2023-07-07 19:44:05;;0.28;469.83
i-881859;2023-07-07 19:44:05;;0.166;836.07
i-881860;2023-07-07 23:04:21;;0.495;134.99
i-881861;2023-07-07 23:04:21;;0.28;94.17
i-881862;2023-07-08 20:38:56;;0.98;136.02
i-881863;2023-07-08 20:38:56;;1.37;2616.0
i-881864;2023-07-08 20:38:56;;1.37;2616.0
i-881865;2023-07-09 20:31:45;;0.166;836.07
i-881866;2023-07-09 20:31:45;;0.483;83.7
i-881867;2023-07-10 09:15:55;;0.38;31.38
i-881868;2023-07-10 09:15:55;;0.495;134.99
i-881869;2023-07-10 09:15:55;;1.28;156.95
i-881870;2023-07-10 09:15:55;;0.28;94.17
i-881871;2023-07-10 09:15:55;;0.21;553.55
i-881872;2023-07-10 09:15:55;;0.172;731.43
i-881873;2023-07-10 10:49:55;;0.28;469.83
i-881874;2023-07-10 10:49:55;;0.166;836.07
i-881875;2023-07-10 10:49:55;;0.28;469.83
i-881876;2023-07-10 12:57:56;;0.2;41.85
i-881877;2023-07-10 12:57:56;;0.172;731.43
i-881878;2023-07-10 12:57:56;;0.166;836.07
i-881879;2023-07-10 12:57:56;;0.2;41.85
i-881880;2023-07-10 12:57:56;;0.78;104.63
i-881881;2023-07-10 12:57:56;;1.28;156.95
i-881882;2023-07-10 12:57:56;;0.28;94.17
i-881883;2023-07-10 15:13:58;;0.483;83.7
i-881884;2023-07-10 15:13:58;;0.21;553.55
i-881885;2023-07-10 16:46:01;;0.88;94.17
i-881886;2023-07-10 16:46:01;;1.48;209.27
i-881887;2023-07-10 16:46:01;;0.78;104.63
i-881888;2023-07-10 18:50:08;;0.483;1149.99
i-881889;2023-07-10 22:06:35;;0.38;31.38
i-881890;2023-07-10 22:06:35;;0.28;94.17
i-881891;2023-07-10 22:06:35;;0.483;1149.99
i-881892;2023-07-10 22:06:35;;0.78;104.63
i-881893;2023-07-10 22:06:35;;0.483;517.97
i-881894;2023-07-11 07:40:26;;1.37;2616.0
i-881895;2023-07-11 07:40:26;;1.25;2302.08
i-881896;2023-07-11 10:26:35;;0.172;731.43
i-881897;2023-07-11 10:26:35;;0.98;136.02
i-881898;2023-07-11 10:26:35;;1.48;209.27
i-881899;2023-07-11 10:26:35;;0.21;553.55
i-881900;2023-07-11 12:11:15;;0.483;517.97
i-881901;2023-07-11 12:11:15;;0.483;83.7
i-881902;2023-07-11 12:11:15;;0.483;517.97
i-881903;2023-07-11 12:11:15;;0.188;1202.31
i-881904;2023-07-11 12:11:15;;0.2;41.85
i-881905;2023-07-11 12:11:15;;0.78;104.63
i-881906;2023-07-11 13:40:36;;1.48;209.27
i-881907;2023-07-11 13:40:36;;0.38;31.38
i-881908;2023-07-11 13:40:36;;0.188;1202.31
i-881909;2023-07-11 13:40:36;;0.2;41.85
i-881910;2023-07-11 15:39:18;;0.495;134.99
i-881911;2023-07-11 15:39:18;;1.37;2616.0
i-881912;2023-07-11 17:36:41;;0.2;41.85
i-881913;2023-07-11 17:36:41;;0.28;469.83
i-881914;2023-07-11 19:31:28;;0.483;1149.99
i-881915;2023-07-11 19:31:28;;0.495;134.99
i-881916;2023-07-11 19:31:28;;1.25;2302.08
i-881917;2023-07-11 22:39:07;;0.483;83.7
i-881918;2023-07-11 22:39:07;;0.495;134.99
i-881919;2023-07-11 22:39:07;;1.37;2616.0
i-881920;2023-07-11 22:39:07;;0.483;1149.99
i-881921;2023-07-11 22:39:07;;0.495;134.99
i-881922;2023-07-11 22:39:07;;0.495;134.99
i-881923;2023-07-12 09:06:25;;0.98;136.02
i-881924;2023-07-12 10:30:56;;0.78;104.63
i-881925;2023-07-12 10:30:56;;0.483;517.97
i-881926;2023-07-12 10:30:56;;0.88;94.17
i-881927;2023-07-12 10:30:56;;1.28;156.95
i-881928;2023-07-12 10:30:56;;0.21;553.55
i-881929;2023-07-12 12:19:58;;0.483;517.97
i-881930;2023-07-12 12:19:58;;0.483;517.97
i-881931;2023-07-12 12:19:58;;1.28;156.95
i-881932;2023-07-12 12:19:58;;0.21;553.55
i-881933;2023-07-12 12:19:58;;1.25;2302.08
i-881934;2023-07-12 13:58:01;;0.172;731.43
i-881935;2023-07-12 13:58:01;;0.44;498.09
i-881936;2023-07-12 13:58:01;;1.37;2616.0
i-881937;2023-07-12 13:58:01;;0.28;94.17
i-881938;2023-07-12 13:58:01;;0.38;31.38
i-881939;2023-07-12 13:58:01;;1.48;209.27
i-881940;2023-07-12 16:14:08;;1.48;209.27
i-881941;2023-07-12 16:14:08;;0.98;136.02
i-881942;2023-07-12 16:14:08;;1.37;2616.0
i-881943;2023-07-12 17:46:22;;0.21;553.55
i-881944;2023-07-12 17:46:22;;0.88;94.17
i-881945;2023-07-12 17:46:22;;0.483;517.97
i-881946;2023-07-12 19:55:17;;0.38;31.38
i-881947;2023-07-12 19:55:17;;0.88;94.17
i-881948;2023-07-12 19:55:17;;1.37;2616.0
i-881949;2023-07-12 19:55:17;;1.48;209.27
i-881950;2023-07-12 23:26:45;;0.88;94.17
i-881951;2023-07-12 23:26:45;;0.21;553.55
i-881952;2023-07-13 09:20:17;;1.25;2302.08
i-881953;2023-07-13 10:58:40;;0.98;136.02
i-881954;2023-07-13 10:58:40;;0.88;94.17
i-881955;2023-07-13 10:58:40;;0.495;134.99
i-881956;2023-07-13 10:58:40;;0.88;94.17
i-881957;2023-07-13 10:58:40;;0.166;836.07
i-881958;2023-07-13 10:58:40;;0.483;83.7
i-881959;2023-07-13 10:58:40;;0.98;136.02
i-881960;2023-07-13 13:15:26;;1.37;2616.0
i-881961;2023-07-13 13:15:26;;0.21;553.55
i-881962;2023-07-13 13:15:26;;1.25;2302.08
i-881963;2023-07-13 13:15:26;;0.78;104.63
i-881964;2023-07-13 13:15:26;;0.38;31.38
i-881965;2023-07-13 13:15:26;;0.188;1202.31
i-881966;2023-07-13 13:15:26;;0.483;83.7
i-881967;2023-07-13 14:48:57;;0.172;731.43
i-881968;2023-07-13 14:48:57;;0.38;31.38
i-881969;2023-07-13 14:48:57;;0.483;1149.99
i-881970;2023-07-13 14:48:57;;0.98;136.02
i-881971;2023-07-13 14:48:57;;0.38;31.38
i-881972;2023-07-13 16:56:00;;1.28;156.95
i-881973;2023-07-13 16:56:00;;0.98;136.02
i-881974;2023-07-13 16:56:00;;0.483;1149.99
i-881975;2023-07-13 16:56:00;;0.483;83.7
i-881976;2023-07-13 19:10:06;;0.21;553.55
i-881977;2023-07-13 19:10:06;;0.21;553.55
i-881978;2023-07-13 19:10:06;;1.25;2302.08
i-881979;2023-07-13 19:10:06;;0.483;1149.99
i-881980;2023-07-13 21:56:23;;0.88;94.17
i-881981;2023-07-13 21:56:23;;1.28;156.95
i-881982;2023-07-13 21:56:23;;0.78;104.63
i-881983;2023-07-14 07:39:14;;0.21;553.55
i-881984;2023-07-14 07:39:14;;0.88;94.17
i-881985;2023-07-14 07:39:14;;0.495;134.99
i-881986;2023-07-14 07:39:14;;1.28;156.95
i-881987;2023-07-14 07:39:14;;1.37;2616.0
i-881988;2023-07-14 07:39:14;;0.28;469.83
i-881989;2023-07-14 10:25:15;;0.188;1202.31
i-881990;2023-07-14 10:25:15;;1.28;156.95
i-881991;2023-07-14 10:25:15;;0.172;731.43
i-881992;2023-07-14 10:25:15;;0.28;94.17
i-881993;2023-07-14 12:08:36;;0.38;31.38
i-881994;2023-07-14 13:35:18;;1.28;156.95
i-881995;2023-07-14 13:35:18;;1.28;156.95
i-881996;2023-07-14 13:35:18;;0.21;553.55
i-881997;2023-07-14 15:28:41;;0.38;31.38
i-881998;2023-07-14 15:28:41;;0.78;104.63
i-881999;2023-07-14 15:28:41;;0.483;1149.99
i-882000;2023-07-14 17:15:28;;1.37;2616.0
i-882001;2023-07-14 17:15:28;;0.495;134.99
i-882002;2023-07-14 18:49:02;;0.88;94.17
i-882003;2023-07-14 18:49:02;;0.28;94.17
i-882004;2023-07-14 22:03:17;;0.172;731.43
i-882005;2023-07-14 22:03:17;;0.166;836.07
i-882006;2023-07-14 22:03:17;;0.483;83.7
i-882007;2023-07-14 22:03:17;;0.483;517.97
i-882008;2023-07-14 22:03:17;;0.38;31.38
i-882009;2023-07-14 22:03:17;;1.48;209.27
i-882010;2023-07-15 15:02:38;;0.483;83.7
i-882011;2023-07-15 15:02:38;;1.48;209.27
i-882012;2023-07-15 15:02:38;;0.495;134.99
i-882013;2023-07-15 15:02:38;;0.483;1149.99
i-882014;2023-07-15 15:02:38;;0.21;553.55
i-882015;2023-07-15 15:02:38;;0.483;83.7
i-882016;2023-07-15 15:02:38;;0.21;553.55
i-882017;2023-07-15 15:02:38;;0.78;104.63
i-882018;2023-07-15 15:02:38;;0.38;31.38
i-882019;2023-07-16 14:42:13;;0.483;83.7
i-882020;2023-07-16 14:42:13;;0.495;134.99
i-882021;2023-07-16 14:42:13;;0.21;553.55
i-882022;2023-07-17 07:19:22;;0.28;94.17
i-882023;2023-07-17 07:19:22;;0.166;836.07
i-882024;2023-07-17 07:19:22;;0.38;31.38
i-882025;2023-07-17 07:19:22;;1.37;2616.0
i-882026;2023-07-17 07:19:22;;1.48;209.27
i-882027;2023-07-17 07:19:22;;0.495;134.99
i-882028;2023-07-17 07:19:22;;0.483;1149.99
i-882029;2023-07-17 07:19:22;;0.172;731.43
i-882030;2023-07-17 10:03:24;;0.2;41.85
i-882031;2023-07-17 10:03:24;;0.2;41.85
i-882032;2023-07-17 10:03:24;;0.88;94.17
i-882033;2023-07-17 10:03:24;;0.88;94.17
i-882034;2023-07-17 10:03:24;;0.21;553.55
i-882035;2023-07-17 11:24:53;;0.495;134.99
i-882036;2023-07-17 13:07:52;;0.28;94.17
i-882037;2023-07-17 13:07:52;;0.166;836.07
i-882038;2023-07-17 13:07:52;;0.98;136.02
i-882039;2023-07-17 13:07:52;;1.25;2302.08
i-882040;2023-07-17 13:07:52;;0.166;836.07
i-882041;2023-07-17 13:07:52;;0.483;1149.99
i-882042;2023-07-17 14:33:50;;0.188;1202.31
i-882043;2023-07-17 14:33:50;;0.2;41.85
i-882044;2023-07-17 14:33:50;;0.495;134.99
i-882045;2023-07-17 14:33:50;;0.38;31.38
i-882046;2023-07-17 16:25:45;;1.28;156.95
i-882047;2023-07-17 16:25:45;;0.88;94.17
i-882048;2023-07-17 16:25:45;;0.166;836.07
i-882049;2023-07-17 16:25:45;;0.495;134.99
i-882050;2023-07-17 18:09:36;;0.78;104.63
i-882051;2023-07-17 18:09:36;;0.483;1149.99
i-882052;2023-07-17 18:09:36;;0.495;134.99
i-882053;2023-07-17 18:09:36;;1.25;2302.08
i-882054;2023-07-17 18:09:36;;0.483;83.7
i-882055;2023-07-17 18:09:36;;1.37;2616.0
i-882056;2023-07-17 18:09:36;;0.188;1202.31
i-882057;2023-07-17 18:09:36;;0.88;94.17
i-882058;2023-07-17 18:09:36;;0.28;469.83
i-882059;2023-07-17 20:04:59;;1.28;156.95
i-882060;2023-07-17 20:04:59;;0.28;469.83
i-882061;2023-07-17 20:04:59;;1.48;209.27
i-882062;2023-07-17 22:46:10;;0.188;1202.31
i-882063;2023-07-17 22:46:10;;0.188;1202.31
i-882064;2023-07-17 22:46:10;;0.166;836.07
i-882065;2023-07-17 22:46:10;;0.172;731.43
i-882066;2023-07-17 22:46:10;;0.78;104.63
i-882067;2023-07-18 09:20:31;;0.21;553.55
i-882068;2023-07-18 09:20:31;;0.38;31.38
i-882069;2023-07-18 09:20:31;;0.483;1149.99
i-882070;2023-07-18 09:20:31;;0.21;553.55
i-882071;2023-07-18 09:20:31;;0.483;83.7
i-882072;2023-07-18 09:20:31;;0.495;134.99
i-882073;2023-07-18 09:20:31;;0.88;94.17
i-882074;2023-07-18 10:59:07;;1.28;156.95
i-882075;2023-07-18 10:59:07;;0.88;94.17
i-882076;2023-07-18 10:59:07;;0.38;31.38
i-882077;2023-07-18 10:59:07;;0.483;1149.99
i-882078;2023-07-18 10:59:07;;0.483;83.7
i-882079;2023-07-18 10:59:07;;1.28;156.95
i-882080;2023-07-18 10:59:07;;0.78;104.63
i-882081;2023-07-18 13:16:20;;1.25;2302.08
i-882082;2023-07-18 13:16:20;;0.38;31.38
i-882083;2023-07-18 13:16:20;;0.98;136.02
i-882084;2023-07-18 13:16:20;;0.483;83.7
i-882085;2023-07-18 14:50:46;;0.88;94.17
i-882086;2023-07-18 16:59:37;;0.78;104.63
i-882087;2023-07-18 19:17:20;;0.495;134.99
i-882088;2023-07-18 19:17:20;;0.483;517.97
i-882089;2023-07-18 19:17:20;;0.483;517.97
i-882090;2023-07-18 19:17:20;;0.28;469.83
i-882091;2023-07-18 22:10:51;;0.78;104.63
i-882092;2023-07-18 22:10:51;;0.78;104.63
i-882093;2023-07-19 08:06:03;;0.44;498.09
i-882094;2023-07-19 08:06:03;;0.44;498.09
i-882095;2023-07-19 08:06:03;;0.483;83.7
i-882096;2023-07-19 08:06:03;;0.172;731.43
i-882097;2023-07-19 09:57:10;;0.483;517.97
i-882098;2023-07-19 09:57:10;;0.188;1202.31
i-882099;2023-07-19 09:57:10;;0.483;517.97
i-882100;2023-07-19 09:57:10;;0.28;94.17
i-882101;2023-07-19 09:57:10;;0.28;94.17
i-882102;2023-07-19 09:57:10;;0.483;517.97
i-882103;2023-07-19 12:12:25;;0.98;136.02
i-882104;2023-07-19 12:12:25;;0.172;731.43
i-882105;2023-07-19 12:12:25;;0.88;94.17
i-882106;2023-07-19 12:12:25;;1.37;2616.0
i-882107;2023-07-19 12:12:25;;0.2;41.85
i-882108;2023-07-19 13:42:56;;0.88;94.17
i-882109;2023-07-19 13:42:56;;0.166;836.07
i-882110;2023-07-19 13:42:56;;0.44;498.09
i-882111;2023-07-19 13:42:56;;0.172;731.43
i-882112;2023-07-19 13:42:56;;0.88;94.17
i-882113;2023-07-19 15:43:58;;1.25;2302.08
i-882114;2023-07-19 15:43:58;;0.483;517.97
i-882115;2023-07-19 15:43:58;;0.188;1202.31
i-882116;2023-07-19 15:43:58;;0.38;31.38
i-882117;2023-07-19 15:43:58;;1.25;2302.08
i-882118;2023-07-19 15:43:58;;0.21;553.55
i-882119;2023-07-19 15:43:58;;0.78;104.63
i-882120;2023-07-19 17:46:01;;1.48;209.27
i-882121;2023-07-19 17:46:01;;0.21;553.55
i-882122;2023-07-19 17:46:01;;1.25;2302.08
i-882123;2023-07-19 17:46:01;;1.28;156.95
i-882124;2023-07-19 17:46:01;;0.28;469.83
i-882125;2023-07-19 17:46:01;;1.28;156.95
i-882126;2023-07-19 17:46:01;;0.172;731.43
i-882127;2023-07-19 17:46:01;;0.28;469.83
i-882128;2023-07-19 17:46:01;;0.172;731.43
i-882129;2023-07-19 19:54:15;;0.28;469.83
i-882130;2023-07-19 19:54:15;;0.21;553.55
i-882131;2023-07-19 19:54:15;;1.28;156.95
i-882132;2023-07-19 19:54:15;;0.172;731.43
i-882133;2023-07-19 23:24:41;;0.2;41.85
i-882134;2023-07-20 09:17:48;;0.495;134.99
i-882135;2023-07-20 09:17:48;;0.483;517.97
i-882136;2023-07-20 10:53:42;;0.28;469.83
i-882137;2023-07-20 10:53:42;;0.483;517.97
i-882138;2023-07-20 13:05:30;;0.88;94.17
i-882139;2023-07-20 13:05:30;;1.48;209.27
i-882140;2023-07-20 13:05:30;;0.166;836.07
i-882141;2023-07-20 14:29:05;;0.172;731.43
i-882142;2023-07-20 14:29:05;;0.483;517.97
i-882143;2023-07-20 14:29:05;;0.98;136.02
i-882144;2023-07-20 14:29:05;;0.98;136.02
i-882145;2023-07-20 14:29:05;;1.48;209.27
i-882146;2023-07-20 14:29:05;;0.28;469.83
i-882147;2023-07-20 16:16:16;;0.88;94.17
i-882148;2023-07-20 16:16:16;;1.28;156.95
i-882149;2023-07-20 16:16:16;;0.188;1202.31
i-882150;2023-07-20 16:16:16;;0.166;836.07
i-882151;2023-07-20 17:50:38;;0.2;41.85
i-882152;2023-07-20 17:50:38;;0.483;517.97
i-882153;2023-07-20 17:50:38;;0.166;836.07
i-882154;2023-07-20 20:08:05;;1.25;2302.08
i-882155;2023-07-20 20:08:05;;0.495;134.99
i-882156;2023-07-20 20:08:05;;0.483;517.97
i-882157;2023-07-20 20:08:05;;0.88;94.17
i-882158;2023-07-20 22:52:21;;0.38;31.38
i-882159;2023-07-20 22:52:21;;0.44;498.09
i-882160;2023-07-21 09:32:53;;0.38;31.38
i-882161;2023-07-21 09:32:53;;1.28;156.95
i-882162;2023-07-21 09:32:53;;0.483;1149.99
i-882163;2023-07-21 11:23:52;;1.28;156.95
i-882164;2023-07-21 11:23:52;;1.25;2302.08
i-882165;2023-07-21 11:23:52;;0.44;498.09
i-882166;2023-07-21 11:23:52;;0.21;553.55
i-882167;2023-07-21 11:23:52;;0.483;83.7
i-882168;2023-07-21 11:23:52;;0.483;83.7
i-882169;2023-07-21 13:05:50;;0.78;104.63
i-882170;2023-07-21 13:05:50;;0.483;517.97
i-882171;2023-07-21 13:05:50;;0.483;1149.99
i-882172;2023-07-21 13:05:50;;1.37;2616.0
i-882173;2023-07-21 13:05:50;;0.98;136.02
i-882174;2023-07-21 13:05:50;;0.98;136.02
i-882175;2023-07-21 13:05:50;;1.48;209.27
i-882176;2023-07-21 14:29:45;;0.98;136.02
i-882177;2023-07-21 14:29:45;;0.172;731.43
i-882178;2023-07-21 14:29:45;;0.78;104.63
i-882179;2023-07-21 16:17:36;;0.98;136.02
i-882180;2023-07-21 16:17:36;;0.38;31.38
i-882181;2023-07-21 16:17:36;;0.2;41.85
i-882182;2023-07-21 17:53:18;;1.37;2616.0
i-882183;2023-07-21 17:53:18;;0.28;469.83
i-882184;2023-07-21 17:53:18;;0.98;136.02
i-882185;2023-07-21 17:53:18;;0.172;731.43
i-882186;2023-07-21 20:16:05;;1.37;2616.0
i-882187;2023-07-21 20:16:05;;0.28;469.83
i-882188;2023-07-21 23:08:21;;1.28;156.95
i-882189;2023-07-21 23:08:21;;0.483;1149.99
i-882190;2023-07-21 23:08:21;;0.78;104.63
i-882191;2023-07-22 20:50:56;;0.495;134.99
i-882192;2023-07-23 20:55:45;;0.21;553.55
i-882193;2023-07-23 20:55:45;;0.28;469.83
i-882194;2023-07-23 20:55:45;;0.21;553.55
i-882195;2023-07-23 20:55:45;;0.88;94.17
i-882196;2023-07-24 09:42:18;;0.483;517.97
i-882197;2023-07-24 11:42:42;;1.37;2616.0
i-882198;2023-07-24 11:42:42;;0.38;31.38
i-882199;2023-07-24 11:42:42;;0.188;1202.31
i-882200;2023-07-24 11:42:42;;1.25;2302.08
i-882201;2023-07-24 13:43:30;;0.38;31.38
i-882202;2023-07-24 13:43:30;;0.38;31.38
i-882203;2023-07-24 15:45:05;;0.28;469.83
i-882204;2023-07-24 15:45:05;;0.495;134.99
i-882205;2023-07-24 15:45:05;;0.38;31.38
i-882206;2023-07-24 15:45:05;;0.38;31.38
i-882207;2023-07-24 17:48:16;;0.28;469.83
i-882208;2023-07-24 17:48:16;;0.21;553.55
i-882209;2023-07-24 17:48:16;;1.37;2616.0
i-882210;2023-07-24 17:48:16;;0.166;836.07
i-882211;2023-07-24 20:00:59;;1.28;156.95
i-882212;2023-07-24 20:00:59;;1.48;209.27
i-882213;2023-07-24 20:00:59;;1.37;2616.0
i-882214;2023-07-24 20:00:59;;0.188;1202.31
i-882215;2023-07-24 20:00:59;;0.88;94.17
i-882216;2023-07-24 20:00:59;;0.28;469.83
i-882217;2023-07-24 20:00:59;;1.28;156.95
i-882218;2023-07-24 20:00:59;;0.88;94.17
i-882219;2023-07-24 22:38:09;;0.38;31.38
i-882220;2023-07-24 22:38:09;;0.172;731.43
i-882221;2023-07-24 22:38:09;;0.483;1149.99
i-882222;2023-07-25 09:04:30;;0.2;41.85
i-882223;2023-07-25 09:04:30;;1.37;2616.0
i-882224;2023-07-25 09:04:30;;0.88;94.17
i-882225;2023-07-25 10:27:05;;1.37;2616.0
i-882226;2023-07-25 10:27:05;;0.21;553.55
i-882227;2023-07-25 10:27:05;;0.28;469.83
i-882228;2023-07-25 12:12:16;;0.44;498.09
i-882229;2023-07-25 12:12:16;;0.44;498.09
i-882230;2023-07-25 13:42:38;;1.48;209.27
i-882231;2023-07-25 13:42:38;;0.166;836.07
i-882232;2023-07-25 13:42:38;;0.98;136.02
i-882233;2023-07-25 13:42:38;;0.44;498.09
i-882234;2023-07-25 13:42:38;;1.28;156.95
i-882235;2023-07-25 15:43:21;;0.2;41.85
i-882236;2023-07-25 15:43:21;;1.48;209.27
i-882237;2023-07-25 15:43:21;;0.78;104.63
i-882238;2023-07-25 15:43:21;;0.78;104.63
i-882239;2023-07-25 15:43:21;;0.2;41.85
i-882240;2023-07-25 17:44:48;;0.495;134.99
i-882241;2023-07-25 17:44:48;;1.25;2302.08
i-882242;2023-07-25 17:44:48;;0.28;469.83
i-882243;2023-07-25 19:50:35;;1.48;209.27
i-882244;2023-07-25 19:50:35;;0.188;1202.31
i-882245;2023-07-25 19:50:35;;1.48;209.27
i-882246;2023-07-25 19:50:35;;0.78;104.63
i-882247;2023-07-25 23:17:22;;0.38;31.38
i-882248;2023-07-25 23:17:22;;1.28;156.95
i-882249;2023-07-26 09:09:01;;0.38;31.38
i-882250;2023-07-26 09:09:01;;0.483;83.7
i-882251;2023-07-26 09:09:01;;0.88;94.17
i-882252;2023-07-26 09:09:01;;0.483;1149.99
i-882253;2023-07-26 10:36:08;;0.44;498.09
i-882254;2023-07-26 10:36:08;;0.188;1202.31
i-882255;2023-07-26 10:36:08;;0.28;94.17
i-882256;2023-07-26 10:36:08;;0.483;1149.99
i-882257;2023-07-26 10:36:08;;0.2;41.85
i-882258;2023-07-26 10:36:08;;0.2;41.85
i-882259;2023-07-26 12:30:21;;0.88;94.17
i-882260;2023-07-26 12:30:21;;0.483;83.7
i-882261;2023-07-26 12:30:21;;0.88;94.17
i-882262;2023-07-26 12:30:21;;0.188;1202.31
i-882263;2023-07-26 12:30:21;;0.188;1202.31
i-882264;2023-07-26 12:30:21;;0.2;41.85
i-882265;2023-07-26 12:30:21;;0.166;836.07
i-882266;2023-07-26 12:30:21;;0.483;517.97
i-882267;2023-07-26 12:30:21;;0.78;104.63
i-882268;2023-07-26 14:18:48;;0.28;469.83
i-882269;2023-07-26 14:18:48;;0.28;94.17
i-882270;2023-07-26 14:18:48;;1.37;2616.0
i-882271;2023-07-26 15:55:42;;0.28;94.17
i-882272;2023-07-26 15:55:42;;0.78;104.63
i-882273;2023-07-26 15:55:42;;0.188;1202.31
i-882274;2023-07-26 15:55:42;;1.37;2616.0
i-882275;2023-07-26 18:09:29;;0.2;41.85
i-882276;2023-07-26 18:09:29;;0.21;553.55
i-882277;2023-07-26 18:09:29;;0.483;1149.99
i-882278;2023-07-26 18:09:29;;0.78;104.63
i-882279;2023-07-26 18:09:29;;0.483;1149.99
i-882280;2023-07-26 18:09:29;;0.38;31.38
i-882281;2023-07-26 18:09:29;;0.172;731.43
i-882282;2023-07-26 18:09:29;;0.495;134.99
i-882283;2023-07-26 20:04:39;;0.28;469.83
i-882284;2023-07-26 20:04:39;;0.28;469.83
i-882285;2023-07-26 20:04:39;;1.37;2616.0
i-882286;2023-07-26 20:04:39;;1.25;2302.08
i-882287;2023-07-26 20:04:39;;0.38;31.38
i-882288;2023-07-26 22:45:29;;0.495;134.99
i-882289;2023-07-26 22:45:29;;0.483;83.7
i-882290;2023-07-27 09:19:09;;0.78;104.63
i-882291;2023-07-27 09:19:09;;0.28;469.83
i-882292;2023-07-27 09:19:09;;0.483;517.97
i-882293;2023-07-27 10:56:24;;0.495;134.99
i-882294;2023-07-27 10:56:24;;0.21;553.55
i-882295;2023-07-27 10:56:24;;0.28;469.83
i-882296;2023-07-27 10:56:24;;0.88;94.17
i-882297;2023-07-27 10:56:24;;0.2;41.85
i-882298;2023-07-27 13:10:53;;0.483;83.7
i-882299;2023-07-27 13:10:53;;1.28;156.95
i-882300;2023-07-27 13:10:53;;0.172;731.43
i-882301;2023-07-27 14:39:52;;0.78;104.63
i-882302;2023-07-27 16:37:50;;0.495;134.99
i-882303;2023-07-27 16:37:50;;0.483;1149.99
i-882304;2023-07-27 16:37:50;;0.44;498.09
i-882305;2023-07-27 16:37:50;;0.98;136.02
i-882306;2023-07-27 18:33:45;;0.495;134.99
i-882307;2023-07-27 18:33:45;;0.483;517.97
i-882308;2023-07-27 21:17:27;;0.172;731.43
i-882309;2023-07-27 21:17:27;;0.188;1202.31
i-882310;2023-07-28 03:45:38;;0.172;731.43
i-882311;2023-07-28 03:45:38;;0.166;836.07
i-882312;2023-07-28 10:08:17;;0.495;134.99
i-882313;2023-07-28 10:08:17;;0.166;836.07
i-882314;2023-07-28 10:08:17;;1.28;156.95
i-882315;2023-07-28 10:08:17;;0.166;836.07
i-882316;2023-07-28 10:08:17;;0.44;498.09
i-882317;2023-07-28 11:34:40;;0.166;836.07
i-882318;2023-07-28 11:34:40;;0.98;136.02
i-882319;2023-07-28 11:34:40;;0.21;553.55
i-882320;2023-07-28 13:27:26;;1.48;209.27
i-882321;2023-07-28 13:27:26;;0.483;517.97
i-882322;2023-07-28 13:27:26;;0.483;1149.99
i-882323;2023-07-28 13:27:26;;0.2;41.85
i-882324;2023-07-28 15:12:57;;0.78;104.63
i-882325;2023-07-28 15:12:57;;1.25;2302.08
i-882326;2023-07-28 15:12:57;;0.2;41.85
i-882327;2023-07-28 15:12:57;;0.2;41.85
i-882328;2023-07-28 15:12:57;;0.98;136.02
i-882329;2023-07-28 15:12:57;;0.166;836.07
i-882330;2023-07-28 16:44:00;;0.483;1149.99
i-882331;2023-07-28 18:46:06;;0.21;553.55
i-882332;2023-07-28 18:46:06;;0.38;31.38
i-882333;2023-07-28 18:46:06;;0.188;1202.31
i-882334;2023-07-28 18:46:06;;0.28;469.83
i-882335;2023-07-28 18:46:06;;0.172;731.43
i-882336;2023-07-28 18:46:06;;0.495;134.99
i-882337;2023-07-28 18:46:06;;0.2;41.85
i-882338;2023-07-28 18:46:06;;0.172;731.43
i-882339;2023-07-28 21:54:29;;0.44;498.09
