ocel_id;ocel_time;ocel_changed_field;price
o-990588;2023-07-28 03:45:38;;1572.5
o-990589;2023-07-28 10:08:17;;2467.17
o-990590;2023-07-28 11:34:40;;1530.64
o-990591;2023-07-28 13:27:26;;1924.08
o-990592;2023-07-28 15:12:57;;3467.5
o-990593;2023-07-28 16:44:00;;1154.99
o-990594;2023-07-28 18:46:06;;3901.77
o-990595;2023-07-28 21:54:29;;972.92
o-990596;2023-07-29 15:09:50;;850.49
o-990597;2023-07-30 14:56:37;;2168.93
o-990598;2023-07-31 07:48:10;;2461.93
o-990599;2023-07-31 10:35:05;;4702.26
o-990600;2023-07-31 12:28:15;;3610.86
o-990601;2023-07-31 14:14:36;;2443.1
o-990602;2023-07-31 15:47:18;;5278.85
o-990603;2023-07-31 17:52:41;;1799.57
o-990604;2023-07-31 20:14:15;;3334.61
o-990605;2023-07-31 23:04:41;;5120.84
o-990606;2023-08-01 08:53:48;;5211.86
o-990607;2023-08-01 11:08:48;;2251.6
o-990608;2023-08-01 12:35:42;;1747.25
o-990609;2023-08-01 14:29:29;;2175.23
o-990610;2023-08-01 16:17:04;;2433.5
o-990611;2023-08-01 17:52:13;;7130.6
o-990612;2023-08-01 20:12:51;;1548.12
o-990613;2023-08-01 23:01:53;;3756.34
o-990614;2023-08-02 08:50:27;;597.03
o-990615;2023-08-02 11:03:46;;2695.09
o-990616;2023-08-02 12:25:38;;6410.4
o-990617;2023-08-02 14:09:21;;699.75
o-990618;2023-08-02 15:36:48;;1493.02
o-990619;2023-08-02 17:31:42;;1443.25
o-990620;2023-08-02 19:21:29;;1812.87
o-990621;2023-08-02 22:19:10;;1844.67
o-990622;2023-08-03 08:26:31;;3851.63
o-990623;2023-08-03 10:27:52;;702.94
o-990624;2023-08-03 12:13:50;;1571.38
o-990625;2023-08-03 13:45:45;;1831.94
o-990626;2023-08-03 15:49:36;;4319.78
o-990627;2023-08-03 17:57:17;;3145.22
o-990628;2023-08-03 20:28:03;;5553.58
o-990629;2023-08-03 23:49:14;;4744.44
o-990630;2023-08-04 09:47:16;;2748.04
o-990631;2023-08-04 11:52:38;;935.93
o-990632;2023-08-04 14:03:21;;2036.33
o-990633;2023-08-04 15:24:48;;2916.44
o-990634;2023-08-04 17:07:42;;1033.4
o-990635;2023-08-04 18:33:29;;956.06
o-990636;2023-08-04 21:16:39;;1411.49
o-990637;2023-08-05 11:22:50;;5984.66
o-990638;2023-08-06 11:22:36;;913.67
o-990639;2023-08-07 03:40:09;;2015.17
o-990640;2023-08-07 10:02:15;;5219.99
o-990641;2023-08-07 11:22:36;;2216.35
o-990642;2023-08-07 13:03:18;;4489.24
o-990643;2023-08-07 14:24:41;;1370.16
o-990644;2023-08-07 16:07:28;;1460.2
o-990645;2023-08-07 17:33:02;;1014.31
o-990646;2023-08-07 19:24:09;;1557.66
o-990647;2023-08-07 22:24:29;;1036.55
o-990648;2023-08-08 08:37:10;;2536.23
o-990649;2023-08-08 10:43:50;;4398.13
o-990650;2023-08-08 12:45:46;;163.85
o-990651;2023-08-08 14:49:38;;2335.02
o-990652;2023-08-08 16:57:21;;3769.03
o-990653;2023-08-08 19:12:48;;3471.44
o-990654;2023-08-08 22:01:47;;2311.69
o-990655;2023-08-09 07:11:39;;5300.5
o-990656;2023-08-09 09:54:54;;8959.68
o-990657;2023-08-09 12:07:54;;555.67
o-990658;2023-08-09 13:33:53;;3100.73
o-990659;2023-08-09 15:25:52;;4044.4
o-990660;2023-08-09 17:09:50;;2296.87
o-990661;2023-08-09 18:37:45;;692.34
o-990662;2023-08-09 21:29:27;;2015.16
o-990663;2023-08-10 04:57:38;;4294.37
o-990664;2023-08-10 10:27:29;;783.44
o-990665;2023-08-10 12:13:04;;2000.32
o-990666;2023-08-10 13:44:14;;3096.47
o-990667;2023-08-10 15:46:33;;900.97
o-990668;2023-08-10 17:51:12;;1792.74
o-990669;2023-08-10 20:09:47;;3496.82
o-990670;2023-08-10 22:55:46;;1883.83
o-990671;2023-08-11 09:39:43;;1370.16
o-990672;2023-08-11 11:37:31;;1359.57
o-990673;2023-08-11 13:33:08;;1513.15
o-990674;2023-08-11 15:24:22;;3791.22
o-990675;2023-08-11 17:06:49;;1264.26
o-990676;2023-08-11 18:31:44;;3488.34
o-990677;2023-08-11 21:11:23;;1654.01
o-990678;2023-08-12 10:51:15;;4511.46
o-990679;2023-08-13 11:19:26;;2342.42
o-990680;2023-08-14 03:33:48;;3594.28
o-990681;2023-08-14 09:55:17;;5208.31
o-990682;2023-08-14 12:08:39;;4376.92
o-990683;2023-08-14 13:35:24;;1359.57
o-990684;2023-08-14 15:28:54;;2527.78
o-990685;2023-08-14 17:15:53;;2042.7
o-990686;2023-08-14 18:49:52;;227.39
o-990687;2023-08-14 22:05:47;;3308.33
o-990688;2023-08-15 07:35:39;;4595.14
o-990689;2023-08-15 10:21:18;;5450.84
o-990690;2023-08-15 12:00:42;;491.09
o-990691;2023-08-15 13:19:29;;2596.6
o-990692;2023-08-15 14:57:04;;4513.58
o-990693;2023-08-15 17:12:14;;5348.15
o-990694;2023-08-15 18:42:33;;3621.81
o-990695;2023-08-15 21:43:51;;3255.36
o-990696;2023-08-16 06:24:02;;5336.47
o-990697;2023-08-16 10:02:32;;5160.67
o-990698;2023-08-16 11:23:10;;247.53
o-990699;2023-08-16 13:04:25;;529.26
o-990700;2023-08-16 14:26:56;;3685.38
o-990701;2023-08-16 16:11:57;;3370.81
o-990702;2023-08-16 17:42:00;;3142.06
o-990703;2023-08-16 19:42:11;;10086.57
o-990704;2023-08-16 23:00:34;;2637.91
o-990705;2023-08-17 08:48:52;;5804.65
o-990706;2023-08-17 11:01:23;;36.76
o-990707;2023-08-17 12:20:52;;607.63
o-990708;2023-08-17 13:59:50;;4192.64
o-990709;2023-08-17 16:17:45;;4054.99
o-990710;2023-08-17 17:53:36;;565.27
o-990711;2023-08-17 20:16:59;;3072.11
o-990712;2023-08-17 23:10:09;;639.39
o-990713;2023-08-18 09:00:23;;448.75
o-990714;2023-08-18 10:18:51;;3347.51
o-990715;2023-08-18 11:55:48;;2430.33
o-990716;2023-08-18 14:09:41;;4811.17
o-990717;2023-08-18 15:37:28;;2236.52
o-990718;2023-08-18 17:33:02;;4757.17
o-990719;2023-08-18 19:24:09;;2043.75
o-990720;2023-08-18 22:24:30;;1845.64
o-990721;2023-08-19 17:09:56;;2556.37
o-990722;2023-08-20 16:56:48;;2576.47
o-990723;2023-08-21 09:07:09;;5145.85
o-990724;2023-08-21 10:32:24;;5526.07
o-990725;2023-08-21 12:22:54;;851.21
o-990726;2023-08-21 14:03:53;;509.14
o-990727;2023-08-21 15:25:52;;36.76
o-990728;2023-08-21 17:09:49;;3981.9
o-990729;2023-08-21 18:37:44;;3848.46
o-990730;2023-08-21 21:29:23;;882.98
o-990731;2023-08-22 04:57:15;;752.71
o-990732;2023-08-22 10:27:04;;1249.45
o-990733;2023-08-22 12:12:14;;3294.54
o-990734;2023-08-22 13:42:33;;2375.27
o-990735;2023-08-22 15:43:12;;36.76
o-990736;2023-08-22 17:44:29;;2559.52
o-990737;2023-08-22 19:49:39;;163.85
o-990738;2023-08-22 23:15:29;;110.88
o-990739;2023-08-23 09:06:46;;3506.37
o-990740;2023-08-23 10:31:38;;6157.28
o-990741;2023-08-23 12:21:21;;216.81
o-990742;2023-08-23 14:00:48;;639.38
o-990743;2023-08-23 15:19:42;;509.14
o-990744;2023-08-23 16:57:29;;100.31
o-990745;2023-08-23 19:13:04;;3710.78
o-990746;2023-08-23 22:02:19;;2790.42
o-990747;2023-08-24 07:14:51;;2099.85
o-990748;2023-08-24 09:58:25;;1460.2
o-990749;2023-08-24 12:14:56;;2469.5
o-990750;2023-08-24 13:47:58;;924.3
o-990751;2023-08-24 15:54:01;;1453.84
o-990752;2023-08-24 18:06:08;;1873.24
o-990753;2023-08-24 19:54:35;;132.07
o-990754;2023-08-24 23:25:21;;999.47
o-990755;2023-08-25 09:18:37;;2172.95
o-990756;2023-08-25 10:55:19;;645.77
o-990757;2023-08-25 13:08:44;;1829.84
o-990758;2023-08-25 14:35:34;;3615.45
o-990759;2023-08-25 16:29:13;;1726.04
o-990760;2023-08-25 18:16:32;;2649.57
o-990761;2023-08-25 20:25:47;;1476.06
o-990762;2023-08-25 23:35:39;;1069.41
o-990763;2023-08-26 22:12:49;;100.31
o-990764;2023-08-27 21:39:31;;777.06
o-990765;2023-08-28 09:30:28;;1094.79
o-990766;2023-08-28 11:19:01;;142.66
o-990767;2023-08-28 12:56:08;;1629.64
o-990768;2023-08-28 15:10:22;;79.12
o-990769;2023-08-28 16:38:49;;2634.74
o-990770;2023-08-28 18:35:44;;4429.91
o-990771;2023-08-28 21:23:23;;4113.21
o-990772;2023-08-29 04:21:14;;741.07
o-990773;2023-08-29 09:47:27;;1346.86
o-990774;2023-08-29 11:53:00;;2417.61
o-990775;2023-08-29 14:04:06;;248.57
o-990776;2023-08-29 15:26:17;;1771.54
o-990777;2023-08-29 17:10:40;;988.89
o-990778;2023-08-29 18:39:26;;1905.02
o-990779;2023-08-29 21:34:29;;100.31
o-990780;2023-08-30 05:27:50;;1567.17
o-990781;2023-08-30 10:00:43;;1862.67
o-990782;2023-08-30 11:19:32;;3037.2
o-990783;2023-08-30 12:57:09;;922.15
o-990784;2023-08-30 15:12:24;;4692.53
o-990785;2023-08-30 16:42:54;;3206.63
o-990786;2023-08-30 18:43:53;;5320.63
o-990787;2023-08-30 21:47:50;;1443.23
o-990788;2023-08-31 06:47:57;;2540.46
o-990789;2023-08-31 10:28:50;;1387.12
o-990790;2023-08-31 12:15:46;;1418.89
o-990791;2023-08-31 13:49:37;;1655.06
o-990792;2023-08-31 15:57:20;;1644.48
o-990793;2023-08-31 18:12:46;;963.45
o-990794;2023-08-31 20:14:29;;1983.36
o-990795;2023-08-31 23:05:09;;2864.56
o-990796;2023-09-01 08:54:22;;480.53
o-990797;2023-09-01 11:09:39;;4186.31
o-990798;2023-09-01 12:37:24;;978.29
o-990799;2023-09-01 14:32:53;;617.16
o-990800;2023-09-01 16:23:52;;752.71
o-990801;2023-09-01 18:05:50;;406.37
o-990802;2023-09-01 19:53:41;;6020.67
o-990803;2023-09-01 23:23:33;;163.85
o-990804;2023-09-02 21:36:32;;2099.88
o-990805;2023-09-03 21:26:57;;868.15
o-990806;2023-09-04 09:16:38;;2067.04
o-990807;2023-09-04 10:51:21;;839.57
o-990808;2023-09-04 13:00:48;;4758.23
o-990809;2023-09-04 14:19:41;;4097.36
o-990810;2023-09-04 15:57:28;;604.45
o-990811;2023-09-04 18:13:02;;2979.96
o-990812;2023-09-04 20:15:17;;5300.5
o-990813;2023-09-04 23:06:45;;755.88
o-990814;2023-09-05 08:56:18;;4799.54
o-990815;2023-09-05 11:12:32;;1729.2
o-990816;2023-09-05 12:43:10;;7003.52
o-990817;2023-09-05 14:44:25;;2758.65
o-990818;2023-09-05 16:46:56;;4507.25
o-990819;2023-09-05 18:51:58;;10743.19
o-990820;2023-09-05 22:12:05;;3329.49
o-990821;2023-09-06 08:12:21;;2552.1
o-990822;2023-09-06 10:06:37;;2534.1
o-990823;2023-09-06 11:31:20;;142.67
o-990824;2023-09-06 13:20:46;;586.43
o-990825;2023-09-06 14:59:37;;4028.49
o-990826;2023-09-06 17:17:20;;2347.71
o-990827;2023-09-06 18:52:46;;657.4
o-990828;2023-09-06 22:14:29;;4045.47
o-990829;2023-09-07 08:17:09;;900.97
o-990830;2023-09-07 10:13:49;;3886.58
o-990831;2023-09-07 11:45:44;;851.21
o-990832;2023-09-07 13:49:34;;755.86
o-990833;2023-09-07 15:57:13;;1450.67
o-990834;2023-09-07 18:12:32;;2546.83
o-990835;2023-09-07 20:13:47;;1305.56
o-990836;2023-09-07 23:03:45;;2543.65
o-990837;2023-09-08 08:52:42;;1571.37
o-990838;2023-09-08 11:07:08;;848.02
o-990839;2023-09-08 12:32:22;;121.48
o-990840;2023-09-08 14:22:50;;226.35
o-990841;2023-09-08 16:03:45;;871.33
o-990842;2023-09-08 17:25:36;;825.79
o-990843;2023-09-08 19:09:18;;1710.14
o-990844;2023-09-08 21:54:47;;4008.38
o-990845;2023-09-09 15:11:38;;1190.15
o-990846;2023-09-10 15:00:13;;935.94
o-990847;2023-09-11 06:55:22;;1941.03
o-990848;2023-09-11 10:37:00;;2523.52
o-990849;2023-09-11 12:32:05;;4281.59
o-990850;2023-09-11 14:22:16;;914.74
o-990851;2023-09-11 16:02:38;;565.27
o-990852;2023-09-11 17:23:21;;930.63
o-990853;2023-09-11 19:04:48;;1053.52
o-990854;2023-09-11 21:45:47;;4218.09
o-990855;2023-09-12 06:35:39;;2269.32
o-990856;2023-09-12 10:15:18;;607.61
o-990857;2023-09-12 11:48:42;;766.46
o-990858;2023-09-12 13:55:29;;2645.32
o-990859;2023-09-12 16:09:04;;3737.23
o-990860;2023-09-12 17:36:14;;5828.99
o-990861;2023-09-12 19:30:33;;4134.39
o-990862;2023-09-12 22:37:18;;1485.61
o-990863;2023-09-13 09:02:47;;2652.75
o-990864;2023-09-13 10:23:40;;639.39
o-990865;2023-09-13 12:05:25;;3276.54
o-990866;2023-09-13 13:28:56;;354.47
o-990867;2023-09-13 15:15:57;;2300.06
o-990868;2023-09-13 16:50:00;;720.95
o-990869;2023-09-13 18:58:06;;4478.64
o-990870;2023-09-13 22:30:29;;1306.62
o-990871;2023-09-14 08:49:09;;4334.59
o-990872;2023-09-14 11:01:49;;805.67
o-990873;2023-09-14 12:21:44;;2358.3
o-990874;2023-09-14 14:01:34;;3538.1
o-990875;2023-09-14 15:21:13;;1212.37
o-990876;2023-09-14 17:00:32;;988.88
o-990877;2023-09-14 18:19:10;;2472.68
o-990878;2023-09-14 20:33:41;;755.86
o-990879;2023-09-15 00:23:02;;4092.04
o-990880;2023-09-15 09:25:26;;2661.19
o-990881;2023-09-15 11:08:58;;5427.56
o-990882;2023-09-15 12:36:01;;988.87
o-990883;2023-09-15 14:30:08;;141.63
o-990884;2023-09-15 16:18:22;;3542.39
o-990885;2023-09-15 17:54:49;;3530.73
o-990886;2023-09-15 20:20:39;;3489.44
o-990887;2023-09-15 23:17:29;;1962.21
o-990888;2023-09-16 21:18:20;;237.97
o-990889;2023-09-17 20:50:32;;4070.83
o-990890;2023-09-18 09:36:35;;1306.6
o-990891;2023-09-18 11:31:15;;967.7
o-990892;2023-09-18 13:20:36;;4240.29
o-990893;2023-09-18 14:59:18;;1948.43
o-990894;2023-09-18 17:16:41;;2493.87
o-990895;2023-09-18 18:51:28;;2649.57
o-990896;2023-09-18 22:10:35;;3001.19
o-990897;2023-09-19 08:04:27;;2501.28
o-990898;2023-09-19 09:54:46;;3488.37
o-990899;2023-09-19 12:07:37;;1243.07
o-990900;2023-09-19 13:33:20;;4573.92
o-990901;2023-09-19 15:24:46;;1301.34
o-990902;2023-09-19 17:07:37;;89.72
o-990903;2023-09-19 18:33:20;;649.99
o-990904;2023-09-19 21:16:11;;1485.62
o-990905;2023-09-20 03:38:03;;702.94
o-990906;2023-09-20 09:59:57;;3048.79
o-990907;2023-09-20 12:17:59;;1375.47
o-990908;2023-09-20 13:54:04;;1347.94
o-990909;2023-09-20 16:06:14;;2151.8
o-990910;2023-09-20 17:30:33;;1721.79
o-990911;2023-09-20 19:19:12;;1037.6
o-990912;2023-09-20 22:14:35;;4982.77
o-990913;2023-09-21 08:17:21;;100.31
o-990914;2023-09-21 10:14:07;;480.53
o-990915;2023-09-21 11:46:20;;1644.47
o-990916;2023-09-21 13:50:46;;301.52
o-990917;2023-09-21 15:59:37;;838.53
o-990918;2023-09-21 18:17:20;;529.26
o-990919;2023-09-21 20:28:11;;1444.29
o-990920;2023-09-21 23:50:03;;1676.24
o-990921;2023-09-22 09:48:15;;1168.95
o-990922;2023-09-22 11:54:35;;142.67
o-990923;2023-09-22 14:07:16;;1962.19
o-990924;2023-09-22 15:32:37;;925.33
o-990925;2023-09-22 17:23:20;;3583.69
o-990926;2023-09-22 19:04:46;;2620.94
o-990927;2023-09-22 21:45:43;;2201.57
o-990928;2023-09-23 14:17:14;;2893.15
o-990929;2023-09-24 14:11:25;;1164.72
o-990930;2023-09-25 06:17:46;;4463.82
o-990931;2023-09-25 09:55:38;;540.9
o-990932;2023-09-25 12:09:22;;1084.2
o-990933;2023-09-25 13:36:50;;9470.17
o-990934;2023-09-25 15:31:45;;561.02
o-990935;2023-09-25 17:21:36;;1196.48
o-990936;2023-09-25 19:01:18;;4906.49
o-990937;2023-09-25 21:38:47;;1040.8
o-990938;2023-09-26 05:53:38;;3559.33
o-990939;2023-09-26 10:29:06;;3065.77
o-990940;2023-09-26 12:16:17;;851.22
o-990941;2023-09-26 13:50:40;;1258.96
o-990942;2023-09-26 15:59:26;;5118.32
o-990943;2023-09-26 18:16:57;;163.85
o-990944;2023-09-26 20:27:03;;1220.84
o-990945;2023-09-26 23:43:14;;2141.2
o-990946;2023-09-27 09:40:04;;247.53
o-990947;2023-09-27 11:38:14;;2544.7
o-990948;2023-09-27 13:34:33;;2258.74
o-990949;2023-09-27 15:27:12;;2546.83
o-990950;2023-09-27 17:12:30;;3721.34
o-990951;2023-09-27 18:43:05;;1358.53
o-990952;2023-09-27 21:45:26;;343.88
o-990953;2023-09-28 06:33:33;;1660.35
o-990954;2023-09-28 10:13:00;;1962.21
o-990955;2023-09-28 11:44:05;;2335.02
o-990956;2023-09-28 13:46:16;;6697.43
o-990957;2023-09-28 15:50:38;;141.63
o-990958;2023-09-28 17:59:21;;1168.95
o-990959;2023-09-28 20:34:15;;6379.69
o-990960;2023-09-29 00:26:26;;2733.21
o-990961;2023-09-29 09:29:10;;2255.53
o-990962;2023-09-29 11:16:26;;6157.28
o-990963;2023-09-29 12:50:57;;364.02
o-990964;2023-09-29 15:00:00;;3826.23
o-990965;2023-09-29 16:18:06;;163.85
o-990966;2023-09-29 17:54:17;;1673.09
o-990967;2023-09-29 20:19:03;;278.26
o-990968;2023-09-29 23:14:17;;2335.02
o-990969;2023-09-30 21:08:44;;2866.17
o-990970;2023-10-01 20:31:20;;348.34
o-990971;2023-10-02 09:15:28;;885.6
o-990972;2023-10-02 10:49:01;;1577.92
o-990973;2023-10-02 12:56:08;;3095.46
o-990974;2023-10-02 15:10:22;;1819.39
o-990975;2023-10-02 16:38:49;;1399.58
o-990976;2023-10-02 18:35:44;;4473.46
o-990977;2023-10-02 21:23:23;;1940.1
o-990978;2023-10-03 04:21:15;;624.2
o-990979;2023-10-03 09:47:28;;2395.38
o-990980;2023-10-03 11:53:01;;1360.82
o-990981;2023-10-03 14:04:08;;4190.97
o-990982;2023-10-03 15:26:22;;702.78
o-990983;2023-10-03 17:10:49;;664.08
o-990984;2023-10-03 18:39:44;;3027.9
o-990985;2023-10-03 21:35:23;;1089.41
o-990986;2023-10-04 05:33:15;;1850.44
o-990987;2023-10-04 10:06:40;;2593.67
o-990988;2023-10-04 11:31:25;;1317.59
o-990989;2023-10-04 13:20:56;;3173.01
o-990990;2023-10-04 14:59:58;;3110.95
o-990991;2023-10-04 17:18:01;;4189.89
o-990992;2023-10-04 18:54:08;;1056.19
o-990993;2023-10-04 22:18:35;;2052.02
o-990994;2023-10-05 08:25:21;;999.7
o-990995;2023-10-05 10:26:08;;4720.46
o-990996;2023-10-05 12:10:21;;5966.61
o-990997;2023-10-05 13:38:48;;436.97
o-990998;2023-10-05 15:35:41;;2439.72
o-990999;2023-10-05 17:29:28;;2191.59
o-991000;2023-10-05 19:17:02;;2774.25
o-991001;2023-10-05 22:10:15;;964.23
o-991002;2023-10-06 08:02:26;;3068.89
o-991003;2023-10-06 09:51:45;;104.68
o-991004;2023-10-06 12:01:36;;4971.9
o-991005;2023-10-06 13:21:17;;1466.07
o-991006;2023-10-06 15:00:40;;1962.28
o-991007;2023-10-06 16:19:26;;104.68
o-991008;2023-10-06 17:56:57;;281.9
o-991009;2023-10-06 20:27:03;;3269.34
o-991010;2023-10-06 23:43:14;;181.12
o-991011;2023-10-07 22:35:35;;1122.65
o-991012;2023-10-08 22:25:02;;171.12
o-991013;2023-10-09 09:20:32;;5224.48
o-991014;2023-10-09 10:59:10;;3921.79
o-991015;2023-10-09 13:16:25;;800.31
o-991016;2023-10-09 14:50:56;;2129.54
o-991017;2023-10-09 16:59:57;;2774.25
o-991018;2023-10-09 19:18:00;;2917.15
o-991019;2023-10-09 22:12:11;;2101.88
o-991020;2023-10-10 08:12:34;;2774.25
o-991021;2023-10-10 10:06:56;;2541.62
o-991022;2023-10-10 11:31:58;;5959.99
o-991023;2023-10-10 13:22:02;;686.23
o-991024;2023-10-10 15:02:09;;1643.26
o-991025;2023-10-10 16:22:24;;10481.59
o-991026;2023-10-10 18:02:53;;2095.22
o-991027;2023-10-10 19:44:51;;1169.2
o-991028;2023-10-10 23:05:53;;798.08
o-991029;2023-10-11 08:55:15;;1873.67
o-991030;2023-10-11 11:10:58;;5477.01
o-991031;2023-10-11 12:40:02;;5063.86
o-991032;2023-10-11 14:38:09;;49.3
o-991033;2023-10-11 16:34:24;;890.05
o-991034;2023-10-11 18:26:54;;1000.81
o-991035;2023-10-11 20:56:53;;719.46
o-991036;2023-10-12 02:42:14;;5207.86
o-991037;2023-10-12 09:58:33;;1118.25
o-991038;2023-10-12 12:15:12;;4433.58
o-991039;2023-10-12 13:48:30;;2671.23
o-991040;2023-10-12 15:55:05;;2201.55
o-991041;2023-10-12 18:08:16;;5211.19
o-991042;2023-10-12 20:00:59;;71.44
o-991043;2023-10-12 22:38:09;;5344.09
o-991044;2023-10-13 09:04:30;;2917.15
o-991045;2023-10-13 10:27:05;;259.75
o-991046;2023-10-13 12:12:16;;1224.58
o-991047;2023-10-13 13:42:38;;7397.79
o-991048;2023-10-13 15:43:21;;237.6
o-991049;2023-10-13 17:44:48;;834.64
o-991050;2023-10-13 19:50:35;;2907.15
o-991051;2023-10-13 23:17:21;;1222.36
o-991052;2023-10-14 21:17:56;;4023.72
o-991053;2023-10-15 20:49:45;;3814.35
o-991054;2023-10-16 09:35:43;;731.63
o-991055;2023-10-16 11:29:31;;4429.15
o-991056;2023-10-16 13:17:08;;872.34
o-991057;2023-10-16 14:52:22;;867.89
o-991058;2023-10-16 17:02:49;;2774.25
o-991059;2023-10-16 18:23:44;;901.07
o-991060;2023-10-16 20:47:23;;4190.97
o-991061;2023-10-17 01:45:15;;12415.64
o-991062;2023-10-17 09:55:52;;1859.28
o-991063;2023-10-17 12:09:49;;6465.09
o-991064;2023-10-17 13:37:44;;2140.63
o-991065;2023-10-17 15:33:34;;3525.27
o-991066;2023-10-17 17:25:13;;2541.62
o-991067;2023-10-17 19:08:32;;878.94
o-991068;2023-10-17 21:53:15;;8708.16
o-991069;2023-10-18 07:20:27;;6378.7
o-991070;2023-10-18 10:04:35;;6461.74
o-991071;2023-10-18 11:27:15;;292.98
o-991072;2023-10-18 13:12:36;;929.9
o-991073;2023-10-18 14:43:18;;1830.45
o-991074;2023-10-18 16:44:41;;1059.54
o-991075;2023-10-18 18:47:28;;2058.65
o-991076;2023-10-18 21:58:35;;3659.27
o-991077;2023-10-19 07:52:27;;1509.25
o-991078;2023-10-19 10:39:47;;6029.77
o-991079;2023-10-19 12:37:40;;369.43
o-991080;2023-10-19 14:33:25;;1604.51
o-991081;2023-10-19 16:24:56;;3104.35
o-991082;2023-10-19 18:07:58;;820.25
o-991083;2023-10-19 20:00:05;;1477.11
o-991084;2023-10-19 22:36:21;;3079.97
o-991085;2023-10-20 09:00:53;;4264.09
o-991086;2023-10-20 10:19:52;;2972.51
o-991087;2023-10-20 11:57:50;;940.99
o-991088;2023-10-20 14:13:45;;3758.98
o-991089;2023-10-20 15:45:36;;104.68
o-991090;2023-10-20 17:49:18;;5901.28
o-991091;2023-10-20 20:04:05;;4352.71
o-991092;2023-10-20 22:44:21;;624.2
o-991093;2023-10-21 19:09:03;;3180.72
o-991094;2023-10-22 18:50:30;;635.28
o-991095;2023-10-23 09:23:36;;3061.14
o-991096;2023-10-23 11:05:17;;1227.91
o-991097;2023-10-23 12:28:40;;1509.24
o-991098;2023-10-23 14:15:26;;2896.07
o-991099;2023-10-23 15:48:57;;4517.74
o-991100;2023-10-23 17:56:00;;989.73
o-991101;2023-10-23 20:24:11;;5160.24
o-991102;2023-10-23 23:26:03;;4710.48
o-991103;2023-10-24 09:19:26;;602.03
o-991104;2023-10-24 10:56:58;;226.52
o-991105;2023-10-24 13:12:02;;137.9
o-991106;2023-10-24 14:42:09;;5572.29
o-991107;2023-10-24 16:42:24;;2471.81
o-991108;2023-10-24 18:42:54;;49.3
o-991109;2023-10-24 21:44:53;;270.83
o-991110;2023-10-25 06:30:14;;3445.5
o-991111;2023-10-25 10:09:21;;6229.14
o-991112;2023-10-25 11:36:48;;646.33
o-991113;2023-10-25 13:31:42;;137.91
o-991114;2023-10-25 15:21:29;;358.34
o-991115;2023-10-25 17:01:04;;193.29
o-991116;2023-10-25 18:20:13;;1121.56
o-991117;2023-10-25 20:36:51;;624.2
o-991118;2023-10-26 00:42:02;;4432.49
o-991119;2023-10-26 09:46:20;;2177.18
o-991120;2023-10-26 11:50:46;;1194.66
o-991121;2023-10-26 13:59:37;;2574.85
o-991122;2023-10-26 16:17:20;;3043.42
o-991123;2023-10-26 17:52:46;;775.94
o-991124;2023-10-26 20:14:29;;4356.03
o-991125;2023-10-26 23:05:09;;967.57
o-991126;2023-10-27 08:54:22;;2634.66
o-991127;2023-10-27 11:09:39;;2752.06
o-991128;2023-10-27 12:37:23;;3169.68
o-991129;2023-10-27 14:32:52;;546.65
o-991130;2023-10-27 16:23:50;;635.28
o-991131;2023-10-27 18:05:45;;1078.31
o-991132;2023-10-27 19:53:27;;2091.9
o-991133;2023-10-27 23:23:05;;2567.1
o-991134;2023-10-28 21:35:08;;1288.79
o-991135;2023-10-29 21:12:08;;470.19
o-991136;2023-10-30 09:00:20;;2417.53
o-991137;2023-10-30 10:18:46;;1176.93
o-991138;2023-10-30 11:55:38;;1914.66
o-991139;2023-10-30 14:09:21;;2981.37
o-991140;2023-10-30 15:36:48;;1034.04
o-991141;2023-10-30 17:31:42;;1366.34
o-991142;2023-10-30 19:21:29;;2081.92
o-991143;2023-10-30 22:19:10;;697.3
o-991144;2023-10-31 08:26:31;;4710.47
o-991145;2023-10-31 10:27:52;;4791.36
o-991146;2023-10-31 12:13:50;;2091.89
o-991147;2023-10-31 13:45:45;;4698.3
o-991148;2023-10-31 15:49:36;;38.22
o-991149;2023-10-31 17:57:18;;5684.14
o-991150;2023-10-31 20:28:05;;4130.08
o-991151;2023-10-31 23:49:26;;3382.36
o-991152;2023-11-01 09:47:31;;6085.15
o-991153;2023-11-01 11:53:07;;4157.75
o-991154;2023-11-01 14:04:20;;2305.63
o-991155;2023-11-01 15:26:46;;2677.85
o-991156;2023-11-01 17:11:37;;1244.48
o-991157;2023-11-01 18:41:20;;347.27
o-991158;2023-11-01 21:40:11;;2940.39
o-991159;2023-11-02 06:02:03;;1930.15
o-991160;2023-11-02 09:38:20;;9168.94
o-991161;2023-11-02 11:34:46;;4412.51
o-991162;2023-11-02 13:27:38;;4378.17
o-991163;2023-11-02 15:13:21;;3192.95
o-991164;2023-11-02 16:44:48;;4518.88
o-991165;2023-11-02 18:47:42;;448.05
o-991166;2023-11-02 21:59:17;;5503.61
o-991167;2023-11-03 07:56:38;;12372.45
o-991168;2023-11-03 10:44:24;;6065.2
o-991169;2023-11-03 12:46:53;;291.89
o-991170;2023-11-03 14:51:52;;5117.02
o-991171;2023-11-03 17:01:50;;4959.69
o-991172;2023-11-03 18:21:45;;3659.25
o-991173;2023-11-03 20:41:27;;3169.69
o-991174;2023-11-04 05:23:20;;8918.63
o-991175;2023-11-05 01:56:04;;5632.11
o-991176;2023-11-05 23:45:10;;290.8
