ocel_event_id;ocel_object_id;ocel_qualifier
weigh_loaded_trucktr254;tr254;Truck weighed
arrive_at_Silo64;Silo64;Silo for truck load
check_abnormalitytr70;tr70;truck exmained for empty weight abnormality
arrive_at_Silo64;Silo64;Silo for truck load
trs_entrytr299;tr299;Entry evaluation for truck
arrive_at_Silo64;Silo64;Silo for truck load
trs_entrytr53;tr53;Entry evaluation for truck
fail_weightr222;tr222;Truck failed to be weighed
weigh_loaded_trucktr44;tr44;Truck weighed
check_abnormalitytr171;tr171;truck exmained for empty weight abnormality
check_abnormalitytr175;tr175;truck exmained for empty weight abnormality
check_abnormalitytr42;tr42;truck exmained for empty weight abnormality
weigh_empty_trucktr37;tr37;Empty truck weighed
weigh_loaded_trucktr185;tr185;Truck weighed
print_w_tickettr182;tr182;Printed weighing ticket for pickup plan
input_tally_sheettr182;tr182;Tally Sheet for pickup plan
check_abnormalitytr117;tr117;truck exmained for empty weight abnormality
determine_continuanceSilo64;Silo64;silo evaluated for pickup continuance
weigh_loaded_trucktr138;tr138;Truck weighed
determine_continuanceSilo64;Silo64;silo evaluated for pickup continuance
Lodge_Pcp917;Pcp917;lodged pickup plan
Lodge_Pcp917;Cr672;cargo to be picked up
input_tally_sheettr145;tr145;Tally Sheet for pickup plan
print_w_tickettr145;tr145;Printed weighing ticket for pickup plan
weigh_empty_trucktr53;tr53;Empty truck weighed
determine_continuanceSilo64;Silo64;silo evaluated for pickup continuance
weigh_empty_trucktr299;tr299;Empty truck weighed
fail_weightr175;tr175;Truck failed to be weighed
load_trucktr300;tr300;cargo load for truck
load_trucktr47;tr47;cargo load for truck
load_trucktr153;tr153;cargo load for truck
fail_weightr42;tr42;Truck failed to be weighed
fail_weightr117;tr117;Truck failed to be weighed
eval_trs_exittr182_Pcp989;tr182;Exit evaluation for truck
trs_entrytr236;tr236;Entry evaluation for truck
weigh_loaded_trucktr274;tr274;Truck weighed
eval_trs_exittr145_Pcp989;tr145;Exit evaluation for truck
check_abnormalitytr37;tr37;truck exmained for empty weight abnormality
arrive_at_Silo83;Silo83;Silo for truck load
print_w_tickettr80;tr80;Printed weighing ticket for pickup plan
input_tally_sheettr80;tr80;Tally Sheet for pickup plan
trs_entrytr101;tr101;Entry evaluation for truck
trs_entrytr62;tr62;Entry evaluation for truck
check_abnormalitytr53;tr53;truck exmained for empty weight abnormality
arrive_at_Silo83;Silo83;Silo for truck load
input_tally_sheettr254;tr254;Tally Sheet for pickup plan
print_w_tickettr254;tr254;Printed weighing ticket for pickup plan
weigh_empty_trucktr236;tr236;Empty truck weighed
check_abnormalitytr299;tr299;truck exmained for empty weight abnormality
print_w_tickettr44;tr44;Printed weighing ticket for pickup plan
input_tally_sheettr44;tr44;Tally Sheet for pickup plan
determine_continuanceSilo83;Silo83;silo evaluated for pickup continuance
trs_entrytr189;tr189;Entry evaluation for truck
trs_entrytr148;tr148;Entry evaluation for truck
input_tally_sheettr138;tr138;Tally Sheet for pickup plan
print_w_tickettr138;tr138;Printed weighing ticket for pickup plan
trs_entrytr151;tr151;Entry evaluation for truck
fail_weightr53;tr53;Truck failed to be weighed
weigh_empty_trucktr62;tr62;Empty truck weighed
eval_trs_exittr80_Pcp989;tr80;Exit evaluation for truck
weigh_empty_trucktr101;tr101;Empty truck weighed
print_w_tickettr185;tr185;Printed weighing ticket for pickup plan
input_tally_sheettr185;tr185;Tally Sheet for pickup plan
load_trucktr171;tr171;cargo load for truck
determine_continuanceSilo83;Silo83;silo evaluated for pickup continuance
fail_weightr299;tr299;Truck failed to be weighed
eval_trs_exittr254_Pcp989;tr254;Exit evaluation for truck
arrive_at_Silo66;Silo66;Silo for truck load
eval_trs_exittr44_Pcp339;tr44;Exit evaluation for truck
check_abnormalitytr236;tr236;truck exmained for empty weight abnormality
weigh_empty_trucktr148;tr148;Empty truck weighed
weigh_empty_trucktr151;tr151;Empty truck weighed
input_tally_sheettr274;tr274;Tally Sheet for pickup plan
print_w_tickettr274;tr274;Printed weighing ticket for pickup plan
weigh_empty_trucktr189;tr189;Empty truck weighed
eval_trs_exittr138_Pcp148;tr138;Exit evaluation for truck
load_trucktr70;tr70;cargo load for truck
eval_trs_exittr185_Pcp339;tr185;Exit evaluation for truck
determine_continuanceSilo66;Silo66;silo evaluated for pickup continuance
check_abnormalitytr62;tr62;truck exmained for empty weight abnormality
check_abnormalitytr101;tr101;truck exmained for empty weight abnormality
fail_weightr236;tr236;Truck failed to be weighed
eval_trs_exittr274_Pcp339;tr274;Exit evaluation for truck
load_trucktr37;tr37;cargo load for truck
weigh_loaded_trucktr153;tr153;Truck weighed
check_abnormalitytr148;tr148;truck exmained for empty weight abnormality
check_abnormalitytr189;tr189;truck exmained for empty weight abnormality
weigh_loaded_trucktr47;tr47;Truck weighed
fail_weightr101;tr101;Truck failed to be weighed
check_abnormalitytr151;tr151;truck exmained for empty weight abnormality
fail_weightr62;tr62;Truck failed to be weighed
fail_weightr148;tr148;Truck failed to be weighed
weigh_loaded_trucktr300;tr300;Truck weighed
fail_weightr189;tr189;Truck failed to be weighed
fail_weightr151;tr151;Truck failed to be weighed
Lodge_Pcp1522;Pcp1522;lodged pickup plan
Lodge_Pcp1522;Cr152;cargo to be picked up
assign_trs_Pcp917;tr136;Pickup plan trucks assignment
assign_trs_Pcp917;tr27;Pickup plan trucks assignment
print_w_tickettr153;tr153;Printed weighing ticket for pickup plan
input_tally_sheettr153;tr153;Tally Sheet for pickup plan
assign_trs_Pcp917;tr97;Pickup plan trucks assignment
assign_trs_Pcp917;tr104;Pickup plan trucks assignment
assign_trs_Pcp917;tr223;Pickup plan trucks assignment
weigh_loaded_trucktr171;tr171;Truck weighed
assign_trs_Pcp917;tr112;Pickup plan trucks assignment
weigh_loaded_trucktr37;tr37;Truck weighed
print_w_tickettr300;tr300;Printed weighing ticket for pickup plan
input_tally_sheettr300;tr300;Tally Sheet for pickup plan
weigh_loaded_trucktr70;tr70;Truck weighed
eval_trs_exittr153_Pcp974;tr153;Exit evaluation for truck
input_tally_sheettr47;tr47;Tally Sheet for pickup plan
print_w_tickettr47;tr47;Printed weighing ticket for pickup plan
eval_trs_exittr300_Pcp974;tr300;Exit evaluation for truck
eval_trs_exittr47_Pcp974;tr47;Exit evaluation for truck
trs_entrytr223;tr223;Entry evaluation for truck
print_w_tickettr37;tr37;Printed weighing ticket for pickup plan
input_tally_sheettr37;tr37;Tally Sheet for pickup plan
print_w_tickettr171;tr171;Printed weighing ticket for pickup plan
input_tally_sheettr171;tr171;Tally Sheet for pickup plan
trs_entrytr136;tr136;Entry evaluation for truck
trs_entrytr112;tr112;Entry evaluation for truck
weigh_empty_trucktr223;tr223;Empty truck weighed
trs_entrytr97;tr97;Entry evaluation for truck
trs_entrytr104;tr104;Entry evaluation for truck
eval_trs_exittr37_Pcp1464;tr37;Exit evaluation for truck
trs_entrytr27;tr27;Entry evaluation for truck
eval_trs_exittr171_Pcp1619;tr171;Exit evaluation for truck
input_tally_sheettr70;tr70;Tally Sheet for pickup plan
print_w_tickettr70;tr70;Printed weighing ticket for pickup plan
weigh_empty_trucktr136;tr136;Empty truck weighed
weigh_empty_trucktr112;tr112;Empty truck weighed
weigh_empty_trucktr97;tr97;Empty truck weighed
weigh_empty_trucktr104;tr104;Empty truck weighed
weigh_empty_trucktr27;tr27;Empty truck weighed
check_abnormalitytr223;tr223;truck exmained for empty weight abnormality
eval_trs_exittr70_Pcp1619;tr70;Exit evaluation for truck
Lodge_Pcp1089;Pcp1089;lodged pickup plan
Lodge_Pcp1089;Cr1990;cargo to be picked up
check_abnormalitytr136;tr136;truck exmained for empty weight abnormality
fail_weightr223;tr223;Truck failed to be weighed
check_abnormalitytr112;tr112;truck exmained for empty weight abnormality
fail_weightr136;tr136;Truck failed to be weighed
check_abnormalitytr27;tr27;truck exmained for empty weight abnormality
check_abnormalitytr97;tr97;truck exmained for empty weight abnormality
check_abnormalitytr104;tr104;truck exmained for empty weight abnormality
arrive_at_Silo17;Silo17;Silo for truck load
fail_weightr104;tr104;Truck failed to be weighed
fail_weightr112;tr112;Truck failed to be weighed
arrive_at_Silo17;Silo17;Silo for truck load
determine_continuanceSilo17;Silo17;silo evaluated for pickup continuance
load_trucktr27;tr27;cargo load for truck
determine_continuanceSilo17;Silo17;silo evaluated for pickup continuance
load_trucktr97;tr97;cargo load for truck
weigh_loaded_trucktr27;tr27;Truck weighed
weigh_loaded_trucktr97;tr97;Truck weighed
print_w_tickettr97;tr97;Printed weighing ticket for pickup plan
input_tally_sheettr97;tr97;Tally Sheet for pickup plan
print_w_tickettr27;tr27;Printed weighing ticket for pickup plan
input_tally_sheettr27;tr27;Tally Sheet for pickup plan
assign_trs_Pcp1522;tr179;Pickup plan trucks assignment
eval_trs_exittr97_Pcp917;tr97;Exit evaluation for truck
assign_trs_Pcp1522;tr156;Pickup plan trucks assignment
assign_trs_Pcp1522;tr195;Pickup plan trucks assignment
assign_trs_Pcp1522;tr18;Pickup plan trucks assignment
assign_trs_Pcp1522;tr293;Pickup plan trucks assignment
assign_trs_Pcp1522;tr89;Pickup plan trucks assignment
eval_trs_exittr27_Pcp917;tr27;Exit evaluation for truck
trs_entrytr18;tr18;Entry evaluation for truck
trs_entrytr179;tr179;Entry evaluation for truck
trs_entrytr156;tr156;Entry evaluation for truck
trs_entrytr195;tr195;Entry evaluation for truck
weigh_empty_trucktr18;tr18;Empty truck weighed
trs_entrytr89;tr89;Entry evaluation for truck
weigh_empty_trucktr179;tr179;Empty truck weighed
weigh_empty_trucktr156;tr156;Empty truck weighed
trs_entrytr293;tr293;Entry evaluation for truck
weigh_empty_trucktr195;tr195;Empty truck weighed
weigh_empty_trucktr89;tr89;Empty truck weighed
check_abnormalitytr18;tr18;truck exmained for empty weight abnormality
weigh_empty_trucktr293;tr293;Empty truck weighed
check_abnormalitytr156;tr156;truck exmained for empty weight abnormality
check_abnormalitytr179;tr179;truck exmained for empty weight abnormality
check_abnormalitytr195;tr195;truck exmained for empty weight abnormality
Lodge_Pcp489;Pcp489;lodged pickup plan
Lodge_Pcp489;Cr366;cargo to be picked up
check_abnormalitytr89;tr89;truck exmained for empty weight abnormality
fail_weightr179;tr179;Truck failed to be weighed
fail_weightr195;tr195;Truck failed to be weighed
arrive_at_Silo3;Silo3;Silo for truck load
check_abnormalitytr293;tr293;truck exmained for empty weight abnormality
fail_weightr89;tr89;Truck failed to be weighed
determine_continuanceSilo3;Silo3;silo evaluated for pickup continuance
fail_weightr293;tr293;Truck failed to be weighed
arrive_at_Silo3;Silo3;Silo for truck load
load_trucktr18;tr18;cargo load for truck
determine_continuanceSilo3;Silo3;silo evaluated for pickup continuance
assign_trs_Pcp1089;tr118;Pickup plan trucks assignment
assign_trs_Pcp1089;tr164;Pickup plan trucks assignment
assign_trs_Pcp1089;tr8;Pickup plan trucks assignment
load_trucktr156;tr156;cargo load for truck
assign_trs_Pcp1089;tr5;Pickup plan trucks assignment
weigh_loaded_trucktr18;tr18;Truck weighed
trs_entrytr118;tr118;Entry evaluation for truck
trs_entrytr164;tr164;Entry evaluation for truck
trs_entrytr5;tr5;Entry evaluation for truck
trs_entrytr8;tr8;Entry evaluation for truck
weigh_loaded_trucktr156;tr156;Truck weighed
weigh_empty_trucktr118;tr118;Empty truck weighed
print_w_tickettr18;tr18;Printed weighing ticket for pickup plan
input_tally_sheettr18;tr18;Tally Sheet for pickup plan
weigh_empty_trucktr164;tr164;Empty truck weighed
weigh_empty_trucktr5;tr5;Empty truck weighed
weigh_empty_trucktr8;tr8;Empty truck weighed
eval_trs_exittr18_Pcp1522;tr18;Exit evaluation for truck
check_abnormalitytr118;tr118;truck exmained for empty weight abnormality
check_abnormalitytr164;tr164;truck exmained for empty weight abnormality
check_abnormalitytr5;tr5;truck exmained for empty weight abnormality
input_tally_sheettr156;tr156;Tally Sheet for pickup plan
print_w_tickettr156;tr156;Printed weighing ticket for pickup plan
check_abnormalitytr8;tr8;truck exmained for empty weight abnormality
fail_weightr118;tr118;Truck failed to be weighed
fail_weightr164;tr164;Truck failed to be weighed
fail_weightr5;tr5;Truck failed to be weighed
fail_weightr8;tr8;Truck failed to be weighed
eval_trs_exittr156_Pcp1522;tr156;Exit evaluation for truck
Lodge_Pcp646;Pcp646;lodged pickup plan
Lodge_Pcp646;Cr445;cargo to be picked up
assign_trs_Pcp489;tr252;Pickup plan trucks assignment
assign_trs_Pcp489;tr93;Pickup plan trucks assignment
assign_trs_Pcp489;tr132;Pickup plan trucks assignment
assign_trs_Pcp489;tr32;Pickup plan trucks assignment
assign_trs_Pcp489;tr116;Pickup plan trucks assignment
assign_trs_Pcp489;tr84;Pickup plan trucks assignment
assign_trs_Pcp489;tr20;Pickup plan trucks assignment
Lodge_Pcp1614;Pcp1614;lodged pickup plan
Lodge_Pcp1614;Cr834;cargo to be picked up
Lodge_Pcp1174;Pcp1174;lodged pickup plan
Lodge_Pcp1174;Cr1499;cargo to be picked up
Lodge_Pcp46;Pcp46;lodged pickup plan
Lodge_Pcp46;Cr184;cargo to be picked up
trs_entrytr132;tr132;Entry evaluation for truck
trs_entrytr252;tr252;Entry evaluation for truck
trs_entrytr32;tr32;Entry evaluation for truck
trs_entrytr84;tr84;Entry evaluation for truck
trs_entrytr93;tr93;Entry evaluation for truck
trs_entrytr116;tr116;Entry evaluation for truck
trs_entrytr20;tr20;Entry evaluation for truck
weigh_empty_trucktr132;tr132;Empty truck weighed
weigh_empty_trucktr252;tr252;Empty truck weighed
weigh_empty_trucktr32;tr32;Empty truck weighed
weigh_empty_trucktr84;tr84;Empty truck weighed
weigh_empty_trucktr93;tr93;Empty truck weighed
weigh_empty_trucktr116;tr116;Empty truck weighed
weigh_empty_trucktr20;tr20;Empty truck weighed
check_abnormalitytr132;tr132;truck exmained for empty weight abnormality
check_abnormalitytr32;tr32;truck exmained for empty weight abnormality
check_abnormalitytr252;tr252;truck exmained for empty weight abnormality
check_abnormalitytr93;tr93;truck exmained for empty weight abnormality
check_abnormalitytr84;tr84;truck exmained for empty weight abnormality
check_abnormalitytr20;tr20;truck exmained for empty weight abnormality
fail_weightr132;tr132;Truck failed to be weighed
check_abnormalitytr116;tr116;truck exmained for empty weight abnormality
fail_weightr32;tr32;Truck failed to be weighed
fail_weightr84;tr84;Truck failed to be weighed
fail_weightr252;tr252;Truck failed to be weighed
fail_weightr93;tr93;Truck failed to be weighed
arrive_at_Silo37;Silo37;Silo for truck load
arrive_at_Silo37;Silo37;Silo for truck load
determine_continuanceSilo37;Silo37;silo evaluated for pickup continuance
load_trucktr20;tr20;cargo load for truck
determine_continuanceSilo37;Silo37;silo evaluated for pickup continuance
load_trucktr116;tr116;cargo load for truck
weigh_loaded_trucktr20;tr20;Truck weighed
weigh_loaded_trucktr116;tr116;Truck weighed
Lodge_Pcp1530;Pcp1530;lodged pickup plan
Lodge_Pcp1530;Cr1633;cargo to be picked up
print_w_tickettr116;tr116;Printed weighing ticket for pickup plan
input_tally_sheettr116;tr116;Tally Sheet for pickup plan
print_w_tickettr20;tr20;Printed weighing ticket for pickup plan
input_tally_sheettr20;tr20;Tally Sheet for pickup plan
assign_trs_Pcp646;tr25;Pickup plan trucks assignment
assign_trs_Pcp646;tr98;Pickup plan trucks assignment
assign_trs_Pcp646;tr131;Pickup plan trucks assignment
assign_trs_Pcp646;tr96;Pickup plan trucks assignment
assign_trs_Pcp646;tr211;Pickup plan trucks assignment
assign_trs_Pcp646;tr31;Pickup plan trucks assignment
eval_trs_exittr116_Pcp489;tr116;Exit evaluation for truck
eval_trs_exittr20_Pcp489;tr20;Exit evaluation for truck
trs_entrytr211;tr211;Entry evaluation for truck
trs_entrytr131;tr131;Entry evaluation for truck
trs_entrytr25;tr25;Entry evaluation for truck
trs_entrytr31;tr31;Entry evaluation for truck
weigh_empty_trucktr211;tr211;Empty truck weighed
weigh_empty_trucktr131;tr131;Empty truck weighed
trs_entrytr98;tr98;Entry evaluation for truck
trs_entrytr96;tr96;Entry evaluation for truck
weigh_empty_trucktr25;tr25;Empty truck weighed
weigh_empty_trucktr31;tr31;Empty truck weighed
weigh_empty_trucktr96;tr96;Empty truck weighed
weigh_empty_trucktr98;tr98;Empty truck weighed
check_abnormalitytr211;tr211;truck exmained for empty weight abnormality
assign_trs_Pcp1614;tr128;Pickup plan trucks assignment
check_abnormalitytr131;tr131;truck exmained for empty weight abnormality
assign_trs_Pcp1614;tr159;Pickup plan trucks assignment
check_abnormalitytr31;tr31;truck exmained for empty weight abnormality
assign_trs_Pcp1614;tr251;Pickup plan trucks assignment
check_abnormalitytr25;tr25;truck exmained for empty weight abnormality
assign_trs_Pcp1174;tr22;Pickup plan trucks assignment
assign_trs_Pcp1174;tr257;Pickup plan trucks assignment
assign_trs_Pcp1174;tr175;Pickup plan trucks assignment
assign_trs_Pcp1174;tr41;Pickup plan trucks assignment
assign_trs_Pcp1174;tr72;Pickup plan trucks assignment
fail_weightr211;tr211;Truck failed to be weighed
assign_trs_Pcp46;tr265;Pickup plan trucks assignment
check_abnormalitytr96;tr96;truck exmained for empty weight abnormality
assign_trs_Pcp46;tr33;Pickup plan trucks assignment
assign_trs_Pcp46;tr224;Pickup plan trucks assignment
assign_trs_Pcp46;tr195;Pickup plan trucks assignment
assign_trs_Pcp46;tr243;Pickup plan trucks assignment
assign_trs_Pcp46;tr153;Pickup plan trucks assignment
fail_weightr131;tr131;Truck failed to be weighed
check_abnormalitytr98;tr98;truck exmained for empty weight abnormality
assign_trs_Pcp46;tr137;Pickup plan trucks assignment
fail_weightr25;tr25;Truck failed to be weighed
fail_weightr98;tr98;Truck failed to be weighed
arrive_at_Silo19;Silo19;Silo for truck load
arrive_at_Silo19;Silo19;Silo for truck load
trs_entrytr22;tr22;Entry evaluation for truck
trs_entrytr128;tr128;Entry evaluation for truck
determine_continuanceSilo19;Silo19;silo evaluated for pickup continuance
trs_entrytr72;tr72;Entry evaluation for truck
trs_entrytr265;tr265;Entry evaluation for truck
trs_entrytr175;tr175;Entry evaluation for truck
trs_entrytr243;tr243;Entry evaluation for truck
trs_entrytr251;tr251;Entry evaluation for truck
determine_continuanceSilo19;Silo19;silo evaluated for pickup continuance
assign_trs_Pcp1530;tr276;Pickup plan trucks assignment
trs_entrytr159;tr159;Entry evaluation for truck
trs_entrytr41;tr41;Entry evaluation for truck
assign_trs_Pcp1530;tr292;Pickup plan trucks assignment
load_trucktr31;tr31;cargo load for truck
trs_entrytr257;tr257;Entry evaluation for truck
assign_trs_Pcp1530;tr56;Pickup plan trucks assignment
trs_entrytr153;tr153;Entry evaluation for truck
assign_trs_Pcp1530;tr38;Pickup plan trucks assignment
trs_entrytr137;tr137;Entry evaluation for truck
assign_trs_Pcp1530;tr74;Pickup plan trucks assignment
trs_entrytr195;tr195;Entry evaluation for truck
weigh_empty_trucktr22;tr22;Empty truck weighed
assign_trs_Pcp1530;tr125;Pickup plan trucks assignment
weigh_empty_trucktr128;tr128;Empty truck weighed
Lodge_Pcp408;Pcp408;lodged pickup plan
Lodge_Pcp408;Cr724;cargo to be picked up
assign_trs_Pcp1530;tr26;Pickup plan trucks assignment
weigh_empty_trucktr175;tr175;Empty truck weighed
load_trucktr96;tr96;cargo load for truck
weigh_empty_trucktr265;tr265;Empty truck weighed
trs_entrytr224;tr224;Entry evaluation for truck
weigh_empty_trucktr72;tr72;Empty truck weighed
weigh_empty_trucktr243;tr243;Empty truck weighed
trs_entrytr33;tr33;Entry evaluation for truck
weigh_empty_trucktr41;tr41;Empty truck weighed
weigh_empty_trucktr251;tr251;Empty truck weighed
weigh_empty_trucktr159;tr159;Empty truck weighed
weigh_empty_trucktr137;tr137;Empty truck weighed
weigh_empty_trucktr153;tr153;Empty truck weighed
weigh_empty_trucktr257;tr257;Empty truck weighed
weigh_empty_trucktr195;tr195;Empty truck weighed
Lodge_Pcp933;Pcp933;lodged pickup plan
Lodge_Pcp933;Cr60;cargo to be picked up
check_abnormalitytr22;tr22;truck exmained for empty weight abnormality
weigh_empty_trucktr224;tr224;Empty truck weighed
check_abnormalitytr175;tr175;truck exmained for empty weight abnormality
weigh_empty_trucktr33;tr33;Empty truck weighed
check_abnormalitytr265;tr265;truck exmained for empty weight abnormality
check_abnormalitytr128;tr128;truck exmained for empty weight abnormality
check_abnormalitytr41;tr41;truck exmained for empty weight abnormality
check_abnormalitytr243;tr243;truck exmained for empty weight abnormality
check_abnormalitytr137;tr137;truck exmained for empty weight abnormality
check_abnormalitytr153;tr153;truck exmained for empty weight abnormality
check_abnormalitytr72;tr72;truck exmained for empty weight abnormality
check_abnormalitytr195;tr195;truck exmained for empty weight abnormality
check_abnormalitytr251;tr251;truck exmained for empty weight abnormality
check_abnormalitytr159;tr159;truck exmained for empty weight abnormality
check_abnormalitytr257;tr257;truck exmained for empty weight abnormality
trs_entrytr276;tr276;Entry evaluation for truck
fail_weightr22;tr22;Truck failed to be weighed
trs_entrytr74;tr74;Entry evaluation for truck
weigh_loaded_trucktr31;tr31;Truck weighed
trs_entrytr38;tr38;Entry evaluation for truck
fail_weightr41;tr41;Truck failed to be weighed
fail_weightr137;tr137;Truck failed to be weighed
trs_entrytr56;tr56;Entry evaluation for truck
fail_weightr72;tr72;Truck failed to be weighed
fail_weightr251;tr251;Truck failed to be weighed
check_abnormalitytr224;tr224;truck exmained for empty weight abnormality
check_abnormalitytr33;tr33;truck exmained for empty weight abnormality
trs_entrytr26;tr26;Entry evaluation for truck
weigh_empty_trucktr276;tr276;Empty truck weighed
trs_entrytr292;tr292;Entry evaluation for truck
fail_weightr257;tr257;Truck failed to be weighed
arrive_at_Silo23;Silo23;Silo for truck load
weigh_empty_trucktr74;tr74;Empty truck weighed
arrive_at_Silo21;Silo21;Silo for truck load
trs_entrytr125;tr125;Entry evaluation for truck
weigh_empty_trucktr38;tr38;Empty truck weighed
arrive_at_Silo21;Silo21;Silo for truck load
Lodge_Pcp958;Pcp958;lodged pickup plan
Lodge_Pcp958;Cr1586;cargo to be picked up
arrive_at_Silo21;Silo21;Silo for truck load
weigh_empty_trucktr56;tr56;Empty truck weighed
arrive_at_Silo4;Silo4;Silo for truck load
determine_continuanceSilo23;Silo23;silo evaluated for pickup continuance
arrive_at_Silo21;Silo21;Silo for truck load
arrive_at_Silo4;Silo4;Silo for truck load
weigh_empty_trucktr26;tr26;Empty truck weighed
fail_weightr224;tr224;Truck failed to be weighed
weigh_empty_trucktr292;tr292;Empty truck weighed
determine_continuanceSilo21;Silo21;silo evaluated for pickup continuance
weigh_loaded_trucktr96;tr96;Truck weighed
check_abnormalitytr276;tr276;truck exmained for empty weight abnormality
arrive_at_Silo21;Silo21;Silo for truck load
weigh_empty_trucktr125;tr125;Empty truck weighed
determine_continuanceSilo21;Silo21;silo evaluated for pickup continuance
load_trucktr175;tr175;cargo load for truck
determine_continuanceSilo21;Silo21;silo evaluated for pickup continuance
Lodge_Pcp1584;Pcp1584;lodged pickup plan
Lodge_Pcp1584;Cr440;cargo to be picked up
check_abnormalitytr74;tr74;truck exmained for empty weight abnormality
determine_continuanceSilo4;Silo4;silo evaluated for pickup continuance
check_abnormalitytr38;tr38;truck exmained for empty weight abnormality
determine_continuanceSilo21;Silo21;silo evaluated for pickup continuance
determine_continuanceSilo4;Silo4;silo evaluated for pickup continuance
load_trucktr243;tr243;cargo load for truck
check_abnormalitytr56;tr56;truck exmained for empty weight abnormality
load_trucktr153;tr153;cargo load for truck
load_trucktr265;tr265;cargo load for truck
load_trucktr159;tr159;cargo load for truck
determine_continuanceSilo21;Silo21;silo evaluated for pickup continuance
load_trucktr195;tr195;cargo load for truck
load_trucktr128;tr128;cargo load for truck
print_w_tickettr31;tr31;Printed weighing ticket for pickup plan
input_tally_sheettr31;tr31;Tally Sheet for pickup plan
check_abnormalitytr26;tr26;truck exmained for empty weight abnormality
check_abnormalitytr292;tr292;truck exmained for empty weight abnormality
fail_weightr38;tr38;Truck failed to be weighed
check_abnormalitytr125;tr125;truck exmained for empty weight abnormality
fail_weightr56;tr56;Truck failed to be weighed
assign_trs_Pcp408;tr283;Pickup plan trucks assignment
load_trucktr33;tr33;cargo load for truck
assign_trs_Pcp408;tr57;Pickup plan trucks assignment
arrive_at_Silo74;Silo74;Silo for truck load
assign_trs_Pcp408;tr249;Pickup plan trucks assignment
assign_trs_Pcp408;tr117;Pickup plan trucks assignment
assign_trs_Pcp408;tr273;Pickup plan trucks assignment
assign_trs_Pcp408;tr184;Pickup plan trucks assignment
Lodge_Pcp421;Pcp421;lodged pickup plan
Lodge_Pcp421;Cr1054;cargo to be picked up
assign_trs_Pcp408;tr241;Pickup plan trucks assignment
print_w_tickettr96;tr96;Printed weighing ticket for pickup plan
input_tally_sheettr96;tr96;Tally Sheet for pickup plan
fail_weightr26;tr26;Truck failed to be weighed
eval_trs_exittr31_Pcp646;tr31;Exit evaluation for truck
fail_weightr292;tr292;Truck failed to be weighed
arrive_at_Silo74;Silo74;Silo for truck load
fail_weightr125;tr125;Truck failed to be weighed
assign_trs_Pcp933;tr19;Pickup plan trucks assignment
assign_trs_Pcp933;tr253;Pickup plan trucks assignment
assign_trs_Pcp933;tr109;Pickup plan trucks assignment
weigh_loaded_trucktr175;tr175;Truck weighed
assign_trs_Pcp933;tr279;Pickup plan trucks assignment
assign_trs_Pcp933;tr223;Pickup plan trucks assignment
Lodge_Pcp229;Pcp229;lodged pickup plan
Lodge_Pcp229;Cr1531;cargo to be picked up
assign_trs_Pcp933;tr187;Pickup plan trucks assignment
determine_continuanceSilo74;Silo74;silo evaluated for pickup continuance
assign_trs_Pcp933;tr272;Pickup plan trucks assignment
determine_continuanceSilo74;Silo74;silo evaluated for pickup continuance
weigh_loaded_trucktr243;tr243;Truck weighed
load_trucktr276;tr276;cargo load for truck
weigh_loaded_trucktr153;tr153;Truck weighed
eval_trs_exittr96_Pcp646;tr96;Exit evaluation for truck
load_trucktr74;tr74;cargo load for truck
weigh_loaded_trucktr265;tr265;Truck weighed
weigh_loaded_trucktr195;tr195;Truck weighed
weigh_loaded_trucktr159;tr159;Truck weighed
trs_entrytr283;tr283;Entry evaluation for truck
weigh_loaded_trucktr128;tr128;Truck weighed
trs_entrytr57;tr57;Entry evaluation for truck
trs_entrytr273;tr273;Entry evaluation for truck
trs_entrytr241;tr241;Entry evaluation for truck
assign_trs_Pcp958;tr298;Pickup plan trucks assignment
input_tally_sheettr175;tr175;Tally Sheet for pickup plan
print_w_tickettr175;tr175;Printed weighing ticket for pickup plan
weigh_empty_trucktr283;tr283;Empty truck weighed
weigh_loaded_trucktr33;tr33;Truck weighed
assign_trs_Pcp958;tr108;Pickup plan trucks assignment
print_w_tickettr153;tr153;Printed weighing ticket for pickup plan
input_tally_sheettr153;tr153;Tally Sheet for pickup plan
assign_trs_Pcp958;tr157;Pickup plan trucks assignment
assign_trs_Pcp958;tr29;Pickup plan trucks assignment
print_w_tickettr243;tr243;Printed weighing ticket for pickup plan
input_tally_sheettr243;tr243;Tally Sheet for pickup plan
trs_entrytr117;tr117;Entry evaluation for truck
trs_entrytr253;tr253;Entry evaluation for truck
trs_entrytr223;tr223;Entry evaluation for truck
weigh_empty_trucktr57;tr57;Empty truck weighed
trs_entrytr184;tr184;Entry evaluation for truck
trs_entrytr249;tr249;Entry evaluation for truck
trs_entrytr279;tr279;Entry evaluation for truck
assign_trs_Pcp1584;tr245;Pickup plan trucks assignment
trs_entrytr19;tr19;Entry evaluation for truck
assign_trs_Pcp1584;tr294;Pickup plan trucks assignment
weigh_empty_trucktr273;tr273;Empty truck weighed
trs_entrytr109;tr109;Entry evaluation for truck
trs_entrytr272;tr272;Entry evaluation for truck
assign_trs_Pcp1584;tr143;Pickup plan trucks assignment
trs_entrytr187;tr187;Entry evaluation for truck
assign_trs_Pcp1584;tr262;Pickup plan trucks assignment
