ocel_id;ocel_time;ocel_changed_field;Amount of Containers;Status
td405;2024-04-02 11:00:00;Status;;shipped
td389;2024-04-02 11:00:00;Status;;shipped
td396;2024-04-02 11:00:00;Status;;shipped
td395;2024-04-02 11:00:00;Status;;shipped
td398;2024-04-02 11:00:00;Status;;shipped
td415;2024-04-02 19:54:33;Status;;in transit
td416;2024-04-02 23:27:03;Status;;in transit
td417;2024-04-03 00:01:32;;4
td418;2024-04-03 03:17:41;;3
td417;2024-04-03 21:59:05;Status;;in transit
td419;2024-04-03 22:18:22;;5
td418;2024-04-04 03:33:42;Status;;in transit
td420;2024-04-04 05:54:24;;5
td421;2024-04-04 23:40:26;;5
td419;2024-04-05 03:45:35;Status;;in transit
td422;2024-04-05 07:41:39;;4
td416;2024-04-05 11:00:00;Status;;shipped
td410;2024-04-05 11:00:00;Status;;shipped
td394;2024-04-05 11:00:00;Status;;shipped
td415;2024-04-05 11:00:00;Status;;shipped
td399;2024-04-05 11:00:00;Status;;shipped
td407;2024-04-05 11:00:00;Status;;shipped
td423;2024-04-06 00:50:11;;4
td421;2024-04-06 13:29:53;Status;;in transit
td420;2024-04-06 17:24:18;Status;;in transit
td422;2024-04-06 21:47:13;Status;;in transit
td423;2024-04-07 12:53:45;Status;;in transit
td424;2024-04-08 20:36:10;;2
td425;2024-04-09 02:42:07;;5
td424;2024-04-09 04:31:29;Status;;in transit
td414;2024-04-09 11:00:00;Status;;shipped
td401;2024-04-09 11:00:00;Status;;shipped
td409;2024-04-09 11:00:00;Status;;shipped
td390;2024-04-09 11:00:00;Status;;shipped
td411;2024-04-09 11:00:00;Status;;shipped
td425;2024-04-09 21:51:24;Status;;in transit
td426;2024-04-09 23:19:57;;4
td427;2024-04-10 02:54:05;;2
td428;2024-04-10 20:51:53;;5
td427;2024-04-10 21:31:37;Status;;in transit
td426;2024-04-11 00:47:55;Status;;in transit
td429;2024-04-11 05:57:06;;4
td430;2024-04-11 22:43:42;;5
td431;2024-04-12 05:04:29;;4
td428;2024-04-12 10:39:27;Status;;in transit
td402;2024-04-12 11:00:00;Status;;shipped
td406;2024-04-12 11:00:00;Status;;shipped
td429;2024-04-12 23:03:41;Status;;in transit
td432;2024-04-13 02:54:51;;2
td432;2024-04-13 21:44:20;Status;;in transit
td430;2024-04-14 02:49:10;Status;;in transit
td431;2024-04-14 10:42:54;Status;;in transit
td433;2024-04-15 22:31:14;;2
td434;2024-04-16 02:47:56;;1
td433;2024-04-16 09:18:46;Status;;in transit
td421;2024-04-16 11:00:00;Status;;shipped
td400;2024-04-16 11:00:00;Status;;shipped
td412;2024-04-16 11:00:00;Status;;shipped
td419;2024-04-16 11:00:00;Status;;shipped
td434;2024-04-16 13:12:06;Status;;in transit
td435;2024-04-16 21:35:59;;3
td436;2024-04-17 05:44:45;;5
td435;2024-04-17 12:30:58;Status;;in transit
td437;2024-04-17 21:27:57;;2
td438;2024-04-18 03:27:54;;4
td439;2024-04-18 23:23:04;;4
td438;2024-04-19 01:28:30;Status;;in transit
td440;2024-04-19 03:06:19;;5
td437;2024-04-19 06:04:20;Status;;in transit
td427;2024-04-19 11:00:00;Status;;shipped
td408;2024-04-19 11:00:00;Status;;shipped
td423;2024-04-19 11:00:00;Status;;shipped
td425;2024-04-19 11:00:00;Status;;shipped
td436;2024-04-19 15:44:17;Status;;in transit
td441;2024-04-19 23:28:16;;3
td439;2024-04-21 09:22:26;Status;;in transit
td440;2024-04-21 14:36:50;Status;;in transit
td441;2024-04-21 20:00:53;Status;;in transit
td442;2024-04-22 20:03:38;;1
td443;2024-04-23 02:32:59;;5
td442;2024-04-23 03:21:22;Status;;in transit
td432;2024-04-23 11:00:00;Status;;shipped
td434;2024-04-23 11:00:00;Status;;shipped
td413;2024-04-23 11:00:00;Status;;shipped
td417;2024-04-23 11:00:00;Status;;shipped
td444;2024-04-23 20:32:56;;2
td443;2024-04-24 03:57:17;Status;;in transit
td445;2024-04-24 04:06:32;;5
td444;2024-04-24 17:41:28;Status;;in transit
td446;2024-04-24 19:18:54;;3
td447;2024-04-25 00:53:11;;5
td448;2024-04-25 22:51:47;;2
td449;2024-04-26 03:22:00;;3
td433;2024-04-26 11:00:00;Status;;shipped
td420;2024-04-26 11:00:00;Status;;shipped
td422;2024-04-26 11:00:00;Status;;shipped
td418;2024-04-26 11:00:00;Status;;shipped
td437;2024-04-26 11:00:00;Status;;shipped
td448;2024-04-26 14:37:07;Status;;in transit
td447;2024-04-26 19:37:47;Status;;in transit
td450;2024-04-27 00:44:09;;5
td451;2024-04-27 08:05:39;;4
td446;2024-04-27 08:34:43;Status;;in transit
td449;2024-04-27 19:51:20;Status;;in transit
td451;2024-04-29 13:28:51;Status;;in transit
td445;2024-04-29 17:31:09;Status;;in transit
td450;2024-04-29 19:34:00;Status;;in transit
td452;2024-04-30 00:52:17;;3
td453;2024-04-30 07:22:10;;4
td426;2024-04-30 11:00:00;Status;;shipped
td439;2024-04-30 11:00:00;Status;;shipped
td431;2024-04-30 11:00:00;Status;;shipped
td435;2024-04-30 11:00:00;Status;;shipped
td429;2024-04-30 11:00:00;Status;;shipped
td424;2024-04-30 11:00:00;Status;;shipped
td443;2024-04-30 11:00:00;Status;;shipped
td452;2024-04-30 21:25:35;Status;;in transit
td454;2024-05-01 01:35:22;;5
td455;2024-05-01 09:12:44;;3
td453;2024-05-01 20:35:50;Status;;in transit
td456;2024-05-02 03:10:47;;3
td457;2024-05-02 06:03:31;;4
td458;2024-05-03 02:50:29;;2
td459;2024-05-03 07:44:26;;4
td438;2024-05-03 11:00:00;Status;;shipped
td460;2024-05-04 04:13:12;;3
td455;2024-05-04 21:43:04;Status;;in transit
td454;2024-05-05 08:45:02;Status;;in transit
td458;2024-05-05 15:09:29;Status;;in transit
td457;2024-05-05 20:47:26;Status;;in transit
td459;2024-05-06 00:38:56;Status;;in transit
td456;2024-05-06 05:27:40;Status;;in transit
td460;2024-05-06 09:46:10;Status;;in transit
td461;2024-05-07 00:07:58;;5
td462;2024-05-07 06:50:40;;5
td448;2024-05-07 11:00:00;Status;;shipped
td442;2024-05-07 11:00:00;Status;;shipped
td440;2024-05-07 11:00:00;Status;;shipped
td428;2024-05-07 11:00:00;Status;;shipped
td430;2024-05-07 11:00:00;Status;;shipped
td449;2024-05-07 11:00:00;Status;;shipped
td463;2024-05-07 23:15:28;;3
td464;2024-05-08 04:13:58;;2
td465;2024-05-09 00:08:00;;1
td466;2024-05-09 05:33:54;;4
td461;2024-05-09 07:07:00;Status;;in transit
td465;2024-05-09 12:20:08;Status;;in transit
td464;2024-05-10 01:43:40;Status;;in transit
td467;2024-05-10 02:08:27;;3
td468;2024-05-10 08:14:17;;4
td453;2024-05-10 11:00:00;Status;;shipped
td447;2024-05-10 11:00:00;Status;;shipped
td459;2024-05-10 11:00:00;Status;;shipped
td463;2024-05-11 04:05:47;Status;;in transit
td469;2024-05-11 04:54:08;;5
td462;2024-05-11 20:54:10;Status;;in transit
td467;2024-05-13 04:32:19;Status;;in transit
td468;2024-05-13 09:46:39;Status;;in transit
td469;2024-05-13 14:37:12;Status;;in transit
td466;2024-05-13 18:24:02;Status;;in transit
td470;2024-05-13 22:13:23;;5
td471;2024-05-14 02:47:02;;3
td456;2024-05-14 11:00:00;Status;;shipped
td468;2024-05-14 11:00:00;Status;;shipped
td454;2024-05-14 11:00:00;Status;;shipped
td441;2024-05-14 11:00:00;Status;;shipped
td436;2024-05-14 11:00:00;Status;;shipped
td444;2024-05-14 11:00:00;Status;;shipped
td446;2024-05-14 11:00:00;Status;;shipped
td471;2024-05-14 23:31:54;Status;;in transit
td472;2024-05-15 00:19:06;;5
td473;2024-05-15 07:00:28;;3
td474;2024-05-16 00:16:16;;3
td475;2024-05-16 05:27:43;;5
td473;2024-05-16 09:39:22;Status;;in transit
td472;2024-05-16 18:15:52;Status;;in transit
td476;2024-05-16 22:05:37;;1
td477;2024-05-17 07:18:22;;5
td452;2024-05-17 11:00:00;Status;;shipped
td464;2024-05-17 11:00:00;Status;;shipped
td471;2024-05-17 11:00:00;Status;;shipped
td451;2024-05-17 11:00:00;Status;;shipped
td460;2024-05-17 11:00:00;Status;;shipped
td450;2024-05-17 11:00:00;Status;;shipped
td474;2024-05-17 15:32:41;Status;;in transit
td478;2024-05-18 04:21:11;;2
td476;2024-05-18 05:33:12;Status;;in transit
td470;2024-05-18 19:46:21;Status;;in transit
td477;2024-05-19 05:09:09;Status;;in transit
td475;2024-05-19 09:37:50;Status;;in transit
td478;2024-05-19 14:38:30;Status;;in transit
td479;2024-05-20 22:17:50;;3
td480;2024-05-21 05:49:43;;1
td479;2024-05-21 09:27:34;Status;;in transit
td458;2024-05-21 11:00:00;Status;;shipped
td475;2024-05-21 11:00:00;Status;;shipped
td457;2024-05-21 11:00:00;Status;;shipped
td455;2024-05-21 11:00:00;Status;;shipped
td469;2024-05-21 11:00:00;Status;;shipped
td463;2024-05-21 11:00:00;Status;;shipped
td477;2024-05-21 11:00:00;Status;;shipped
td445;2024-05-21 11:00:00;Status;;shipped
td480;2024-05-21 12:13:19;Status;;in transit
td481;2024-05-21 23:14:11;;3
td482;2024-05-22 03:40:09;;4
td481;2024-05-22 10:00:17;Status;;in transit
td482;2024-05-22 22:32:58;Status;;in transit
td483;2024-05-22 23:17:54;;3
td484;2024-05-23 05:39:24;;3
td483;2024-05-23 12:10:49;Status;;in transit
td485;2024-05-23 21:09:16;;5
td484;2024-05-23 23:02:37;Status;;in transit
td486;2024-05-24 07:19:33;;4
td480;2024-05-24 11:00:00;Status;;shipped
td485;2024-05-24 18:48:40;Status;;in transit
td487;2024-05-25 01:11:32;;5
td486;2024-05-25 13:05:48;Status;;in transit
td487;2024-05-26 10:10:06;Status;;in transit
td488;2024-05-27 21:07:53;;1
td489;2024-05-28 04:12:41;;3
td488;2024-05-28 04:27:14;Status;;in transit
td478;2024-05-28 11:00:00;Status;;shipped
td466;2024-05-28 11:00:00;Status;;shipped
td473;2024-05-28 11:00:00;Status;;shipped
td465;2024-05-28 11:00:00;Status;;shipped
td489;2024-05-28 16:55:08;Status;;in transit
td490;2024-05-28 23:03:42;;2
td491;2024-05-29 02:26:12;;5
td490;2024-05-29 14:31:44;Status;;in transit
td492;2024-05-29 22:56:21;;5
td493;2024-05-30 03:24:48;;5
td491;2024-05-30 13:02:42;Status;;in transit
td494;2024-05-31 00:39:02;;2
td495;2024-05-31 05:37:59;;4
td467;2024-05-31 11:00:00;Status;;shipped
td462;2024-05-31 11:00:00;Status;;shipped
td461;2024-05-31 11:00:00;Status;;shipped
td483;2024-05-31 11:00:00;Status;;shipped
td470;2024-05-31 11:00:00;Status;;shipped
td474;2024-05-31 11:00:00;Status;;shipped
td492;2024-05-31 13:03:49;Status;;in transit
td496;2024-06-01 00:50:18;;4
td495;2024-06-01 20:52:43;Status;;in transit
td496;2024-06-02 10:59:50;Status;;in transit
td494;2024-06-02 15:38:19;Status;;in transit
td493;2024-06-02 19:53:57;Status;;in transit
td497;2024-06-03 21:27:29;;2
td498;2024-06-04 05:18:40;;2
td497;2024-06-04 06:01:01;Status;;in transit
td488;2024-06-04 11:00:00;Status;;shipped
td476;2024-06-04 11:00:00;Status;;shipped
td482;2024-06-04 11:00:00;Status;;shipped
td489;2024-06-04 11:00:00;Status;;shipped
td472;2024-06-04 11:00:00;Status;;shipped
td485;2024-06-04 11:00:00;Status;;shipped
td498;2024-06-04 14:11:57;Status;;in transit
td499;2024-06-04 21:20:17;;3
td500;2024-06-05 02:08:26;;3
td499;2024-06-05 17:47:58;Status;;in transit
td500;2024-06-05 20:41:09;Status;;in transit
td501;2024-06-05 21:10:16;;2
td502;2024-06-06 02:27:01;;4
td501;2024-06-06 05:21:23;Status;;in transit
td502;2024-06-06 18:21:37;Status;;in transit
td503;2024-06-06 21:33:40;;5
td504;2024-06-07 01:50:18;;4
td479;2024-06-07 11:00:00;Status;;shipped
td481;2024-06-07 11:00:00;Status;;shipped
td495;2024-06-07 11:00:00;Status;;shipped
td503;2024-06-07 18:43:31;Status;;in transit
td505;2024-06-07 23:09:42;;2
td506;2024-06-08 08:13:31;;5
td505;2024-06-08 12:30:42;Status;;in transit
td504;2024-06-09 01:17:43;Status;;in transit
td506;2024-06-09 14:31:05;Status;;in transit
td507;2024-06-11 01:30:56;;2
td508;2024-06-11 06:51:10;;5
td507;2024-06-11 10:30:35;Status;;in transit
td499;2024-06-11 11:00:00;Status;;shipped
td498;2024-06-11 11:00:00;Status;;shipped
td486;2024-06-11 11:00:00;Status;;shipped
td490;2024-06-11 11:00:00;Status;;shipped
td487;2024-06-11 11:00:00;Status;;shipped
td509;2024-06-12 02:04:56;;4
td508;2024-06-12 04:26:55;Status;;in transit
td510;2024-06-12 09:17:56;;2
td510;2024-06-12 23:33:58;Status;;in transit
td511;2024-06-13 03:31:18;;4
td509;2024-06-13 03:49:42;Status;;in transit
td512;2024-06-13 07:35:18;;2
td511;2024-06-13 22:45:11;Status;;in transit
td513;2024-06-14 01:34:17;;4
td512;2024-06-14 01:35:58;Status;;in transit
td514;2024-06-14 07:23:26;;5
td484;2024-06-14 11:00:00;Status;;shipped
td505;2024-06-14 11:00:00;Status;;shipped
td491;2024-06-14 11:00:00;Status;;shipped
td492;2024-06-14 11:00:00;Status;;shipped
td503;2024-06-14 11:00:00;Status;;shipped
td496;2024-06-14 11:00:00;Status;;shipped
td515;2024-06-15 02:20:16;;3
td513;2024-06-15 04:15:56;Status;;in transit
td514;2024-06-15 15:37:17;Status;;in transit
td515;2024-06-15 21:30:28;Status;;in transit
td516;2024-06-18 00:24:47;;4
td517;2024-06-18 06:12:23;;5
td501;2024-06-18 11:00:00;Status;;shipped
td497;2024-06-18 11:00:00;Status;;shipped
td494;2024-06-18 11:00:00;Status;;shipped
td516;2024-06-18 21:40:04;Status;;in transit
td518;2024-06-19 00:46:58;;3
td519;2024-06-19 04:35:18;;5
td520;2024-06-20 01:45:25;;5
td519;2024-06-20 05:07:56;Status;;in transit
td521;2024-06-20 09:22:38;;3
td522;2024-06-20 23:35:52;;2
td517;2024-06-21 04:28:57;Status;;in transit
td523;2024-06-21 07:43:32;;2
td500;2024-06-21 11:00:00;Status;;shipped
td502;2024-06-21 11:00:00;Status;;shipped
td509;2024-06-21 11:00:00;Status;;shipped
td504;2024-06-21 11:00:00;Status;;shipped
td506;2024-06-21 11:00:00;Status;;shipped
td518;2024-06-21 22:20:25;Status;;in transit
td521;2024-06-22 02:43:00;Status;;in transit
td524;2024-06-22 04:22:30;;3
td520;2024-06-22 07:20:17;Status;;in transit
td522;2024-06-22 09:35:09;Status;;in transit
td523;2024-06-23 00:26:08;Status;;in transit
td524;2024-06-23 04:56:37;Status;;in transit
td525;2024-06-24 22:12:52;;3
td526;2024-06-25 07:02:00;;4
td493;2024-06-25 11:00:00;Status;;shipped
td525;2024-06-25 20:11:19;Status;;in transit
td527;2024-06-26 01:24:13;;4
td528;2024-06-26 06:14:42;;3
td526;2024-06-26 09:35:15;Status;;in transit
td529;2024-06-26 21:34:24;;2
td530;2024-06-27 05:10:52;;2
td529;2024-06-27 16:44:11;Status;;in transit
td531;2024-06-28 01:20:58;;2
td532;2024-06-28 06:14:49;;3
td530;2024-06-28 06:49:01;Status;;in transit
td527;2024-06-28 13:23:32;Status;;in transit
td533;2024-06-29 00:41:02;;5
td528;2024-06-29 03:29:20;Status;;in transit
td531;2024-06-29 09:36:42;Status;;in transit
td532;2024-06-30 23:49:39;Status;;in transit
td533;2024-07-01 06:27:38;Status;;in transit
td534;2024-07-01 20:43:31;;2
td535;2024-07-02 03:33:04;;1
td534;2024-07-02 09:18:16;Status;;in transit
td521;2024-07-02 11:00:00;Status;;shipped
td525;2024-07-02 11:00:00;Status;;shipped
td516;2024-07-02 11:00:00;Status;;shipped
td520;2024-07-02 11:00:00;Status;;shipped
td515;2024-07-02 11:00:00;Status;;shipped
td517;2024-07-02 11:00:00;Status;;shipped
td510;2024-07-02 11:00:00;Status;;shipped
td535;2024-07-02 14:09:41;Status;;in transit
td536;2024-07-03 00:31:30;;5
td537;2024-07-03 05:47:59;;5
td538;2024-07-03 22:10:25;;2
td539;2024-07-04 06:38:57;;5
td538;2024-07-04 19:36:10;Status;;in transit
td540;2024-07-04 22:49:59;;3
td541;2024-07-05 05:38:20;;5
td522;2024-07-05 11:00:00;Status;;shipped
td508;2024-07-05 11:00:00;Status;;shipped
td507;2024-07-05 11:00:00;Status;;shipped
td513;2024-07-05 11:00:00;Status;;shipped
td529;2024-07-05 11:00:00;Status;;shipped
td526;2024-07-05 11:00:00;Status;;shipped
td511;2024-07-05 11:00:00;Status;;shipped
td542;2024-07-06 02:21:10;;1
td537;2024-07-06 18:42:10;Status;;in transit
td540;2024-07-06 23:23:29;Status;;in transit
td536;2024-07-07 08:52:46;Status;;in transit
td542;2024-07-07 17:47:45;Status;;in transit
td541;2024-07-07 21:35:51;Status;;in transit
td539;2024-07-07 23:44:19;Status;;in transit
td543;2024-07-08 21:42:55;;4
td544;2024-07-09 04:33:44;;5
td514;2024-07-09 11:00:00;Status;;shipped
td512;2024-07-09 11:00:00;Status;;shipped
td534;2024-07-09 11:00:00;Status;;shipped
td532;2024-07-09 11:00:00;Status;;shipped
td545;2024-07-09 22:25:15;;3
td546;2024-07-10 05:07:44;;5
td547;2024-07-10 23:34:13;;3
td548;2024-07-11 06:29:36;;3
td545;2024-07-11 09:16:01;Status;;in transit
td549;2024-07-11 22:06:57;;5
td546;2024-07-12 03:02:54;Status;;in transit
td550;2024-07-12 06:33:39;;5
td518;2024-07-12 11:00:00;Status;;shipped
td527;2024-07-12 11:00:00;Status;;shipped
td543;2024-07-13 01:07:49;Status;;in transit
td551;2024-07-13 01:50:15;;2
td544;2024-07-14 06:11:44;Status;;in transit
td551;2024-07-15 05:03:57;Status;;in transit
td550;2024-07-15 09:35:12;Status;;in transit
td547;2024-07-15 18:00:38;Status;;in transit
td552;2024-07-15 23:00:49;;3
td549;2024-07-16 02:53:57;Status;;in transit
td553;2024-07-16 03:24:15;;3
td531;2024-07-16 11:00:00;Status;;shipped
td530;2024-07-16 11:00:00;Status;;shipped
td538;2024-07-16 11:00:00;Status;;shipped
td523;2024-07-16 11:00:00;Status;;shipped
td519;2024-07-16 11:00:00;Status;;shipped
td528;2024-07-16 11:00:00;Status;;shipped
td542;2024-07-16 11:00:00;Status;;shipped
td536;2024-07-16 11:00:00;Status;;shipped
td548;2024-07-16 12:22:39;Status;;in transit
td554;2024-07-16 23:00:51;;4
td553;2024-07-17 01:25:19;Status;;in transit
td555;2024-07-17 05:05:11;;2
td556;2024-07-17 19:26:24;;5
td552;2024-07-18 00:31:04;Status;;in transit
td557;2024-07-18 03:16:46;;2
td554;2024-07-18 05:44:30;Status;;in transit
td558;2024-07-18 19:30:26;;2
td559;2024-07-19 04:13:41;;3
td540;2024-07-19 11:00:00;Status;;shipped
td547;2024-07-19 11:00:00;Status;;shipped
td524;2024-07-19 11:00:00;Status;;shipped
td535;2024-07-19 11:00:00;Status;;shipped
td558;2024-07-19 11:54:19;Status;;in transit
td557;2024-07-19 15:05:07;Status;;in transit
td560;2024-07-19 22:35:09;;4
td561;2024-07-20 06:13:13;;5
td556;2024-07-21 09:55:59;Status;;in transit
td560;2024-07-21 22:06:49;Status;;in transit
td559;2024-07-22 11:39:48;Status;;in transit
td561;2024-07-22 20:07:17;Status;;in transit
td555;2024-07-23 00:25:56;Status;;in transit
td562;2024-07-23 01:25:43;;3
td563;2024-07-23 08:25:34;;4
td543;2024-07-23 11:00:00;Status;;shipped
td533;2024-07-23 11:00:00;Status;;shipped
td559;2024-07-23 11:00:00;Status;;shipped
td545;2024-07-23 11:00:00;Status;;shipped
td550;2024-07-23 11:00:00;Status;;shipped
td549;2024-07-23 11:00:00;Status;;shipped
td562;2024-07-23 16:30:10;Status;;in transit
td564;2024-07-24 01:14:23;;4
td565;2024-07-24 06:34:22;;5
td566;2024-07-24 23:43:46;;5
td563;2024-07-25 06:22:45;Status;;in transit
td567;2024-07-25 07:57:36;;3
td568;2024-07-26 01:59:02;;5
td569;2024-07-26 07:43:14;;4
td539;2024-07-26 11:00:00;Status;;shipped
td537;2024-07-26 11:00:00;Status;;shipped
td564;2024-07-26 23:44:49;Status;;in transit
td570;2024-07-27 04:57:59;;4
td571;2024-07-29 21:20:03;;2
td569;2024-07-29 22:35:33;Status;;in transit
td567;2024-07-30 03:10:45;Status;;in transit
td572;2024-07-30 03:40:35;;2
td566;2024-07-30 07:32:27;Status;;in transit
td551;2024-07-30 11:00:00;Status;;shipped
td544;2024-07-30 11:00:00;Status;;shipped
td541;2024-07-30 11:00:00;Status;;shipped
td548;2024-07-30 11:00:00;Status;;shipped
td561;2024-07-30 11:00:00;Status;;shipped
td565;2024-07-30 16:39:49;Status;;in transit
td571;2024-07-30 19:29:37;Status;;in transit
td573;2024-07-30 22:24:43;;3
td570;2024-07-31 02:29:53;Status;;in transit
td574;2024-07-31 07:43:57;;4
td573;2024-07-31 16:31:46;Status;;in transit
td575;2024-07-31 23:44:00;;3
td572;2024-08-01 03:05:10;Status;;in transit
td576;2024-08-01 06:48:18;;2
td568;2024-08-01 08:20:22;Status;;in transit
td574;2024-08-01 17:51:01;Status;;in transit
td577;2024-08-02 02:57:21;;4
td578;2024-08-02 05:54:52;;5
td557;2024-08-02 11:00:00;Status;;shipped
td556;2024-08-02 11:00:00;Status;;shipped
td546;2024-08-02 11:00:00;Status;;shipped
td579;2024-08-03 01:41:41;;5
td576;2024-08-04 05:02:45;Status;;in transit
td575;2024-08-04 21:59:55;Status;;in transit
td577;2024-08-05 02:15:04;Status;;in transit
td578;2024-08-05 15:26:45;Status;;in transit
td579;2024-08-05 19:28:54;Status;;in transit
td580;2024-08-05 21:15:48;;3
td581;2024-08-06 03:30:20;;3
td571;2024-08-06 11:00:00;Status;;shipped
td558;2024-08-06 11:00:00;Status;;shipped
td566;2024-08-06 11:00:00;Status;;shipped
td562;2024-08-06 11:00:00;Status;;shipped
td564;2024-08-06 11:00:00;Status;;shipped
td563;2024-08-06 11:00:00;Status;;shipped
td553;2024-08-06 11:00:00;Status;;shipped
td580;2024-08-06 23:30:14;Status;;in transit
td582;2024-08-07 01:27:47;;2
td581;2024-08-07 04:11:54;Status;;in transit
td583;2024-08-07 06:09:08;;2
td582;2024-08-07 12:49:55;Status;;in transit
td583;2024-08-07 20:52:03;Status;;in transit
td584;2024-08-08 01:14:51;;5
td585;2024-08-08 04:57:22;;4
td586;2024-08-08 22:12:36;;5
td587;2024-08-09 05:27:00;;2
td572;2024-08-09 11:00:00;Status;;shipped
td552;2024-08-09 11:00:00;Status;;shipped
td574;2024-08-09 11:00:00;Status;;shipped
td577;2024-08-09 11:00:00;Status;;shipped
td560;2024-08-09 11:00:00;Status;;shipped
td588;2024-08-10 04:21:32;;4
td585;2024-08-11 04:06:45;Status;;in transit
td586;2024-08-11 14:45:30;Status;;in transit
td584;2024-08-11 17:44:57;Status;;in transit
td588;2024-08-11 23:22:15;Status;;in transit
td587;2024-08-12 04:44:39;Status;;in transit
td589;2024-08-12 23:07:31;;3
td590;2024-08-13 04:43:11;;4
td555;2024-08-13 11:00:00;Status;;shipped
td565;2024-08-13 11:00:00;Status;;shipped
td569;2024-08-13 11:00:00;Status;;shipped
td554;2024-08-13 11:00:00;Status;;shipped
td568;2024-08-13 11:00:00;Status;;shipped
td589;2024-08-13 21:09:51;Status;;in transit
td591;2024-08-13 22:33:17;;5
td592;2024-08-14 04:34:06;;2
td593;2024-08-14 21:24:10;;2
td594;2024-08-15 03:44:57;;3
td591;2024-08-15 05:53:30;Status;;in transit
td590;2024-08-15 14:48:07;Status;;in transit
td595;2024-08-15 20:51:44;;4
td596;2024-08-16 06:14:32;;4
td581;2024-08-16 11:00:00;Status;;shipped
td578;2024-08-16 11:00:00;Status;;shipped
td567;2024-08-16 11:00:00;Status;;shipped
td594;2024-08-16 12:29:02;Status;;in transit
td592;2024-08-16 17:34:38;Status;;in transit
td597;2024-08-17 00:19:18;;5
td593;2024-08-17 05:25:32;Status;;in transit
td595;2024-08-17 16:21:02;Status;;in transit
td597;2024-08-19 01:31:53;Status;;in transit
td596;2024-08-19 06:20:26;Status;;in transit
td598;2024-08-19 22:10:51;;3
td599;2024-08-20 04:04:59;;4
td576;2024-08-20 11:00:00;Status;;shipped
td570;2024-08-20 11:00:00;Status;;shipped
td582;2024-08-20 11:00:00;Status;;shipped
td594;2024-08-20 11:00:00;Status;;shipped
td575;2024-08-20 11:00:00;Status;;shipped
td598;2024-08-20 19:39:36;Status;;in transit
td600;2024-08-20 23:08:27;;4
td601;2024-08-21 04:49:53;;5
td599;2024-08-21 07:42:25;Status;;in transit
td602;2024-08-21 19:55:18;;5
td603;2024-08-22 05:05:46;;3
td604;2024-08-23 00:17:45;;3
td605;2024-08-23 05:26:22;;4
td600;2024-08-23 10:55:01;Status;;in transit
td583;2024-08-23 11:00:00;Status;;shipped
td587;2024-08-23 11:00:00;Status;;shipped
td599;2024-08-23 11:00:00;Status;;shipped
td580;2024-08-23 11:00:00;Status;;shipped
td584;2024-08-23 11:00:00;Status;;shipped
td596;2024-08-23 11:00:00;Status;;shipped
td588;2024-08-23 11:00:00;Status;;shipped
td603;2024-08-23 15:44:52;Status;;in transit
td606;2024-08-23 23:17:09;;5
td604;2024-08-25 12:05:24;Status;;in transit
td601;2024-08-26 03:35:17;Status;;in transit
td605;2024-08-26 11:17:06;Status;;in transit
td606;2024-08-26 15:19:13;Status;;in transit
td602;2024-08-26 19:33:01;Status;;in transit
td607;2024-08-26 21:00:25;;3
td608;2024-08-27 04:57:18;;4
td573;2024-08-27 11:00:00;Status;;shipped
td586;2024-08-27 11:00:00;Status;;shipped
td592;2024-08-27 11:00:00;Status;;shipped
td595;2024-08-27 11:00:00;Status;;shipped
td589;2024-08-27 11:00:00;Status;;shipped
td607;2024-08-27 11:59:55;Status;;in transit
td609;2024-08-27 22:08:13;;4
td608;2024-08-28 03:57:26;Status;;in transit
td610;2024-08-28 04:12:34;;3
td611;2024-08-28 20:33:00;;2
td612;2024-08-29 02:22:50;;1
td610;2024-08-29 06:57:52;Status;;in transit
td609;2024-08-29 10:03:03;Status;;in transit
td612;2024-08-29 14:07:26;Status;;in transit
td613;2024-08-29 20:05:50;;5
td611;2024-08-29 20:33:03;Status;;in transit
td614;2024-08-30 01:39:03;;3
td590;2024-08-30 11:00:00;Status;;shipped
td604;2024-08-30 11:00:00;Status;;shipped
td579;2024-08-30 11:00:00;Status;;shipped
td585;2024-08-30 11:00:00;Status;;shipped
td615;2024-08-31 00:14:52;;5
td614;2024-08-31 05:07:02;Status;;in transit
td616;2024-08-31 06:47:57;;2
td613;2024-08-31 19:47:06;Status;;in transit
td615;2024-09-01 09:46:53;Status;;in transit
td616;2024-09-01 17:30:57;Status;;in transit
td617;2024-09-03 00:30:50;;5
td618;2024-09-03 08:47:50;;3
td619;2024-09-04 01:17:09;;1
td620;2024-09-04 08:45:16;;5
td618;2024-09-04 13:21:06;Status;;in transit
td621;2024-09-05 00:31:59;;5
td622;2024-09-05 07:52:39;;5
td619;2024-09-05 12:48:17;Status;;in transit
td623;2024-09-06 00:49:11;;2
td624;2024-09-06 06:52:13;;3
td610;2024-09-06 11:00:00;Status;;shipped
td607;2024-09-06 11:00:00;Status;;shipped
td598;2024-09-06 11:00:00;Status;;shipped
td601;2024-09-06 11:00:00;Status;;shipped
td605;2024-09-06 11:00:00;Status;;shipped
td625;2024-09-07 05:06:55;;4
td617;2024-09-07 17:47:33;Status;;in transit
td620;2024-09-08 22:07:51;Status;;in transit
td622;2024-09-09 08:40:31;Status;;in transit
td624;2024-09-09 13:43:44;Status;;in transit
td626;2024-09-09 23:11:02;;5
