ocel_id;ocel_time;ocel_changed_field;Amount of Containers;Status
td404;2024-03-24 02:49:50;Status;;in transit
td402;2024-03-24 18:43:50;Status;;in transit
td405;2024-03-25 00:01:50;Status;;in transit
td406;2024-03-25 23:22:16;;2
td407;2024-03-26 05:02:32;;5
td372;2024-03-26 11:00:00;Status;;shipped
td384;2024-03-26 11:00:00;Status;;shipped
td387;2024-03-26 11:00:00;Status;;shipped
td386;2024-03-26 11:00:00;Status;;shipped
td389;2024-03-26 11:00:00;Status;;shipped
td406;2024-03-26 11:03:31;Status;;in transit
td408;2024-03-26 23:53:07;;2
td409;2024-03-27 06:04:14;;2
td407;2024-03-27 14:00:01;Status;;in transit
td408;2024-03-27 19:13:33;Status;;in transit
td410;2024-03-28 00:56:31;;5
td409;2024-03-28 03:59:51;Status;;in transit
td411;2024-03-28 07:25:35;;2
td412;2024-03-29 00:59:43;;4
td411;2024-03-29 01:58:43;Status;;in transit
td410;2024-03-29 06:12:53;Status;;in transit
td413;2024-03-29 07:35:13;;2
td399;2024-03-29 11:00:00;Status;;shipped
td392;2024-03-29 11:00:00;Status;;shipped
td380;2024-03-29 11:00:00;Status;;shipped
td390;2024-03-29 11:00:00;Status;;shipped
td393;2024-03-29 11:00:00;Status;;shipped
td412;2024-03-29 21:56:28;Status;;in transit
td414;2024-03-30 03:26:36;;3
td413;2024-03-30 06:35:43;Status;;in transit
td414;2024-03-30 20:07:10;Status;;in transit
td415;2024-04-01 22:47:16;;3
td416;2024-04-02 04:52:33;;3
td398;2024-04-02 11:00:00;Status;;shipped
td383;2024-04-02 11:00:00;Status;;shipped
td415;2024-04-02 13:45:03;Status;;in transit
td417;2024-04-02 23:33:06;;5
td416;2024-04-03 02:13:03;Status;;in transit
td418;2024-04-03 05:24:15;;5
td419;2024-04-03 23:36:30;;4
td420;2024-04-04 05:31:02;;4
td421;2024-04-04 23:50:07;;2
td422;2024-04-05 05:58:15;;2
td418;2024-04-05 09:29:28;Status;;in transit
td400;2024-04-05 11:00:00;Status;;shipped
td414;2024-04-05 11:00:00;Status;;shipped
td395;2024-04-05 11:00:00;Status;;shipped
td412;2024-04-05 11:00:00;Status;;shipped
td402;2024-04-05 11:00:00;Status;;shipped
td404;2024-04-05 11:00:00;Status;;shipped
td405;2024-04-05 11:00:00;Status;;shipped
td403;2024-04-05 11:00:00;Status;;shipped
td423;2024-04-06 02:34:20;;2
td421;2024-04-06 04:35:50;Status;;in transit
td420;2024-04-06 08:35:10;Status;;in transit
td417;2024-04-06 12:38:02;Status;;in transit
td422;2024-04-06 20:35:27;Status;;in transit
td423;2024-04-06 22:30:12;Status;;in transit
td419;2024-04-07 02:28:42;Status;;in transit
td424;2024-04-08 22:18:22;;4
td425;2024-04-09 03:54:47;;4
td413;2024-04-09 11:00:00;Status;;shipped
td408;2024-04-09 11:00:00;Status;;shipped
td394;2024-04-09 11:00:00;Status;;shipped
td401;2024-04-09 11:00:00;Status;;shipped
td426;2024-04-09 22:37:35;;2
td425;2024-04-10 04:32:45;Status;;in transit
td427;2024-04-10 04:33:11;;5
td424;2024-04-10 19:35:25;Status;;in transit
td428;2024-04-10 22:54:22;;5
td426;2024-04-11 04:38:20;Status;;in transit
td429;2024-04-11 05:06:46;;2
td427;2024-04-11 08:19:10;Status;;in transit
td430;2024-04-11 23:01:35;;4
td429;2024-04-12 01:27:30;Status;;in transit
td431;2024-04-12 05:21:11;;3
td428;2024-04-12 07:54:10;Status;;in transit
td406;2024-04-12 11:00:00;Status;;shipped
td396;2024-04-12 11:00:00;Status;;shipped
td397;2024-04-12 11:00:00;Status;;shipped
td416;2024-04-12 11:00:00;Status;;shipped
td407;2024-04-12 11:00:00;Status;;shipped
td432;2024-04-13 01:04:18;;3
td430;2024-04-13 08:17:17;Status;;in transit
td432;2024-04-13 21:58:47;Status;;in transit
td431;2024-04-14 02:32:37;Status;;in transit
td433;2024-04-15 21:45:21;;4
td434;2024-04-16 03:48:43;;5
td411;2024-04-16 11:00:00;Status;;shipped
td421;2024-04-16 11:00:00;Status;;shipped
td410;2024-04-16 11:00:00;Status;;shipped
td419;2024-04-16 11:00:00;Status;;shipped
td435;2024-04-16 22:25:26;;5
td433;2024-04-16 23:01:21;Status;;in transit
td436;2024-04-17 04:08:54;;4
td437;2024-04-17 22:05:50;;3
td438;2024-04-18 04:29:42;;2
td434;2024-04-18 06:43:50;Status;;in transit
td436;2024-04-18 19:59:41;Status;;in transit
td439;2024-04-18 22:47:27;;2
td438;2024-04-19 00:11:29;Status;;in transit
td440;2024-04-19 04:52:54;;4
td409;2024-04-19 11:00:00;Status;;shipped
td418;2024-04-19 11:00:00;Status;;shipped
td423;2024-04-19 11:00:00;Status;;shipped
td427;2024-04-19 11:00:00;Status;;shipped
td441;2024-04-20 00:55:39;;3
td437;2024-04-20 02:23:11;Status;;in transit
td435;2024-04-20 11:30:32;Status;;in transit
td439;2024-04-21 05:25:47;Status;;in transit
td440;2024-04-21 10:17:17;Status;;in transit
td441;2024-04-21 12:37:32;Status;;in transit
td442;2024-04-22 21:30:38;;2
td443;2024-04-23 03:19:18;;5
td442;2024-04-23 05:51:33;Status;;in transit
td415;2024-04-23 11:00:00;Status;;shipped
td431;2024-04-23 11:00:00;Status;;shipped
td424;2024-04-23 11:00:00;Status;;shipped
td417;2024-04-23 11:00:00;Status;;shipped
td425;2024-04-23 11:00:00;Status;;shipped
td432;2024-04-23 11:00:00;Status;;shipped
td437;2024-04-23 11:00:00;Status;;shipped
td444;2024-04-23 21:26:39;;5
td443;2024-04-24 00:13:58;Status;;in transit
td445;2024-04-24 03:11:19;;5
td446;2024-04-24 21:10:38;;1
td447;2024-04-25 02:39:18;;2
td446;2024-04-25 08:28:54;Status;;in transit
td444;2024-04-25 15:32:54;Status;;in transit
td448;2024-04-25 21:06:39;;4
td447;2024-04-25 22:14:54;Status;;in transit
td445;2024-04-26 01:47:51;Status;;in transit
td449;2024-04-26 03:31:19;;4
td420;2024-04-26 11:00:00;Status;;shipped
td434;2024-04-26 11:00:00;Status;;shipped
td435;2024-04-26 11:00:00;Status;;shipped
td428;2024-04-26 11:00:00;Status;;shipped
td450;2024-04-26 22:37:29;;5
td448;2024-04-27 04:13:08;Status;;in transit
td451;2024-04-27 07:06:49;;5
td449;2024-04-27 08:38:08;Status;;in transit
td451;2024-04-29 01:31:51;Status;;in transit
td450;2024-04-29 06:18:59;Status;;in transit
td452;2024-04-30 00:40:35;;5
td453;2024-04-30 06:39:10;;5
td429;2024-04-30 11:00:00;Status;;shipped
td422;2024-04-30 11:00:00;Status;;shipped
td433;2024-04-30 11:00:00;Status;;shipped
td454;2024-05-01 00:50:08;;4
td455;2024-05-01 07:06:25;;5
td456;2024-05-02 01:30:59;;2
td457;2024-05-02 08:09:01;;5
td452;2024-05-02 16:49:28;Status;;in transit
td458;2024-05-03 01:03:44;;3
td459;2024-05-03 07:47:14;;3
td454;2024-05-03 10:50:55;Status;;in transit
td430;2024-05-03 11:00:00;Status;;shipped
td440;2024-05-03 11:00:00;Status;;shipped
td436;2024-05-03 11:00:00;Status;;shipped
td460;2024-05-04 03:47:11;;4
td459;2024-05-05 01:19:56;Status;;in transit
td458;2024-05-05 12:40:12;Status;;in transit
td456;2024-05-05 18:20:20;Status;;in transit
td455;2024-05-06 16:08:55;Status;;in transit
td453;2024-05-06 22:19:59;Status;;in transit
td461;2024-05-06 23:22:15;;5
td460;2024-05-07 00:10:54;Status;;in transit
td457;2024-05-07 04:06:49;Status;;in transit
td462;2024-05-07 05:02:33;;2
td458;2024-05-07 11:00:00;Status;;shipped
td447;2024-05-07 11:00:00;Status;;shipped
td426;2024-05-07 11:00:00;Status;;shipped
td441;2024-05-07 11:00:00;Status;;shipped
td438;2024-05-07 11:00:00;Status;;shipped
td453;2024-05-07 11:00:00;Status;;shipped
td439;2024-05-07 11:00:00;Status;;shipped
td452;2024-05-07 11:00:00;Status;;shipped
td463;2024-05-07 23:53:07;;5
td464;2024-05-08 06:04:15;;3
td462;2024-05-08 06:13:36;Status;;in transit
td461;2024-05-08 08:29:36;Status;;in transit
td465;2024-05-09 00:56:31;;2
td466;2024-05-09 07:25:35;;2
td464;2024-05-09 10:54:49;Status;;in transit
td463;2024-05-09 16:02:13;Status;;in transit
td465;2024-05-09 19:29:45;Status;;in transit
td466;2024-05-09 22:57:17;Status;;in transit
td467;2024-05-10 00:59:44;;4
td468;2024-05-10 07:35:13;;3
td457;2024-05-10 11:00:00;Status;;shipped
td459;2024-05-10 11:00:00;Status;;shipped
td444;2024-05-10 11:00:00;Status;;shipped
td445;2024-05-10 11:00:00;Status;;shipped
td443;2024-05-10 11:00:00;Status;;shipped
td449;2024-05-10 11:00:00;Status;;shipped
td468;2024-05-11 00:49:39;Status;;in transit
td469;2024-05-11 03:26:37;;2
td467;2024-05-11 04:48:09;Status;;in transit
td469;2024-05-11 12:52:33;Status;;in transit
td470;2024-05-13 22:47:16;;4
td471;2024-05-14 04:52:32;;5
td472;2024-05-14 23:33:07;;4
td470;2024-05-15 02:50:21;Status;;in transit
td473;2024-05-15 05:24:14;;4
td474;2024-05-15 23:36:30;;3
td475;2024-05-16 05:31:02;;1
td476;2024-05-16 23:50:07;;5
td474;2024-05-17 00:29:16;Status;;in transit
td475;2024-05-17 04:38:48;Status;;in transit
td477;2024-05-17 05:58:15;;3
td472;2024-05-17 09:03:48;Status;;in transit
td442;2024-05-17 11:00:00;Status;;shipped
td460;2024-05-17 11:00:00;Status;;shipped
td454;2024-05-17 11:00:00;Status;;shipped
td450;2024-05-17 11:00:00;Status;;shipped
td465;2024-05-17 11:00:00;Status;;shipped
td448;2024-05-17 11:00:00;Status;;shipped
td478;2024-05-18 02:34:20;;1
td471;2024-05-18 03:35:21;Status;;in transit
td478;2024-05-18 12:58:24;Status;;in transit
td473;2024-05-18 22:23:44;Status;;in transit
td477;2024-05-19 02:07:44;Status;;in transit
td476;2024-05-19 14:18:24;Status;;in transit
td479;2024-05-20 22:18:22;;5
td480;2024-05-21 03:54:47;;4
td467;2024-05-21 11:00:00;Status;;shipped
td446;2024-05-21 11:00:00;Status;;shipped
td469;2024-05-21 11:00:00;Status;;shipped
td451;2024-05-21 11:00:00;Status;;shipped
td481;2024-05-21 22:37:34;;4
td482;2024-05-22 04:33:10;;5
td479;2024-05-22 13:54:56;Status;;in transit
td483;2024-05-22 22:54:22;;3
td484;2024-05-23 05:06:47;;4
td485;2024-05-23 23:01:34;;5
td480;2024-05-24 01:27:29;Status;;in transit
td486;2024-05-24 05:21:11;;3
td472;2024-05-24 11:00:00;Status;;shipped
td461;2024-05-24 11:00:00;Status;;shipped
td470;2024-05-24 11:00:00;Status;;shipped
td468;2024-05-24 11:00:00;Status;;shipped
td466;2024-05-24 11:00:00;Status;;shipped
td462;2024-05-24 11:00:00;Status;;shipped
td487;2024-05-25 01:04:18;;4
td486;2024-05-25 15:51:46;Status;;in transit
td481;2024-05-25 20:56:34;Status;;in transit
td482;2024-05-26 12:10:58;Status;;in transit
td484;2024-05-26 14:37:36;Status;;in transit
td483;2024-05-27 00:47:12;Status;;in transit
td485;2024-05-27 10:28:31;Status;;in transit
td487;2024-05-27 16:36:31;Status;;in transit
td488;2024-05-27 21:45:21;;4
td489;2024-05-28 03:48:43;;3
td456;2024-05-28 11:00:00;Status;;shipped
td476;2024-05-28 11:00:00;Status;;shipped
td464;2024-05-28 11:00:00;Status;;shipped
td473;2024-05-28 11:00:00;Status;;shipped
td463;2024-05-28 11:00:00;Status;;shipped
td471;2024-05-28 11:00:00;Status;;shipped
td474;2024-05-28 11:00:00;Status;;shipped
td455;2024-05-28 11:00:00;Status;;shipped
td488;2024-05-28 18:11:36;Status;;in transit
td489;2024-05-28 21:43:36;Status;;in transit
td490;2024-05-28 22:25:26;;3
td491;2024-05-29 04:08:54;;3
td490;2024-05-29 16:02:45;Status;;in transit
td492;2024-05-29 22:05:51;;2
td491;2024-05-29 22:45:30;Status;;in transit
td493;2024-05-30 04:29:42;;3
td492;2024-05-30 06:52:56;Status;;in transit
td493;2024-05-30 18:14:45;Status;;in transit
td494;2024-05-30 22:47:26;;4
td495;2024-05-31 04:52:55;;5
td475;2024-05-31 11:00:00;Status;;shipped
td477;2024-05-31 11:00:00;Status;;shipped
td494;2024-05-31 23:50:20;Status;;in transit
td496;2024-06-01 00:55:40;;3
td495;2024-06-01 21:42:28;Status;;in transit
td496;2024-06-02 02:25:08;Status;;in transit
td497;2024-06-03 21:30:39;;3
td498;2024-06-04 03:19:19;;5
td497;2024-06-04 09:41:03;Status;;in transit
td488;2024-06-04 11:00:00;Status;;shipped
td492;2024-06-04 11:00:00;Status;;shipped
td481;2024-06-04 11:00:00;Status;;shipped
td484;2024-06-04 11:00:00;Status;;shipped
td479;2024-06-04 11:00:00;Status;;shipped
td499;2024-06-04 21:26:39;;3
td500;2024-06-05 03:11:18;;3
td499;2024-06-05 17:19:06;Status;;in transit
td498;2024-06-05 21:04:07;Status;;in transit
td501;2024-06-05 21:10:38;;4
td502;2024-06-06 02:39:19;;4
td500;2024-06-06 03:14:02;Status;;in transit
td503;2024-06-06 21:06:38;;2
td504;2024-06-07 03:31:19;;5
td501;2024-06-07 03:32:08;Status;;in transit
td502;2024-06-07 10:10:11;Status;;in transit
td478;2024-06-07 11:00:00;Status;;shipped
td482;2024-06-07 11:00:00;Status;;shipped
td487;2024-06-07 11:00:00;Status;;shipped
td480;2024-06-07 11:00:00;Status;;shipped
td505;2024-06-07 22:37:29;;5
td506;2024-06-08 07:06:49;;4
td503;2024-06-09 06:46:59;Status;;in transit
td504;2024-06-09 16:21:15;Status;;in transit
td506;2024-06-10 00:38:52;Status;;in transit
td505;2024-06-10 04:44:17;Status;;in transit
td507;2024-06-11 00:40:35;;4
td508;2024-06-11 06:39:11;;2
td486;2024-06-11 11:00:00;Status;;shipped
td508;2024-06-11 21:13:20;Status;;in transit
td509;2024-06-12 00:50:07;;3
td510;2024-06-12 07:06:25;;5
td507;2024-06-12 07:21:51;Status;;in transit
td511;2024-06-13 01:30:59;;3
td512;2024-06-13 08:09:01;;5
td513;2024-06-14 01:03:43;;2
td510;2024-06-14 01:28:04;Status;;in transit
td509;2024-06-14 06:22:59;Status;;in transit
td514;2024-06-14 07:47:13;;4
td489;2024-06-14 11:00:00;Status;;shipped
td496;2024-06-14 11:00:00;Status;;shipped
td483;2024-06-14 11:00:00;Status;;shipped
td493;2024-06-14 11:00:00;Status;;shipped
td498;2024-06-14 11:00:00;Status;;shipped
td495;2024-06-14 11:00:00;Status;;shipped
td511;2024-06-14 11:23:19;Status;;in transit
td515;2024-06-15 03:47:11;;5
td513;2024-06-15 08:35:19;Status;;in transit
td514;2024-06-17 02:52:16;Status;;in transit
td512;2024-06-17 12:44:00;Status;;in transit
td515;2024-06-17 17:39:52;Status;;in transit
td516;2024-06-17 23:22:16;;3
td517;2024-06-18 05:02:33;;4
td491;2024-06-18 11:00:00;Status;;shipped
td490;2024-06-18 11:00:00;Status;;shipped
td485;2024-06-18 11:00:00;Status;;shipped
td518;2024-06-18 23:53:07;;4
td519;2024-06-19 06:04:15;;4
td517;2024-06-19 11:31:36;Status;;in transit
td516;2024-06-19 17:33:46;Status;;in transit
td520;2024-06-20 00:56:30;;3
td521;2024-06-20 07:25:35;;5
td522;2024-06-21 00:59:44;;2
td523;2024-06-21 07:35:13;;2
td497;2024-06-21 11:00:00;Status;;shipped
td511;2024-06-21 11:00:00;Status;;shipped
td513;2024-06-21 11:00:00;Status;;shipped
td524;2024-06-22 03:26:36;;4
td522;2024-06-22 13:08:06;Status;;in transit
td518;2024-06-23 14:44:54;Status;;in transit
td521;2024-06-24 06:05:06;Status;;in transit
td520;2024-06-24 14:55:10;Status;;in transit
td523;2024-06-24 17:27:34;Status;;in transit
td524;2024-06-24 21:48:06;Status;;in transit
td525;2024-06-24 22:47:15;;4
td519;2024-06-25 02:08:38;Status;;in transit
td526;2024-06-25 04:52:32;;4
td500;2024-06-25 11:00:00;Status;;shipped
td494;2024-06-25 11:00:00;Status;;shipped
td517;2024-06-25 11:00:00;Status;;shipped
td502;2024-06-25 11:00:00;Status;;shipped
td501;2024-06-25 11:00:00;Status;;shipped
td509;2024-06-25 11:00:00;Status;;shipped
td499;2024-06-25 11:00:00;Status;;shipped
td507;2024-06-25 11:00:00;Status;;shipped
td527;2024-06-25 23:33:06;;2
td528;2024-06-26 05:24:14;;4
td526;2024-06-26 11:05:08;Status;;in transit
td529;2024-06-26 23:36:31;;4
td530;2024-06-27 05:31:03;;1
td525;2024-06-27 12:12:46;Status;;in transit
td530;2024-06-27 16:09:08;Status;;in transit
td531;2024-06-27 23:50:07;;2
td527;2024-06-28 02:02:48;Status;;in transit
td528;2024-06-28 05:33:53;Status;;in transit
td532;2024-06-28 05:58:15;;4
td522;2024-06-28 11:00:00;Status;;shipped
td516;2024-06-28 11:00:00;Status;;shipped
td508;2024-06-28 11:00:00;Status;;shipped
td505;2024-06-28 11:00:00;Status;;shipped
td504;2024-06-28 11:00:00;Status;;shipped
td506;2024-06-28 11:00:00;Status;;shipped
td514;2024-06-28 11:00:00;Status;;shipped
td512;2024-06-28 11:00:00;Status;;shipped
td531;2024-06-28 17:38:08;Status;;in transit
td533;2024-06-29 02:34:20;;3
td532;2024-06-29 10:29:31;Status;;in transit
td529;2024-06-29 14:58:59;Status;;in transit
td533;2024-06-30 03:03:29;Status;;in transit
td534;2024-07-01 22:18:22;;2
td535;2024-07-02 03:54:47;;3
td534;2024-07-02 09:18:32;Status;;in transit
td503;2024-07-02 11:00:00;Status;;shipped
td535;2024-07-02 21:29:12;Status;;in transit
td536;2024-07-02 22:37:34;;4
td537;2024-07-03 04:33:10;;2
td536;2024-07-03 20:47:25;Status;;in transit
td538;2024-07-03 22:54:23;;2
td537;2024-07-04 05:05:54;Status;;in transit
td539;2024-07-04 05:06:47;;4
td538;2024-07-04 17:57:34;Status;;in transit
td540;2024-07-04 23:01:34;;5
td541;2024-07-05 05:21:11;;3
td539;2024-07-05 07:29:02;Status;;in transit
td524;2024-07-05 11:00:00;Status;;shipped
td530;2024-07-05 11:00:00;Status;;shipped
td525;2024-07-05 11:00:00;Status;;shipped
td542;2024-07-06 01:04:18;;4
td540;2024-07-07 01:15:23;Status;;in transit
td541;2024-07-07 06:51:03;Status;;in transit
td542;2024-07-07 22:28:23;Status;;in transit
td543;2024-07-08 21:45:20;;5
td544;2024-07-09 03:48:42;;4
td535;2024-07-09 11:00:00;Status;;shipped
td521;2024-07-09 11:00:00;Status;;shipped
td518;2024-07-09 11:00:00;Status;;shipped
td529;2024-07-09 11:00:00;Status;;shipped
td526;2024-07-09 11:00:00;Status;;shipped
td532;2024-07-09 11:00:00;Status;;shipped
td510;2024-07-09 11:00:00;Status;;shipped
td545;2024-07-09 22:25:27;;5
td543;2024-07-10 03:19:16;Status;;in transit
td546;2024-07-10 04:08:55;;1
td547;2024-07-10 22:05:51;;2
td546;2024-07-11 00:21:21;Status;;in transit
td548;2024-07-11 04:29:42;;2
td545;2024-07-11 09:53:05;Status;;in transit
td544;2024-07-11 12:49:45;Status;;in transit
td548;2024-07-11 18:06:25;Status;;in transit
td547;2024-07-11 20:08:05;Status;;in transit
td549;2024-07-11 22:47:26;;5
td550;2024-07-12 04:52:55;;5
td527;2024-07-12 11:00:00;Status;;shipped
td541;2024-07-12 11:00:00;Status;;shipped
td515;2024-07-12 11:00:00;Status;;shipped
td519;2024-07-12 11:00:00;Status;;shipped
td528;2024-07-12 11:00:00;Status;;shipped
td523;2024-07-12 11:00:00;Status;;shipped
td520;2024-07-12 11:00:00;Status;;shipped
td538;2024-07-12 11:00:00;Status;;shipped
td551;2024-07-13 00:55:40;;5
td549;2024-07-13 13:03:16;Status;;in transit
td550;2024-07-13 17:01:46;Status;;in transit
td551;2024-07-14 08:06:16;Status;;in transit
td552;2024-07-15 21:30:39;;5
td553;2024-07-16 03:19:18;;5
td531;2024-07-16 11:00:00;Status;;shipped
td533;2024-07-16 11:00:00;Status;;shipped
td554;2024-07-16 21:26:39;;4
td555;2024-07-17 03:11:19;;3
td556;2024-07-17 21:10:38;;5
td557;2024-07-18 02:39:18;;5
td552;2024-07-18 08:23:20;Status;;in transit
td553;2024-07-18 17:31:00;Status;;in transit
td558;2024-07-18 21:06:39;;1
td554;2024-07-19 02:40:22;Status;;in transit
td559;2024-07-19 03:31:18;;5
td546;2024-07-19 11:00:00;Status;;shipped
td534;2024-07-19 11:00:00;Status;;shipped
td545;2024-07-19 11:00:00;Status;;shipped
td544;2024-07-19 11:00:00;Status;;shipped
td536;2024-07-19 11:00:00;Status;;shipped
td555;2024-07-19 12:18:54;Status;;in transit
td560;2024-07-19 22:37:29;;3
td561;2024-07-20 07:06:50;;5
td558;2024-07-22 00:41:04;Status;;in transit
td557;2024-07-22 19:23:36;Status;;in transit
td562;2024-07-23 00:40:34;;4
td563;2024-07-23 06:39:11;;5
td548;2024-07-23 11:00:00;Status;;shipped
td537;2024-07-23 11:00:00;Status;;shipped
td564;2024-07-24 00:50:07;;2
td560;2024-07-24 03:37:55;Status;;in transit
td565;2024-07-24 07:06:25;;2
td556;2024-07-24 09:48:05;Status;;in transit
td559;2024-07-25 01:09:16;Status;;in transit
td566;2024-07-25 01:31:00;;3
td567;2024-07-25 08:09:02;;3
td565;2024-07-25 15:33:47;Status;;in transit
td568;2024-07-26 01:03:43;;5
td569;2024-07-26 07:47:14;;2
td551;2024-07-26 11:00:00;Status;;shipped
td543;2024-07-26 11:00:00;Status;;shipped
td564;2024-07-26 21:40:51;Status;;in transit
td570;2024-07-27 03:47:12;;4
td566;2024-07-27 14:13:55;Status;;in transit
td567;2024-07-29 16:16:56;Status;;in transit
td569;2024-07-29 20:25:24;Status;;in transit
td571;2024-07-29 23:22:16;;1
td562;2024-07-30 01:34:59;Status;;in transit
td561;2024-07-30 04:37:04;Status;;in transit
td572;2024-07-30 05:02:33;;2
td571;2024-07-30 09:46:39;Status;;in transit
td540;2024-07-30 11:00:00;Status;;shipped
td553;2024-07-30 11:00:00;Status;;shipped
td556;2024-07-30 11:00:00;Status;;shipped
td552;2024-07-30 11:00:00;Status;;shipped
td539;2024-07-30 11:00:00;Status;;shipped
td570;2024-07-30 15:04:39;Status;;in transit
td573;2024-07-30 23:53:06;;4
td568;2024-07-30 23:54:32;Status;;in transit
td563;2024-07-31 05:13:04;Status;;in transit
td574;2024-07-31 06:04:15;;4
td572;2024-07-31 10:44:16;Status;;in transit
td575;2024-08-01 00:56:30;;2
td576;2024-08-01 07:25:35;;2
td575;2024-08-01 19:40:00;Status;;in transit
td577;2024-08-02 00:59:43;;4
td574;2024-08-02 02:30:08;Status;;in transit
td578;2024-08-02 07:35:14;;3
td564;2024-08-02 11:00:00;Status;;shipped
td542;2024-08-02 11:00:00;Status;;shipped
td549;2024-08-02 11:00:00;Status;;shipped
td557;2024-08-02 11:00:00;Status;;shipped
td550;2024-08-02 11:00:00;Status;;shipped
td563;2024-08-02 11:00:00;Status;;shipped
td576;2024-08-02 15:36:02;Status;;in transit
td579;2024-08-03 03:26:37;;5
td577;2024-08-04 03:45:08;Status;;in transit
td573;2024-08-04 08:41:00;Status;;in transit
td578;2024-08-04 18:32:44;Status;;in transit
td579;2024-08-04 22:46:37;Status;;in transit
td580;2024-08-05 22:47:15;;5
td581;2024-08-06 04:52:32;;5
td572;2024-08-06 11:00:00;Status;;shipped
td561;2024-08-06 11:00:00;Status;;shipped
td559;2024-08-06 11:00:00;Status;;shipped
td547;2024-08-06 11:00:00;Status;;shipped
td554;2024-08-06 11:00:00;Status;;shipped
td566;2024-08-06 11:00:00;Status;;shipped
td582;2024-08-06 23:33:06;;5
td583;2024-08-07 05:24:14;;5
td580;2024-08-07 18:30:08;Status;;in transit
td584;2024-08-07 23:36:31;;4
td585;2024-08-08 05:31:03;;1
td581;2024-08-08 18:47:40;Status;;in transit
td586;2024-08-08 23:50:07;;2
td583;2024-08-09 04:55:32;Status;;in transit
td587;2024-08-09 05:58:15;;3
td558;2024-08-09 11:00:00;Status;;shipped
td567;2024-08-09 11:00:00;Status;;shipped
td568;2024-08-09 11:00:00;Status;;shipped
td573;2024-08-09 11:00:00;Status;;shipped
td580;2024-08-09 11:00:00;Status;;shipped
td555;2024-08-09 11:00:00;Status;;shipped
td560;2024-08-09 11:00:00;Status;;shipped
td585;2024-08-09 12:32:39;Status;;in transit
td584;2024-08-09 23:26:27;Status;;in transit
td586;2024-08-10 02:31:59;Status;;in transit
td588;2024-08-10 02:34:19;;2
td587;2024-08-10 16:28:43;Status;;in transit
td588;2024-08-10 20:06:23;Status;;in transit
td582;2024-08-11 04:12:07;Status;;in transit
td589;2024-08-12 22:18:22;;5
td590;2024-08-13 03:54:46;;2
td569;2024-08-13 11:00:00;Status;;shipped
td576;2024-08-13 11:00:00;Status;;shipped
td581;2024-08-13 11:00:00;Status;;shipped
td565;2024-08-13 11:00:00;Status;;shipped
td577;2024-08-13 11:00:00;Status;;shipped
td574;2024-08-13 11:00:00;Status;;shipped
td562;2024-08-13 11:00:00;Status;;shipped
td590;2024-08-13 16:56:54;Status;;in transit
td589;2024-08-13 19:58:02;Status;;in transit
td591;2024-08-13 22:37:34;;3
td592;2024-08-14 04:33:10;;5
td591;2024-08-14 10:34:07;Status;;in transit
td593;2024-08-14 22:54:23;;3
td592;2024-08-15 02:07:16;Status;;in transit
td594;2024-08-15 05:06:47;;5
td593;2024-08-15 14:41:45;Status;;in transit
td595;2024-08-15 23:01:34;;4
td594;2024-08-16 03:05:45;Status;;in transit
td596;2024-08-16 05:21:10;;4
td571;2024-08-16 11:00:00;Status;;shipped
td579;2024-08-16 11:00:00;Status;;shipped
td575;2024-08-16 11:00:00;Status;;shipped
td595;2024-08-17 00:23:55;Status;;in transit
td597;2024-08-17 01:04:19;;4
td596;2024-08-17 13:07:51;Status;;in transit
td597;2024-08-17 23:54:17;Status;;in transit
td598;2024-08-19 21:45:20;;5
td599;2024-08-20 03:48:43;;5
td578;2024-08-20 11:00:00;Status;;shipped
td586;2024-08-20 11:00:00;Status;;shipped
td582;2024-08-20 11:00:00;Status;;shipped
td570;2024-08-20 11:00:00;Status;;shipped
td583;2024-08-20 11:00:00;Status;;shipped
td600;2024-08-20 22:25:26;;4
td601;2024-08-21 04:08:54;;4
td598;2024-08-21 06:40:07;Status;;in transit
td602;2024-08-21 22:05:50;;5
td603;2024-08-22 04:29:42;;2
td604;2024-08-22 22:47:27;;2
td599;2024-08-23 01:15:54;Status;;in transit
td605;2024-08-23 04:52:55;;2
td600;2024-08-23 05:25:25;Status;;in transit
td588;2024-08-23 11:00:00;Status;;shipped
td596;2024-08-23 11:00:00;Status;;shipped
td597;2024-08-23 11:00:00;Status;;shipped
td603;2024-08-23 13:56:18;Status;;in transit
td605;2024-08-23 22:45:33;Status;;in transit
td606;2024-08-24 00:55:39;;3
td604;2024-08-24 03:01:43;Status;;in transit
td601;2024-08-24 07:27:10;Status;;in transit
td606;2024-08-24 20:27:36;Status;;in transit
td602;2024-08-25 00:57:04;Status;;in transit
td607;2024-08-26 21:30:39;;3
td608;2024-08-27 03:19:19;;5
td585;2024-08-27 11:00:00;Status;;shipped
td599;2024-08-27 11:00:00;Status;;shipped
td584;2024-08-27 11:00:00;Status;;shipped
td594;2024-08-27 11:00:00;Status;;shipped
td592;2024-08-27 11:00:00;Status;;shipped
td607;2024-08-27 11:28:27;Status;;in transit
td609;2024-08-27 21:26:38;;5
td610;2024-08-28 03:11:19;;4
td611;2024-08-28 21:10:39;;3
td612;2024-08-29 02:39:18;;4
td609;2024-08-29 14:23:15;Status;;in transit
td611;2024-08-29 18:26:07;Status;;in transit
td613;2024-08-29 21:06:38;;2
td614;2024-08-30 03:31:19;;3
